ID,augmentation,question_orig,question_augmented,correct_answer,model_output
4226,typo_insert,how is x-ray of femoral heads removed at autopsy illustration?,['how is x - ray of femoral Pheads removeWd at auytopsy illustratioPn?'],good,knee
4227,typo_insert,what is slide?,['wyhat is slCide?'],ap view,x-ray femoral head necrosis
4228,typo_insert,what is ap view?,['wh(at is ap v(iew?'],slide,x-ray tibia and fibula
4229,typo_insert,what does this image show?,['what doeEs this i$mage show?'],x-ray distal femur lateral view lytic and blastic lesion,x-ray of leg with large femoral head necrosis
4230,typo_insert,what is present?,['whaUt is pQresent?'],joints,fracture
4231,typo_insert,what is?,['wvhat is?'],lateral view,joints
4232,typo_insert,what does this image show?,['whaCt does this image shsow?'],x-ray distal femur ap view lytic and blastic lesion 12 yo female three month history painful knee outside study case lateral view is,x-ray of left tibia and fibula with large osteolytic lesion
4233,typo_insert,what is present?,['whamt is pres(ent?'],joints,no
4234,typo_insert,is joints present?,['is joinbts presenat?'],yes,no
4235,typo_insert,is electron micrographs demonstrating fiber present?,['is electron mricrographs djemonstrating f&iber present?'],no,no
4236,typo_insert,what is present in the core of the plaques as well as in the surrounding region?,['whDat is psresent in the corbe of the plaques as zwell as in the surrou&nding regiUon?'],peptide,a dense deposit of amyloid
4237,typo_insert,what does this image show?,['what doeVs this image shdow?'],touch impression from cerebrospinal fluid - toxoplasma,show brain
4238,typo_insert,does this image show touch impression from cerebrospinal fluid - toxoplasma?,['doeCs tZhis image show touch impression from cerebros#pinal fgluid - toxoplasma?'],yes,yes
4239,typo_insert,does peritoneum show touch impression from cerebrospinal fluid - toxoplasma?,['3does periton0eum show touch impres_sion Qfrom cerebrospinal fluid - toxoplasma?'],no,no
4240,typo_insert,what is present?,['whVat is prresent?'],nervous,nervous
4241,typo_insert,is nervous present?,['is nervoHus presenIt?'],yes,no
4242,typo_insert,is metastatic carcinoma breast present?,['is metasta9tic cQarcinoma breast present?'],no,no
4243,typo_insert,what does this image show?,['whzat does tLhis image show?'],dr garcia tumors 58,brain
4244,typo_insert,does photo show dr garcia tumors 58?,['does photo shoYw dr g#arcia tulmors 58?'],no,no
4245,typo_insert,what is present?,['Kwhat is presenvt?'],brain,nervous
4246,typo_insert,is alpha smooth muscle actin immunohistochemical present?,['is alpaha smootkh muscle actin immunohistochemical preseBnt?'],no,no
4247,typo_insert,where is peptide present in?,['where is peTptide prCesent in?'],the core of the plaques as well as the surrounding region,the brain
4248,typo_insert,what is present?,['wha+t is prgesent?'],subependymal giant cell astrocytoma,nervous
4249,typo_insert,is this typical lesion present?,['is this typical lesVion preseqnt?'],no,yes
4250,typo_insert,what does this image show?,['w@hat dDoes this image show?'],dr garcia tumors 47,glial cell with prominent nucleolus
4251,typo_insert,does odontoid process subluxation with narrowing of foramen magnum show dr garcia tumors 47?,['doUes odontoid procAess subluxation with nar8rowing of foramen magnum Ashow dr garcia tumo_rs 47?'],no,no
4252,typo_insert,what is present?,['Swhat is preselnt?'],brain,nervous
4253,typo_insert,is typical tuberculous exudate present?,['is typi_cal tub@erculous exudate present?'],no,yes
4254,typo_insert,what is present?,['wha^t is pres3ent?'],meningioma,nervous
4255,typo_insert,is mucinous cystadenocarcinoma present?,['is mu$cinous cystadenocarcinoma pr)esent?'],no,no
4256,typo_insert,what does this image show?,['what does thzis image sho3w?'],dr garcia tumors 25,brain
4257,typo_insert,does metastatic carcinoma prostate show dr garcia tumors 25?,['does metastatTic carcinXoma proXstate show dr garcia tumors 25?'],no,no
4258,typo_insert,is peptide present in the core of the plaques as well as in the surrounding region?,['is peptiMde presqent in the 1core of the plyaques as weFll as in the surrounding sregion?'],yes,yes
4259,typo_insert,what is present?,['Owhat is pregsent?'],brain,nervous
4260,typo_insert,is sectioned femur lesion present?,['is sectioned femur lesioFn pjresent?'],no,no
4261,typo_insert,what is present?,['Ewhat is pressent?'],papillary astrocytoma,nervous
4262,typo_insert,is view of head with scalp present?,['is vijew of head w3ith scalRp present?'],no,no
4263,typo_insert,what does this image show?,['what Kdoes athis image show?'],dr garcia tumors 5,leukocytes
4264,typo_insert,does atrophy secondary to pituitectomy show dr garcia tumors 5?,['doYes atrophy secondary to pituitectomy sqhow dr garcika tumoVrs 5?'],no,no
4265,typo_insert,what is present?,['w#hat is presennt?'],brain,brain
4266,typo_insert,is side present?,['is sitde pres7ent?'],no,no
4267,typo_insert,what is present?,['wAhat is pre4sent?'],astrocytoma,brain
4268,typo_insert,is venous thrombosis present?,['is venous thromboKsis pres4ent?'],no,no
4269,typo_insert,is the colon present in the core of the plaques as well as in the surrounding region?,['is the cjolon presen9t in the cuore of the Splaques as welil as in the surrounding reggion?'],no,no
4270,typo_insert,what does this image show?,['whaqt dEoes this image show?'],wernicke 's encephalopathy,brain
4271,typo_insert,does this image show wernicke 's encephalopathy?,"[""does this imagbe s4how wernicke ' s encephalopXathy?""]",yes,yes
4272,typo_insert,does chronic myelogenous leukemia show wernicke 's encephalopathy?,"[""d(oes chronic myel&ogenous leukemia show wernick$e ' s encephalopathy?""]",no,no
4273,typo_insert,what is present?,['wZhat is presqent?'],nervous,nervous
4274,typo_insert,is nervous present?,['is nerfvous presZent?'],yes,yes
4275,typo_insert,is splenomegaly with cirrhosis present?,['is splenomegaly with ecirrhosis presenit?'],no,no
4276,typo_insert,what does this image show?,['wEhat does tAhis image show?'],normal brain,brain
4277,typo_insert,does this image show normal brain?,['does this imJage show niormal brmain?'],yes,yes
4278,typo_insert,does carcinomatosis show normal brain?,['does carcinomatosgis show normal bdrain?'],no,no
4279,typo_insert,what is present?,['w9hat is (present?'],nervous,nervous
4280,typo_insert,what are neurons containing tangles stained with?,['what are 7neurons contaicning Ytangles stained with?'],an antibody specific for tau,immunostain for beta-galactosaid to be a marker for non-immune injury
4281,typo_insert,is nervous present?,['is nerv#ous pvresent?'],yes,yes
4282,typo_insert,is heel ulcer present?,['is uheel ulcer preseFnt?'],no,no
4283,typo_insert,what does this image show?,['what d0oes lthis image show?'],normal brain,brain
4284,typo_insert,does this image show normal brain?,['Wdoes this imagDe show normal bxrain?'],yes,yes
4285,typo_insert,does chromophobe adenoma show normal brain?,['Edoes chromoph9obe adenoma show norm&al brain?'],no,no
4286,typo_insert,what is present?,['whUat is ppresent?'],nervous,nervous
4287,typo_insert,is nervous present?,['is nerv2ous Vpresent?'],yes,yes
4288,typo_insert,is penis present?,['is p@enis presen&t?'],no,no
4289,typo_insert,what does this image show?,['ewhat doyes this image show?'],brain,brain
4290,typo_insert,"does this image show brain, old infarcts, embolic?","['doets thXis image show bCrain, old in+farcts, embolic?']",yes,yes
4291,typo_insert,are neurons containing tangles stained with an antibody specific for tau?,['are kneurons cgontaining tangles wstained with an antibody specixfic for tau?'],yes,yes
4292,typo_insert,"does chloramphenicol toxicity show brain, old infarcts, embolic?","['does chloramphe^nicol toxicity 3show brarin, old icnfarcts, embolic?']",no,no
4293,typo_insert,what is present?,['whvat is prejsent?'],nervous,no
4294,typo_insert,is nervous present?,['is ne^rvous proesent?'],yes,yes
4295,typo_insert,is metastatic neuroblastoma present?,['is meta$static neuroblastoma presenCt?'],no,no
4296,typo_insert,what does this image show?,['swhat does this image Gshow?'],brain,brain
4297,typo_insert,"does this image show brain, old infarcts, embolic?","['dpoes this image shBow br_ain, old infQarcts, embolic?']",yes,yes
4298,typo_insert,"does pituitectomy show brain, old infarcts, embolic?","['dpoes p8ituitectomy show brain, old infaurcts, embolic?']",no,no
4299,typo_insert,what is present?,['wKhat is pre^sent?'],nervous,brain
4300,typo_insert,is nervous present?,['is nerCvous &present?'],yes,yes
4301,typo_insert,is wonder present?,['is wondwer prTesent?'],no,no
4302,typo_insert,are lobular carcinomas stained with an antibody specific for tau?,['are lobular carcinom!as statined pwith an antibody specifivc for tau?'],no,no
4303,typo_insert,what does this image show?,['what does ^this image wshow?'],brain,brain
4304,typo_insert,"does this image show brain, old infarcts, embolic?","['does (this image suhow brain, old infarscts, emLbolic?']",yes,yes
4305,typo_insert,"does malignant lymphoma large cell type show brain, old infarcts, embolic?","['dofes malignant lymphoma larGge cell typbe shosw brain, old infarcts, embolpic?']",no,no
4306,typo_insert,what is present?,['wchat is prLesent?'],nervous,no
4307,typo_insert,is nervous present?,['is nervou^s pre4sent?'],yes,yes
4308,typo_insert,is metastatic adenocarcinoma present?,['is metasktatic adenocarcinoma p6resent?'],no,no
4309,typo_insert,what does this image show?,['what does thTis imagEe show?'],brain,brain
4310,typo_insert,"does this image show brain, encephalomalacia?","['doYes this image show bXrain, enGcephalomalacia?']",yes,yes
4311,typo_insert,"does peritoneum show brain, encephalomalacia?","['does peritoneu&m show bZrain, Zencephalomalacia?']",no,no
4312,typo_insert,what is present?,['whaQt is pqresent?'],nervous,nervous
4313,typo_insert,what is referred to as wickham striae?,['what is referIred to as wickgham dstriae?'],flat-topped pink-purple polygonal papule with white lacelike markings,the appearance of the lesion
4314,typo_insert,is nervous present?,['is nervyous presenjt?'],yes,yes
4315,typo_insert,is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,['is tPhis image shows of smooyth mIuscle cell with lip#id in sBarcoplasm and lipid present?'],no,no
4316,typo_insert,"why does this image show brain, subarachanoid hemorrhage?","['why does this image show bratin, subarachanoiod hemorrha2ge?']",due to ruptured aneurysm,due to ruptured aneurysm
4317,typo_insert,what does this image show?,['what does tXhis image shoow?'],brain,brain
4318,typo_insert,"does this image show brain, subarachanoid hemorrhage due to ruptured aneurysm?","['does this image show bSrain, subarachanoivd heqmorrhage due to ruptureCd aneurysm?']",yes,yes
4319,typo_insert,"does side show brain, subarachanoid hemorrhage due to ruptured aneurysm?","['doeOs side shopw brain, sub^arachanoid hemorrUhage due to ruptured aneurysm?']",no,yes
4320,typo_insert,what is present?,['Zwhat is presebnt?'],nervous,hemorrhage
4321,typo_insert,is nervous present?,['is nerv&ous pressent?'],yes,yes
4322,typo_insert,is cardiovascular present?,['is carKdiovascular pvresent?'],no,no
4323,typo_insert,what is present?,['whaut is prgesent?'],nervous,no
4324,typo_insert,are flat-topped pink-purple polygonal papule with white lacelike markings referred to as wickham striae?,['are flat - Ktopped pink - puyrple polygonal papule wDith white laceliKke mar+kings referred to as wiuckham striae?'],yes,yes
4325,typo_insert,is nervous present?,['is naervous pres5ent?'],yes,yes
4326,typo_insert,is yo present?,['is yo Hpresent?'],no,no
4327,typo_insert,what does this image show?,['what does thiLs image sqhow?'],brain,shows brain
4328,typo_insert,"does this image show brain, frontal lobe atrophy, pick 's disease?","[""does this image show brwain, frontal loebe atrJophy, picNk ' s diseaYse?""]",yes,yes
4329,typo_insert,"does gaucher cell show brain, frontal lobe atrophy, pick 's disease?","[""does gaucher cell pshow brVain, frontal lobe atrNophy, piYck ' s diLsease?""]",no,no
4330,typo_insert,what is present?,['whaCt is pre!sent?'],nervous,nervous
4331,typo_insert,is nervous present?,['is nPervous preseXnt?'],yes,no
4332,typo_insert,is metastatic carcinoma breast present?,['is metastatic carcinoma brdeast preseTnt?'],no,no
4333,typo_insert,what does this image show?,['wha@t does this imagqe show?'],neural tube defect,close-up of vertebral bodies with obvious lesions
4334,typo_insert,does this image show neural tube defect?,['dloes this image shoNw neural tubce defect?'],yes,yes
4335,typo_insert,what are atrophic and replaced by fibrous tissue?,['wha*t are atropahic and replaced by fi^brous tissue?'],the parenchymal glands,atrophy and replacement by fibrous tissue
4336,typo_insert,are these hormones referred to as wickham striae?,['are these hor&mones referQred to as wickham stria7e?'],no,yes
4337,typo_insert,does atheromatous embolus show neural tube defect?,['does atheromatous emboluos show neural tubRe defkect?'],no,no
4338,typo_insert,what is present?,['whatt is prJesent?'],nervous,joints
4339,typo_insert,is nervous present?,['is nervoAus presPent?'],yes,no
4340,typo_insert,is this lesion present?,['is *this leksion present?'],no,no
4341,typo_insert,what does this image show?,['what doues this Kimage show?'],neural tube defect,thyroid
4342,typo_insert,"does this image show neural tube defect, vertebral bodies?","['duoes this image jshow neuratl tube Idefect, vertebral bodies?']",yes,yes
4343,typo_insert,"does this photo show neural tube defect, vertebral bodies?","['dcoes this photo show aneural tu9be defec3t, vertebral bodies?']",no,yes
4344,typo_insert,what is present?,['wha(t is prsesent?'],nervous,endocrine
4345,typo_insert,is nervous present?,['is nVervous phresent?'],yes,yes
4346,typo_insert,is subcapsular hematoma present?,['is sHubcapsular hemamtoma present?'],no,no
4347,typo_insert,what are confined to superficial layers of the epidermis?,['what are confined to superfWicial layer%s of the eqpidermis?'],immunoglobulin deposits,the lesions
4348,typo_insert,what does this image show?,['what does thxis imajge show?'],brain abscess,brain
4349,typo_insert,does this image show brain abscess?,['doYes this imGage show brain abqscess?'],yes,no
4350,typo_insert,does stillborn macerated show brain abscess?,['does ^stillborn macerated sHhow brEain abscess?'],no,no
4351,typo_insert,what is present?,['wNhat is pKresent?'],nervous,nervous
4352,typo_insert,is nervous present?,['is nervo#us presEent?'],yes,no
4353,typo_insert,is cleft palate present?,['is clteft mpalate present?'],no,no
4354,typo_insert,what does this image show?,['what does th2is image sJhow?'],brain,brain
4355,typo_insert,"does this image show brain, breast cancer metastasis to meninges?","['does this imag0e sh%ow braiLn, breasyt cancer metastasis to meninges?']",yes,yes
4356,typo_insert,"does abdomen show brain, breast cancer metastasis to meninges?","['does abdormen s0how brain, bqreast cancer metastatsis to meninges?']",no,no
4357,typo_insert,what is present?,['wxhat is prese9nt?'],nervous,nervous
4358,typo_insert,what are immunoglobulin deposits confined to?,['w8hat are immu)noglobulin de@posits confined to?'],superficial layers of the epidermis,the epidermis
4359,typo_insert,is nervous present?,['is nervuous presenht?'],yes,no
4360,typo_insert,is soft tissue present?,['is sofet tMissue present?'],no,no
4361,typo_insert,what does this image show?,['what doets thlis image show?'],brain,brain
4362,typo_insert,"does this image show brain, intracerebral hemorrhage?","['does this idmage shFow br8ain, intracerebral hemorrhage?']",yes,yes
4363,typo_insert,"does fibrous meningioma show brain, intracerebral hemorrhage?","['doexs fibrous meningioma show Ubrain, intracerebrnal hemorrhage?']",no,no
4364,typo_insert,what is present?,['whMat is &present?'],nervous,hemorrhage
4365,typo_insert,is nervous present?,['is nervKous pres(ent?'],yes,yes
4366,typo_insert,is cytomegalovirus present?,['is cytomegaloviruns presen7t?'],no,no
4367,typo_insert,what does this image show?,['what does )this i5mage show?'],brain,osteosarcoma
4368,typo_insert,"does this image show brain, cryptococcal meningitis?","['does this imaGge shmow brain, cry)ptococcal meningitis?']",yes,yes
4369,typo_insert,are immunoglobulin deposits confined to superficial layers of the epidermis?,['are immunoglobulin dQeposits confined to Jsuperficial layEers of the epAidermis?'],yes,yes
4370,typo_insert,"does malignant lymphoma show brain, cryptococcal meningitis?","['does malignant lymphoXma sheow brain, cryiptococcal meningitis?']",no,no
4371,typo_insert,what stain?,['what st1ain?'],mucicarmine,acid fast
4372,typo_insert,do mucicarmine stain?,['do mucicarJmine sta2in?'],yes,yes
4373,typo_insert,do spleen stain?,['do 3spleen staiXn?'],no,no
4374,typo_insert,what is present?,['whUat is p9resent?'],nervous,joints
4375,typo_insert,is nervous present?,['is ner4vous p9resent?'],yes,yes
4376,typo_insert,is ameloblastoma present?,['is ameloblastomTa pHresent?'],no,no
4377,typo_insert,where is this?,['_where is tHhis?'],nervous,joints
4378,typo_insert,what does this image show?,['what does thlis imAage show?'],brain,brain
4379,typo_insert,"does this image show brain, cryptococcal meningitis?","['does this Jimage shopw brain, cryptococcal m&eningitis?']",yes,yes
4380,typo_insert,are only a few areas of pale squamous mucosa confined to superficial layers of the epidermis?,['are o0nly a few areas of pale squam*ous mYucosa c6onfined to superficiKal layerWs of the epidermis?'],no,no
4381,typo_insert,"does lymphangiomatosis generalized show brain, cryptococcal meningitis?","['does lymphangiomatosis generaliz4ed kshow brain, cryptococcal hmeningitis?']",no,no
4382,typo_insert,what stain?,['what tstain?'],mucicarmine,brain
4383,typo_insert,do mucicarmine stain?,['do mucicarmiTne sttain?'],yes,yes
4384,typo_insert,do this stain?,['do thqis s4tain?'],no,no
4385,typo_insert,what is present?,['whaft is presenrt?'],nervous,brain
4386,typo_insert,is nervous present?,['is nervou6s dpresent?'],yes,yes
4387,typo_insert,is supernumerary digit present?,['is supernuqmerary digit pre&sent?'],no,no
4388,typo_insert,where is this?,['wher*e is thEis?'],nervous,brain
4389,typo_insert,what does this image show?,['w&hat does this image shoyw?'],brain,brain
4390,typo_insert,"does this image show brain, cryptococcal meningitis?","['dVoes Lthis image show bra1in, cryptococcal meningitis?']",yes,no
4391,typo_insert,what is seen in pemphigus vulgaris?,['whuat is seen in pemphig+us vu7lgaris?'],a typical blister,bullae
4392,typo_insert,"does immunostain for growth hormone show brain, cryptococcal meningitis?","['do1es iTmmunostain for ogrowth hSormone show brain, cryptococcal meningitis?']",no,no
4393,typo_insert,what stain?,['whbat stain?'],mucicarmine,brain
4394,typo_insert,do mucicarmine stain?,['do mucnicarmine staijn?'],yes,yes
4395,typo_insert,do seminoma stain?,['do semin7oma rstain?'],no,no
4396,typo_insert,what is present?,['whaNt is presenDt?'],nervous,brain
4397,typo_insert,is nervous present?,['is nerv(ous p*resent?'],yes,yes
4398,typo_insert,is malaria plasmodium vivax present?,['is malaLria plasmodYium vivax present?'],no,no
4399,typo_insert,where is this?,['wherce is thios?'],nervous,from
4400,typo_insert,what does this image show?,['wbhat does this image shoXw?'],brain,brain
4401,typo_insert,"does this image show brain, old infarcts, embolic?","['edoes this iAmage sh2ow brain, old infarct(s, embolic?']",yes,no
4402,typo_insert,"is a typical blister, which is more superficial than those seen in pemphigus vulgaris shown?","['is a typica1l blisteCr, Kwhich is moare superficial t6han thosde seen in pemphigus vulgaris shown?']",yes,no
4403,typo_insert,"does histoplasmosis show brain, old infarcts, embolic?","['does histoplasmosis show braijn, old infarctUs, emibolic?']",no,no
4404,typo_insert,what is present?,['swhat is preseont?'],nervous,nervous
4405,typo_insert,is nervous present?,['is knervous presen*t?'],yes,yes
4406,typo_insert,is thymus present?,['is thymwus preseBnt?'],no,no
4407,typo_insert,where is this?,['wher!e is tahis?'],nervous,here
4408,typo_insert,what does this image show?,['qwhat d1oes this image show?'],brain,brain
4409,typo_insert,"does this image show brain, old infarcts, embolic?","['Bdoes Kthis 7image s8how brain, old infarcts, embolic?']",yes,no
4410,typo_insert,"does tumor show brain, old infarcts, embolic?","['doe&s tu*mor show brain, old infarcts, emboluic?']",no,no
4411,typo_insert,what is present?,['rwhat is presenRt?'],nervous,brain
4412,typo_insert,is nervous present?,['is nervou$s p0resent?'],yes,yes
4413,typo_insert,is four-chamber dilation and hypertrophy seen in pemphigus vulgaris?,['is four - chaember dilation and hCypertrophy yseen in pemphigu$s vulgaris?'],no,no
4414,typo_insert,is miliary tuberculosis present?,['is miliary tuberculRosis presqent?'],no,no
4415,typo_insert,where is this?,['w#here is Pthis?'],nervous,not present
4416,typo_insert,what does this image show?,['Lwhat does (this image show?'],brain,brain
4417,typo_insert,"does this image show brain, old infarcts, embolic?","['does t@his imagge 9show brain, old inf6arcts, embolic?']",yes,no
4418,typo_insert,"does cachexia show brain, old infarcts, embolic?","['does cachexia shoBw brain, old iJnfarcts, lembolic?']",no,no
4419,typo_insert,what is present?,['wjhat is presenot?'],nervous,brain
4420,typo_insert,is nervous present?,['is nervIous p4resent?'],yes,yes
4421,typo_insert,is cm present?,['is cm pr!esent?'],no,no
4422,typo_insert,where is this?,['wIhere is t(his?'],nervous,chromosomal abnormality
4423,typo_insert,"why does this image show brain, infarct?","['why does this ivmage s0how braikn, infarct?']",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery,due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery
4424,typo_insert,what is composed of melanocytes that lose pigmentation and become smaller and more dispersed as they extend into the dermis-all signs that speak to the benign nature of the proliferation?,['wwhat is Acomposed of melanocytes that l+ose pigmentation and become smaller and more dispersaed as they ext2end into the deBrmis - all Asigns thOat speak to the benign natqure of the prolifer1ation?'],the nevus,the tumor
4425,typo_insert,what does this image show?,['what does thIis image shtow?'],brain,brain
4426,typo_insert,"does this image show brain, infarct due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery?","['Gdoes this image show brain, infarct due to rupztured saccuZlar aTneurysm and thrombosis of ri%ght middle cecrebral artery?']",yes,yes
4427,typo_insert,what is present?,['8what is presSent?'],nervous,nervous
4428,typo_insert,is nervous present?,['is (nervous p)resent?'],yes,yes
4429,typo_insert,where is this?,['wherAe is Tthis?'],nervous,brain
4430,typo_insert,what does this image show?,['what does th!is +image show?'],brain,brain
4431,typo_insert,"does this image show brain, microthrombi, thrombotic thrombocytopenic purpura?","['@does this image show @brain, 4microthrombi, thrombotic throumbocytopenic purpura?']",yes,yes
4432,typo_insert,what is present?,['whyat is p8resent?'],nervous,nervous
4433,typo_insert,is nervous present?,['is nervo3us pfresent?'],yes,no
4434,typo_insert,is cranial artery present?,['is cranEial arte0ry present?'],no,no
4435,typo_insert,what is a nevus composed of?,['whDat is a nevRus compoFsed of?'],melanocytes,dermal papillae
4436,typo_insert,where is this?,['wh8ere is tShis?'],nervous,brain
4437,typo_insert,what does this image show?,['what does 4this image sh3ow?'],neural tube defect,brain
4438,typo_insert,"does this image show neural tube defect, meningomyelocele?","['does thizs image show n2eural tube defe$ct, meningomyelocele?']",yes,yes
4439,typo_insert,"does cut show neural tube defect, meningomyelocele?","['dowes cut show ne#ural tube defect, meningoMmyelocele?']",no,no
4440,typo_insert,what is present?,['whFat is presen&t?'],nervous,no
4441,typo_insert,is nervous present?,['is nqervous prese1nt?'],yes,yes
4442,typo_insert,is yellow color present?,['is yellow col5or vpresent?'],no,no
4443,typo_insert,where is this?,['wh7ere is tthis?'],nervous,nervous
4444,typo_insert,what does this image show?,['2what does this image s1how?'],neural tube defect,adrenal
4445,typo_insert,"does this image show neural tube defect, meningomyelocele?","['does thi9s image show nehural tubde defect, meningomyelocele?']",yes,yes
4446,typo_insert,is the embolus composed of hematopoietic marrow and marrow fat cells attached to a thrombus?,['is the embolu_s ccomposed of hematopoietic mar%row and m2arrow fat cells attached to a t2hrombus?'],yes,no
4447,typo_insert,how are the parenchymal glands?,['how are the parenc)hymal glannds?'],atrophic and replaced by fibrous tissue,disordered
4448,typo_insert,is a nevus composed of melanocytes that lose pigmentation and become smaller and more dispersed as they extend into the dermis-all signs that speak to the benign nature of the proliferation?,['is a nevus composed of melanocytes that loese pigmentatYion and be$come smaller and more dispersed as ethey Rextend i2nto the derNmis - all signcs that speak to the bUenign nature of the prolbiferation?'],yes,yes
4449,typo_insert,"does retroperitoneal liposarcoma show neural tube defect, meningomyelocele?","['doees retroperitoneal liposarcoma shoMw nVeural tube defect, meningomyelocele?']",no,no
4450,typo_insert,what is present?,['wvhat is presHent?'],nervous,endocrine
4451,typo_insert,is nervous present?,['is nerwvous p&resent?'],yes,yes
4452,typo_insert,is choanal patency present?,['is choanal p3atency presen9t?'],no,no
4453,typo_insert,where is this?,['wher(e is thYis?'],nervous,here
4454,typo_insert,what does this image show?,['whaRt does this image shoTw?'],brain,lung
4455,typo_insert,"does this image show brain, cryptococcal meningitis?","['d%oes (this image show braiLn, cryptococcal meningitis?']",yes,no
4456,typo_insert,"does medial aspect show brain, cryptococcal meningitis?","['doeos medial asNpect shoTw brain, cryptococcal meningitis?']",no,no
4457,typo_insert,what is present?,['qwhat is pruesent?'],nervous,oral
4458,typo_insert,is nervous present?,['is nervoFus presen8t?'],yes,no
4459,typo_insert,is the photomicrograph of pheochromocytoma composed of melanocytes that lose pigmentation and become smaller and more dispersed as they extend into the dermis-all signs that speak to the benign nature of the proliferation?,['is the phogtomicrograph of pheochromocytomoa composed of melanbocytes that lose pigmentation and become smaller and morGe disFpersed as they bextend into the dermis - all s1igns dthat speak to the benign natxure of the proli8feration?'],no,no
4460,typo_insert,is candida in peripheral blood present?,['is candidoa in periphezral blood pr(esent?'],no,no
4461,typo_insert,where is this?,['wxhere is )this?'],nervous,oral
4462,typo_insert,what does this image show?,['wehat !does this image show?'],brain,brain
4463,typo_insert,"does this image show brain, toxoplasma encephalitis?","['Rdoes this image show brain, ltoxoplasma encOephalitis?']",yes,yes
4464,typo_insert,"does cyst show brain, toxoplasma encephalitis?","['Sdoes cyst shUow brain, teoxoplasma encephalitis?']",no,no
4465,typo_insert,what is present?,['whsat is presenMt?'],nervous,brain
4466,typo_insert,is nervous present?,['is nervoKus !present?'],yes,no
4467,typo_insert,is this fixed tissue present?,['is thias fixed t6issue present?'],no,no
4468,typo_insert,where is this?,['whe5re is 4this?'],nervous,brain
4469,typo_insert,what does this image show?,[')what does t)his image show?'],brain,brain
4470,typo_insert,what is there in the septal walls and around the bronchiole?,['wha_t is there in the sTeptal w@alls and around the brongchiole?'],presence of abundant coarse black carbon pigment bronchiole,necrotic debris
4471,typo_insert,"does this image show brain, herpes encephalitis, perivascular cuffing?","['d9oes this image show Ibrain, herpes encephaliKtis, p^erivascular cuffing?']",yes,yes
4472,typo_insert,"does heart show brain, herpes encephalitis, perivascular cuffing?","['dSoes hearCt Bshow brain, iherpes encephalitis, perivascular cuffing?']",no,no
4473,typo_insert,what is present?,['wnhat is prNesent?'],nervous,nervous
4474,typo_insert,is nervous present?,['is niervous vpresent?'],yes,yes
4475,typo_insert,is embryo-fetus present?,['is embryo - feCtus pr+esent?'],no,no
4476,typo_insert,what does this image show?,['what dwoes this image qshow?'],brain,brain
4477,typo_insert,"does this image show brain, herpes inclusion bodies?","['does t6his image sho1w brain, herpes inclusion bo3dies?']",yes,yes
4478,typo_insert,"does hematologic show brain, herpes inclusion bodies?","['doLes hemBatologic show brain, herpes inclusivon bodies?']",no,no
4479,typo_insert,what is present?,['wehat is pOresent?'],nervous,nervous
4480,typo_insert,is nervous present?,['is nerrvous Rpresent?'],yes,yes
4481,typo_insert,where is presence of abundant coarse black carbon pigment?,['where is presence of abmundant coarse black carbogn p_igment?'],in the septal walls and around the bronchiole,in the centre of the field
4482,typo_insert,is pus in test tube present?,['is pus in tTest tubbe presenSt?'],no,no
4483,typo_insert,why does this image show spinal cord injury?,['why d)oes tmhis image show spinal cord injTury?'],due to vertebral column trauma,due to vertebral column trauma
4484,typo_insert,what does this image show?,['what dKoes this imPage show?'],spinal cord injury due to vertebral column trauma,spinal cord injury due to vertebral column trauma
4485,typo_insert,"does this image show spinal cord injury due to vertebral column trauma, demyelination?","['*does this image show spinal cVord $injury due to vertebral coluvmn traSuma, demyelination?']",yes,yes
4486,typo_insert,"does small intestine show spinal cord injury due to vertebral column trauma, demyelination?","['doLes small intestdine show spinal ccord in^jury due to vertebral column tGrauma, demyelination?']",no,no
4487,typo_insert,what is present?,['w#hat is preGsent?'],nervous,nervous
4488,typo_insert,is nervous present?,['is nervoous preseMnt?'],yes,yes
4489,typo_insert,is atrophy secondary to pituitectomy present?,['is a^trophy seco%ndary to pituitectomy pBresent?'],no,no
4490,typo_insert,why does this image show spinal cord injury?,['why does this image shZow spUinal cohrd injury?'],due to vertebral column trauma,due to vertebral column trauma
4491,typo_insert,what does this image show?,['what Jdoes this imaege show?'],spinal cord injury due to vertebral column trauma,spinal cord injury due to vertebral column trauma
4492,typo_insert,is there presence of abundant coarse black carbon pigment in the septal walls and around the bronchiole?,['is therje presence of abundant coarse b2lack carbon pigmenct in the sept+al wal+ls and laround the bronchiole?'],yes,yes
4493,typo_insert,"does this image show spinal cord injury due to vertebral column trauma, demyelination?","['hdoes th^is image show spinal cord injuGry due to vertebral column tkrauma, demylelination?']",yes,yes
4494,typo_insert,"does soft tissue show spinal cord injury due to vertebral column trauma, demyelination?","['does soLft tiNssue show spinal cord ginjury due to vertebral columFn trauma, demyelicnation?']",no,no
4495,typo_insert,what is present?,['wqhat is bpresent?'],nervous,nervous
4496,typo_insert,is nervous present?,['is nerxvous presenut?'],yes,yes
