"ID","model_dir","question","correct_answer","model_output"
"8316","checkpoint-5000","does the cytoplasm show granulation tissue and gliosis?","no","no"
"8317","checkpoint-5000","what does this image show?","normal lung","spleen"
"8318","checkpoint-5000","what does this image show?","dentinogenesis imperfecta","severe dental decay"
"8319","checkpoint-5000","where is this part in?","spleen","spleen"
"8320","checkpoint-5000","what does this image show?","heart","heart"
"8321","checkpoint-5000","is cardiovascular present?","yes","yes"
"8322","checkpoint-5000","what does this image show?","normal pancreas","stomach"
"8323","checkpoint-5000","does this image show x-ray sternum healing fracture 15 days?","yes","yes"
"8324","checkpoint-5000","does sectioned surface of the sac show thick wall coated internally by brownish, tan and necrotic material which is organised blood clot arrow?","yes","yes"
"8325","checkpoint-5000","is the embolus composed of hematopoietic marrow and marrow fat cells attached to a thrombus?","yes","yes"
"8326","checkpoint-5000","is cardiovascular present?","yes","yes"
"8327","checkpoint-5000","where is this?","urinary","urinary"
"8328","checkpoint-5000","is oral present?","yes","yes"
"8329","checkpoint-5000","what does this image show?","patient before surgery lesion in clavicle","back"
"8330","checkpoint-5000","does this image show mesentery with involved nodes?","yes","yes"
"8331","checkpoint-5000","is tuberculous peritonitis present?","no","yes"
"8332","checkpoint-5000","is lymph node present?","yes","yes"
"8333","checkpoint-5000","what is associated with chronic alcohol use?","hepatoctye injury in fatty liver disease","liver fibrosis"
"8334","checkpoint-5000","is side present?","no","no"
"8335","checkpoint-5000","does this image show rabbit lesion with foam cell immediately beneath endothelium?","yes","yes"
"8336","checkpoint-5000","what is present?","gastrointestinal","gastrointestinal"
"8337","checkpoint-5000","is opened muscle present?","no","no"
"8338","checkpoint-5000","does this image show postmortangiogram with apparent lesions in proximal right coronary?","yes","yes"
"8339","checkpoint-5000","what does this image show?","cut surfaces of both adrenals focal hemorrhagic infarction well shown do not know history looks like placental abruption","fixed tissue"
"8340","checkpoint-5000","what is present?","gastrointestinal","gastrointestinal"
"8341","checkpoint-5000","what is largely extending into soft tissues including the skeletal muscle?","tumour","the tumour"
"8342","checkpoint-5000","does this image show but not good color petechiae and purpura case of stcell leukemia?","yes","yes"
"8343","checkpoint-5000","where is this part in the figure?","endocrine system","endocrine system"
"8344","checkpoint-5000","is supernumerary digits present?","yes","yes"
"8345","checkpoint-5000","does this image show spinal cord injury due to vertebral column trauma, demyelination?","yes","yes"
"8346","checkpoint-5000","what does this image show?","tracheotomy site","brain"
"8347","checkpoint-5000","do acid stain stain numerous acid fast bacilli very good slide?","yes","yes"
"8348","checkpoint-5000","where does this belong to?","endocrine system","endocrine system"
"8349","checkpoint-5000","what is present?","thecoma","female reproductive"
"8350","checkpoint-5000","does appendix show chronic osteomyelitis?","no","no"
"8351","checkpoint-5000","is aorta present?","no","yes"
"8352","checkpoint-5000","is cut edge of mesentery present?","no","no"
"8353","checkpoint-5000","what is present?","vasculature","cardiovascular"
"8354","checkpoint-5000","what is present?","cardiovascular","cardiovascular"
"8355","checkpoint-5000","is there hyperkeratosis, focal hypergranulosis and irregular acanthosis with elongated saw-toothed rete ridges?","yes","yes"
"8356","checkpoint-5000","does chronic lymphocytic leukemia show gemination?","no","no"
"8357","checkpoint-5000","what is present?","respiratory","respiratory"
"8358","checkpoint-5000","what is present?","cardiovascular","cardiovascular"
"8359","checkpoint-5000","what does this image show?","kidney","kidney"
"8360","checkpoint-5000","what is present?","liver","gastrointestinal"
"8361","checkpoint-5000","is herpes simplex present?","yes","no"
"8362","checkpoint-5000","is mesothelioma present?","no","no"
"8363","checkpoint-5000","is cardiovascular present?","yes","yes"
"8364","checkpoint-5000","does surface show photo of whole body showing head laterally with no chin?","no","no"
"8365","checkpoint-5000","does abdomen show colon, villous polyp and adenocarcinoma?","no","no"
"8366","checkpoint-5000","is female reproductive present?","yes","yes"
"8367","checkpoint-5000","what does this image show?","mostly head in photo gory edema","face"
"8368","checkpoint-5000","is urinary present?","yes","yes"
"8369","checkpoint-5000","what does this image show?","rather good view of mesentery with typical large nodes case which may have been a t-cell lymphoma","adrenal gland"
"8370","checkpoint-5000","is spleen present?","yes","yes"
"8371","checkpoint-5000","what does gomori methenamine-silver (gms) stain show?","septate hyphae with acute-angle branching","black, branching filaments"
"8372","checkpoint-5000","what intervening tumor tissue very good?","nodular parenchyma and dense","stomach"
"8373","checkpoint-5000","is gms present?","no","no"
"8374","checkpoint-5000","what is present?","breast","female reproductive"
"8375","checkpoint-5000","what is cut surface with multiple small infiltrates that simulate granulomata diagnosed?","as reticulum cell sarcoma","tuberculosis"
"8376","checkpoint-5000","what does this image show?","spleen","spleen"
"8377","checkpoint-5000","is a mallory-denk body hemorrhagic?","no","no"
"8378","checkpoint-5000","what is present?","acute myelogenous leukemia","blood"
"8379","checkpoint-5000","where is this?","urinary","urinary"
"8380","checkpoint-5000","what is present?","endocrine","spleen"
"8381","checkpoint-5000","what does the skin surface on the sole of the foot show?","a fungating and ulcerated growth","a large ulcerated area with necrotic tissue and haemorrhage"
"8382","checkpoint-5000","does this image show ductopenia?","yes","yes"
"8383","checkpoint-5000","are normal media for comparison separated by edema fluid?","no","no"
"8384","checkpoint-5000","what is present?","odontoid process subluxation with narrowing of foramen magnum","bone"
"8385","checkpoint-5000","what is present?","basilar skull fracture","brain"
"8386","checkpoint-5000","does this image show gout?","yes","yes"
"8387","checkpoint-5000","does this fixed tissue show ureteral stricture?","no","yes"
"8388","checkpoint-5000","what is present?","cardiovascular","cardiovascular"
"8389","checkpoint-5000","does the necrosed area on right side of the field show a cystic space containing cell debris, while the surrounding zone shows granulation tissue and gliosis?","yes","yes"
"8390","checkpoint-5000","what is seen in pemphigus vulgaris?","a typical blister","bullous lesions"
"8391","checkpoint-5000","what does this image show?","sagittal section of atlas vertebra and occipital bone foramen magnum stenosis case 31","femoral head"
"8392","checkpoint-5000","what is present?","cardiovascular","cardiovascular"
"8393","checkpoint-5000","does yo show renal papillary necrosis, diabetes mellitus dm?","no","no"
"8394","checkpoint-5000","does this image show colon biopsy, cryptosporidia?","yes","yes"
"8395","checkpoint-5000","does this image show brain abscess?","yes","yes"
"8396","checkpoint-5000","does this image show cut surface with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma?","yes","yes"
"8397","checkpoint-5000","what does this image show?","heart","normal pancreas"
"8398","checkpoint-5000","what is present?","esophagus","gastrointestinal"
"8399","checkpoint-5000","does this image show nice new bone formation tumor difficult to see?","yes","yes"
"8400","checkpoint-5000","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","yes"
"8401","checkpoint-5000","is hematologic present?","yes","yes"
"8402","checkpoint-5000","is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?","no","no"
"8403","checkpoint-5000","is oral present?","yes","yes"
"8404","checkpoint-5000","does this image show uterus, leiomyoma?","yes","yes"
"8405","checkpoint-5000","is lower chest and abdomen anterior present?","no","no"
"8406","checkpoint-5000","what does this image show?","kidney","adrenal gland"
"8407","checkpoint-5000","when does this image show a photo taken?","during life large lesion","after birth"
"8408","checkpoint-5000","is hepatobiliary present?","yes","yes"
"8409","checkpoint-5000","what is present?","lip","face"
"8410","checkpoint-5000","what does this image show?","typical cells","brain"
"8411","checkpoint-5000","is metastatic neuroblastoma present?","yes","no"
"8412","checkpoint-5000","is oral present?","yes","yes"
"8413","checkpoint-5000","what is present?","larynx","joints"
"8414","checkpoint-5000","does example show kidney transplant rejection?","no","no"
"8415","checkpoint-5000","is alpha smooth muscle actin immunohistochemical present?","no","no"
"8416","checkpoint-5000","what is present?","fracture","female reproductive"
"8417","checkpoint-5000","does pituitary show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","no"
"8418","checkpoint-5000","is subdiaphragmatic abscess present?","no","no"
"8419","checkpoint-5000","is hematologic present?","yes","yes"
"8420","checkpoint-5000","what does this image show?","spinal cord injury due to vertebral column trauma","brain"
"8421","checkpoint-5000","is gastrointestinal present?","yes","yes"
"8422","checkpoint-5000","is lymph node present?","yes","yes"
"8423","checkpoint-5000","what does this image show?","lungs","heart and lungs"
"8424","checkpoint-5000","is peritoneum present?","yes","no"
"8425","checkpoint-5000","what does this image show?","chagas disease","colon"
"8426","checkpoint-5000","what is present?","cardiovascular","cardiovascular"
"8427","checkpoint-5000","what is present?","vasculature","cardiovascular"
"8428","checkpoint-5000","what is present?","bone, calvarium","cardiovascular"
"8429","checkpoint-5000","what does this image show?","thromboembolus from leg veins in pulmonary artery","heart"
"8430","checkpoint-5000","what is present?","liver","spleen"
"8431","checkpoint-5000","is cardiovascular present?","yes","yes"
"8432","checkpoint-5000","what is present?","hematologic","spleen"
"8433","checkpoint-5000","what is present?","hematologic","spleen"
"8434","checkpoint-5000","is odontoid process subluxation with narrowing of foramen magnum present?","no","no"
"8435","checkpoint-5000","how does the upper dermis show a band-like mononuclear infiltrate?","with a sharply-demarcated lower border","with karyorrhexis and karyolysis"
"8436","checkpoint-5000","how is nodular parenchyma and dense intervening tumor tissue very?","good","close"
"8437","checkpoint-5000","what shown very thin skull eggshell type?","fracture line","skull"
"8438","checkpoint-5000","does excellent example show osteoblastoma?","no","no"
"8439","checkpoint-5000","does this image show uterus, fallopian tubes, ovaries ; normal?","yes","no"
"8440","checkpoint-5000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","coronary artery with atherosclerosis"
"8441","checkpoint-5000","is adrenal present?","yes","yes"
"8442","checkpoint-5000","is female reproductive present?","yes","yes"
"8443","checkpoint-5000","what was reticulum cell sarcoma?","diagnosis","yes"
"8444","checkpoint-5000","is hand present?","yes","yes"
"8445","checkpoint-5000","what is present?","hepatobiliary","spleen"
"8446","checkpoint-5000","is hours present?","no","no"
"8447","checkpoint-5000","is liver present?","yes","yes"
"8448","checkpoint-5000","what does this image show?","lung","pleomorphic lymphocytes"
"8449","checkpoint-5000","is cardiovascular present?","yes","yes"
"8450","checkpoint-5000","what is present?","hepatobiliary","lymph node"
"8451","checkpoint-5000","are normal non-activated platelet, having open canalicular system and the cytoplasmic organelles bizarre atypical squamous cells but the border between the epidermis and dermis is intact ie?","no","no invasion"
"8452","checkpoint-5000","what is present?","endocrine","female reproductive"
"8453","checkpoint-5000","do this stain?","no","yes"
"8454","checkpoint-5000","what is present?","liver","gastrointestinal"
"8455","checkpoint-5000","where is this?","oral","oral"
"8456","checkpoint-5000","what is present?","cardiovascular","breast"
"8457","checkpoint-5000","are the centres of whorls of smooth muscle and connective tissue formed again?","no","yes"
"8458","checkpoint-5000","what does this image show?","brain","brain"
"8459","checkpoint-5000","what shows opened chest with two hearts?","chest and abdomen slide","heart"
"8460","checkpoint-5000","is malignant thymoma present?","yes","yes"
"8461","checkpoint-5000","does this image show brain, encephalomalacia?","yes","yes"
"8462","checkpoint-5000","does lateral view show squamous cell carcinoma, lip?","no","no"
"8463","checkpoint-5000","is hemorrhage associated with placental abruption present?","no","no"
"8464","checkpoint-5000","what is present?","abdomen","female reproductive"
"8465","checkpoint-5000","is this fixed tissue present?","no","yes"
"8466","checkpoint-5000","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"8467","checkpoint-5000","is chromophobe adenoma present?","yes","no"
"8468","checkpoint-5000","does this image show body with extensive ecchymoses and desquamation?","yes","yes"
"8469","checkpoint-5000","is nervous present?","yes","yes"
"8470","checkpoint-5000","is no tissue recognizable as ovary present?","no","yes"
"8471","checkpoint-5000","is subacute endocarditis intact?","no","no"
"8472","checkpoint-5000","is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","no","yes"
"8473","checkpoint-5000","does this image show cut surface showing very thickened capsule with focal calcification very good close-up photo?","yes","yes"
"8474","checkpoint-5000","what is present?","uterus","female reproductive"
"8475","checkpoint-5000","what does this image show?","rabies","brain"
"8476","checkpoint-5000","is this good yellow color slide present?","no","no"
"8477","checkpoint-5000","does acute rheumatic mitral valvulitis result for the all shown in the figure?","no","yes"
"8478","checkpoint-5000","is abdomen present?","yes","yes"
"8479","checkpoint-5000","is liver present?","yes","yes"
"8480","checkpoint-5000","what include acanthosis, hyperkeratosis, and cytoplasmic vacuolization (koilocytosis, center)?","histopathologic features of condyloma acuminatum","histologic features"
"8481","checkpoint-5000","where does this belong to?","endocrine system","female reproductive system"
"8482","checkpoint-5000","what does this image show?","chronic osteomyelitis","x-ray of tooth with large filling material"
"8483","checkpoint-5000","is mesothelioma present?","no","no"
"8484","checkpoint-5000","are various types of epithelial cells seen in normal pap smear?","yes","yes"
"8485","checkpoint-5000","what is present?","sarcoidosis","gastrointestinal"
"8486","checkpoint-5000","what does this image show?","lung","brain"
"8487","checkpoint-5000","is thymus present?","no","yes"
"8488","checkpoint-5000","does this image show normal lung?","yes","yes"
"8489","checkpoint-5000","does this image show liver, macronodular cirrhosis, hcv - transjugular intrahepatic portocaval shunt tips?","yes","yes"
"8490","checkpoint-5000","is cardiovascular present?","yes","yes"
"8491","checkpoint-5000","what is present?","metastatic carcinoma","female reproductive"
"8492","checkpoint-5000","does mycobacterium avium infection in a duodenal biopsy from a patient with aids show central granular caseation surrounded by epithelioid and multinucleate giant cells?","no","yes"
"8493","checkpoint-5000","where is this?","skin","skin"
"8494","checkpoint-5000","does the margin of the colony show bright fibres of silica?","no","no"
"8495","checkpoint-5000","is cardiovascular present?","yes","yes"
"8496","checkpoint-5000","is rocky mountain present?","no","no"
"8497","checkpoint-5000","what is present?","oral","gastrointestinal"
"8498","checkpoint-5000","is spleen present?","yes","yes"
"8499","checkpoint-5000","what does this image show?","shows lesion quite well in opened larynx","opened uterus with tumor in cervical canal"
"8500","checkpoint-5000","does lesion show pancreatic fat necrosis?","no","no"
"8501","checkpoint-5000","what does this image show?","nodes at tail of pancreas massively replaced by metastatic lung carcinoma","fixed tissue opened uterus with multiple myomas"
"8502","checkpoint-5000","is endocervical polyp present?","no","no"
"8503","checkpoint-5000","is metastatic lung carcinoma present?","no","no"
"8504","checkpoint-5000","what does this image show?","fibrocaseous mass of tissue","fixed tissue cut surface of tumor"
"8505","checkpoint-5000","what does this image show?","tetracycline induced discoloration","tooth"
"8506","checkpoint-5000","where is this part in?","spleen","spleen"
"8507","checkpoint-5000","what is present?","calculi","joints"
"8508","checkpoint-5000","has the alveolar spaces and blood vessels produced extensive discoloration?","no","no"
"8509","checkpoint-5000","where does this belong to?","gastrointestinal system","gastrointestinal system"
"8510","checkpoint-5000","what is present?","liver","liver"
"8511","checkpoint-5000","does granulomata slide show saphenous vein graft sclerosis?","no","no"
"8512","checkpoint-5000","is hematologic present?","yes","yes"
"8513","checkpoint-5000","is simian crease present?","no","no"
"8514","checkpoint-5000","what stain?","normal uterus, alpha smooth muscle actin immunohistochemical","colon"
"8515","checkpoint-5000","where is this part in?","thymus","abdomen"
"8516","checkpoint-5000","what does this image show?","lung","lung"
"8517","checkpoint-5000","does this image show lymphocytic infiltration in perinodal fat?","yes","yes"
"8518","checkpoint-5000","is diagnosis present?","no","yes"
"8519","checkpoint-5000","what are present?","extremities","extremities"
"8520","checkpoint-5000","what serves to couple the cell membrane to extracellular matrix proteins such as laminin-2 and the intracellular cytoskeleton?","the complex of glycoproteins","integrins"
"8521","checkpoint-5000","what does this image show?","kidney glomerulus","kidney glomerulus"
"8522","checkpoint-5000","does this image show skin, kaposis 's sarcoma?","yes","yes"
"8523","checkpoint-5000","what is present?","six digits and syndactyly","extremities"
"8524","checkpoint-5000","does this image show anterior view of whole body?","yes","yes"
"8525","checkpoint-5000","has hemorrhage of subcutaneous vessels produced extensive discoloration?","yes","yes"
"8526","checkpoint-5000","is mixed mesodermal tumor present?","yes","no"
"8527","checkpoint-5000","is endocrine present?","yes","yes"
"8528","checkpoint-5000","is lesion of myocytolysis present?","no","no"
"8529","checkpoint-5000","are eticulocytes in blood composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?","no","no"
"8530","checkpoint-5000","what is quite obvious?","this typical thecoma with yellow foci","the cystic change"
"8531","checkpoint-5000","what is present?","nervous","nervous"
"8532","checkpoint-5000","where does this belong to?","gastrointestinal system","gastrointestinal system"
"8533","checkpoint-5000","are extremities present?","yes","yes"
"8534","checkpoint-5000","is plaque rupture without on the lower right in this apical four-chamber view of the heart?","no","no"
"8535","checkpoint-5000","is miliary tuberculosis present?","no","yes"
"8536","checkpoint-5000","how has the pancreas been sectioned?","longitudinally","to show the cystic change in the head of the pancreas"
"8537","checkpoint-5000","what are confined to all the layers of the mucosa but the basement membrane on which these layers rest is intact?","atypical dysplastic squamous cells","the tumour cells"
"8538","checkpoint-5000","is atherosclerosis present?","no","no"
"8539","checkpoint-5000","is there marked left atrial dilation as seen from above the valve?","yes","yes"
"8540","checkpoint-5000","how is hemosiderosis caused by blood transfusions?","numerous","due to iron overload"
"8541","checkpoint-5000","does this image show thyroid, goiter?","yes","yes"
"8542","checkpoint-5000","what is present?","placenta","female reproductive"
"8543","checkpoint-5000","what is present?","spleen","female reproductive"
"8544","checkpoint-5000","what does cut section of matted mass of lymph nodes show?","merging capsules and large areas of caseation necrosis","multiple nodes"
"8545","checkpoint-5000","what does both adrenals external views focal hemorrhages do not know history look?","like placental abruption","appear to be due to shock"
"8546","checkpoint-5000","what are common in india?","thalassaemia and hbd disorders","the most common type of malaria"
"8547","checkpoint-5000","is breast present?","no","no"
"8548","checkpoint-5000","what is present?","testicle","gastrointestinal"
"8549","checkpoint-5000","where is this?","oral","skin"
"8550","checkpoint-5000","where is this?","oral","female reproductive system"
"8551","checkpoint-5000","does the immediate reaction have virtually immobilized the fingers, creating a clawlike flexion deformity?","no","yes"
"8552","checkpoint-5000","is aorta present?","yes","no"
"8553","checkpoint-5000","is thymus present?","yes","yes"
"8554","checkpoint-5000","what is present?","malignant thymoma","female reproductive"
"8555","checkpoint-5000","does chromophobe adenoma show normal brain?","no","no"
"8556","checkpoint-5000","what is present?","liver","lung"
"8557","checkpoint-5000","what are present?","extremities","extremities"
"8558","checkpoint-5000","where is this?","heart","oral"
"8559","checkpoint-5000","is line of demarcation between gangrenous segment and the viable bowel not clear-cut?","yes","no"
"8560","checkpoint-5000","what is present?","vasculature","vasculature"
"8561","checkpoint-5000","did miliary spread to lungs, liver, spleen, kidneys and brain?","yes","yes"
"8562","checkpoint-5000","how is histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated?","with mononuclear infiltrates","with inflammatory cells"
"8563","checkpoint-5000","is acute monocytic leukemia present?","no","no"
"8564","checkpoint-5000","is gastrointestinal present?","yes","yes"
"8565","checkpoint-5000","is myocardium present?","no","yes"
"8566","checkpoint-5000","what is present?","gastrointestinal","gastrointestinal"
"8567","checkpoint-5000","where is this?","oral","oral"
"8568","checkpoint-5000","is anomalous origin present?","no","no"
"8569","checkpoint-5000","what is present?","oral","oral"
"8570","checkpoint-5000","is this image shows wrights typical present?","no","no"
"8571","checkpoint-5000","what is present?","urinary","female reproductive"
"8572","checkpoint-5000","what is present?","abdomen","female reproductive"
"8573","checkpoint-5000","what does this image show?","breast","pancreatic fat necrosis"
"8574","checkpoint-5000","what is present?","hand","extremities"
"8575","checkpoint-5000","does this image show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?","yes","yes"
"8576","checkpoint-5000","what is present?","bone marrow","blood"
"8577","checkpoint-5000","is liver present?","yes","yes"
"8578","checkpoint-5000","what is present?","vasculature","female reproductive"
"8579","checkpoint-5000","where is this?","vasculature","female reproductive system"
"8580","checkpoint-5000","why does this image show esophogus, varices portal hypertension?","due to cirrhosis hcv","due to alcoholic cirrhosis"
"8581","checkpoint-5000","what does this image show?","primary biliary cirrhosis","lymph nodes"
"8582","checkpoint-5000","where is this from?","gastrointestinal system","gastrointestinal system"
"8583","checkpoint-5000","what are bradyzoites present as?","pseudocyst","large, brown, spherical inclusions"
"8584","checkpoint-5000","is peritoneum present?","yes","no"
"8585","checkpoint-5000","is focal hemorrhagic infarction well shown present?","no","no"
"8586","checkpoint-5000","is notochord present?","no","no"
"8587","checkpoint-5000","what is present?","endocrine","cardiovascular"
"8588","checkpoint-5000","what is present?","lymph node","gastrointestinal"
"8589","checkpoint-5000","does normal show kidney, hemochromatosis, prussian blue?","no","no"
"8590","checkpoint-5000","is previous slide from this case present?","no","no"
"8591","checkpoint-5000","where is this?","skin","lung"
"8592","checkpoint-5000","does this image show posterior view to show open cord?","yes","yes"
"8593","checkpoint-5000","how does this image show postmortangiogram?","with apparent lesions in proximal right coronary","with typical calcification"
"8594","checkpoint-5000","what is present?","acute myelogenous leukemia","spleen"
"8595","checkpoint-5000","what does this image show?","adrenal","spleen"
"8596","checkpoint-5000","is peritoneal fluid present?","no","no"
"8597","checkpoint-5000","what is present?","brain","cardiovascular"
"8598","checkpoint-5000","how does child have disease?","polycystic","conjoined at head with one lung"
"8599","checkpoint-5000","is a mallory-denk body present in another hepatocyte?","yes","no"
"8600","checkpoint-5000","does fibrinous peritonitis show ruptured saccular aneurysm right middle cerebral artery?","no","no"
"8601","checkpoint-5000","is soft tissue present?","yes","yes"
"8602","checkpoint-5000","is muscle atrophy present?","no","no"
"8603","checkpoint-5000","is respiratory present?","yes","yes"
"8604","checkpoint-5000","what is heavier?","heart","right"
"8605","checkpoint-5000","what is present?","hematologic","brain"
"8606","checkpoint-5000","what does the basal layer show?","liquefactive degeneration","numerous mitotic figures"
"8607","checkpoint-5000","what is present?","cardiovascular","cardiovascular"
"8608","checkpoint-5000","what does this image show?","granulomas","pancreatic fat necrosis"
"8609","checkpoint-5000","is lymphangiomatosis generalized present?","no","no"
"8610","checkpoint-5000","what are evident?","elongated cocci in pairs and short chains (streptococcus pneumoniae) and a neutrophil","numerous"
"8611","checkpoint-5000","what is the osteoporotic vertebral body shorten by?","compression fractures","compression fracture"
"8612","checkpoint-5000","is sugar coated present?","yes","no"
"8613","checkpoint-5000","is view of head with scalp present?","no","no"
"8614","checkpoint-5000","what do not know history looks like placental abruption?","focal hemorrhages","fixed tissue"
"8615","checkpoint-5000","what is present?","eye","eye"
"8616","checkpoint-5000","what does this image show?","excellent example of gangrene of the first four toes","excellent example of gangrene of toes and fingers"
"8617","checkpoint-5000","what is present?","cyclops","face"
"8618","checkpoint-5000","what does this image show?","excellent example of submucosal","uterus with large myoma"
"8619","checkpoint-5000","is a nucleolar pattern typical of antibodies against nucleolar proteins?","yes","yes"
"8620","checkpoint-5000","is scanty connective tissue stroma seen between the cavernous spaces?","yes","yes"
"8621","checkpoint-5000","what are present?","extremities","extremities"
"8622","checkpoint-5000","what does this image show?","necrotizing granuloma","pancreatic fat necrosis"
"8623","checkpoint-5000","is endocrine present?","yes","yes"
"8624","checkpoint-5000","is newborn cord around neck present?","no","no"
"8625","checkpoint-5000","by when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","day 10","within 24 hours"
"8626","checkpoint-5000","what does this image show?","thyroid","ovarian cyst"
"8627","checkpoint-5000","what does this image show?","primary biliary cirrhosis","pancreatic fat necrosis"
"8628","checkpoint-5000","what is present?","metastatic carcinoma","spleen"
"8629","checkpoint-5000","does this image show kidney, acute tubular necrosis?","yes","yes"
"8630","checkpoint-5000","what does this image show?","dr garcia tumors 47","heart"
"8631","checkpoint-5000","is lymphoid atrophy in newborn present?","no","no"
"8632","checkpoint-5000","where is this?","lung","lung"
"8633","checkpoint-5000","is oxygen delivery less with high ph, low 2,3-bpg and hbf?","yes","yes"
"8634","checkpoint-5000","what is present?","hematologic","spleen"
"8635","checkpoint-5000","does this image show small intestine, multifocal ulcers and hemorrhages, mucosal congestion?","yes","yes"
"8636","checkpoint-5000","does this image show neural tube defect, meningomyelocele?","yes","yes"
"8637","checkpoint-5000","where is this?","thorax","joints"
"8638","checkpoint-5000","where is this from?","female reproductive system","gastrointestinal system"
"8639","checkpoint-5000","does the rephine biopsy show replacement of marrow spaces with abnormal mononuclear cells?","yes","no"
"8640","checkpoint-5000","what is soft, swollen and dark?","the affected part dark","the liver"
"8641","checkpoint-5000","what is present?","bicornate uterus","female reproductive"
"8642","checkpoint-5000","is osteoid osteoma composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","yes","yes"
"8643","checkpoint-5000","is oral present?","yes","yes"
"8644","checkpoint-5000","how is spleen , infarcts , disseminated coagulation?","intravascular","acute myocardial infarction"
"8645","checkpoint-5000","where is this?","skin","extremities"
"8646","checkpoint-5000","where is this?","urinary","urinary"
"8647","checkpoint-5000","is a key set of connections made by dystrophin?","yes","no"
"8648","checkpoint-5000","is malignant histiocytosis present?","no","no"
"8649","checkpoint-5000","what does this image show?","adrenal gland","esophagus"
"8650","checkpoint-5000","what is present?","hematologic","lymph node"
"8651","checkpoint-5000","what is present?","soft tissue","cardiovascular"
"8652","checkpoint-5000","what does this image show?","normal liver","spleen"
"8653","checkpoint-5000","what is present?","cardiovascular","gastrointestinal"
"8654","checkpoint-5000","what is present?","coronary artery","cardiovascular"
"8655","checkpoint-5000","what are demonstrated by immunohistochemical staining?","free tachyzoites","the presence of the tumor cells"
"8656","checkpoint-5000","does myelomonocytic leukemia show close-up of dorsum of hand with marked pitting edema good example?","no","no"
"8657","checkpoint-5000","what is present?","cardiovascular","female reproductive"
"8658","checkpoint-5000","two have lost whose nuclei?","their","two have lost"
"8659","checkpoint-5000","is a scar smaller than the original wound thickened and infiltrated by acute and chronic inflammatory cells?","no","yes"
"8660","checkpoint-5000","does this image show typical not advanced macerated stillborn?","yes","yes"
"8661","checkpoint-5000","is histiocyte present?","no","yes"
"8662","checkpoint-5000","are replication of viral dna the haemoglobin disorders common in india?","no","yes"
"8663","checkpoint-5000","what is present?","liver","lymph node"
"8664","checkpoint-5000","is endometrial polyp present?","no","yes"
"8665","checkpoint-5000","what is present?","hepatobiliary","liver"
"8666","checkpoint-5000","what stain?","silver","grommel's"
"8667","checkpoint-5000","does this image show x-ray hand?","yes","yes"
"8668","checkpoint-5000","what does this image show?","kidney","lymph node"
"8669","checkpoint-5000","is bone, calvarium present?","yes","yes"
"8670","checkpoint-5000","does this image show lung, cyomegalovirus pneumonia?","yes","yes"
"8671","checkpoint-5000","does the sectioned surface show haemorrhage?","no","yes"
"8672","checkpoint-5000","what is present?","cardiovascular","endocrine"
"8673","checkpoint-5000","is mixed mesodermal tumor present?","no","no"
"8674","checkpoint-5000","is sarcoidosis present?","yes","yes"
"8675","checkpoint-5000","is deposition of antibody on endothelium and activation of complement markedly expanded by an infiltrate of lymphocytes and plasma cells?","no","yes"
"8676","checkpoint-5000","is oral present?","yes","yes"
"8677","checkpoint-5000","what is present?","megaloblasts pernicious anemia","blood"
"8678","checkpoint-5000","is acute peritonitis present?","no","no"
"8679","checkpoint-5000","do pagets disease stain?","no","yes"
"8680","checkpoint-5000","why does this image show pancreas, uremic pancreatitis?","due to polycystic kidney","due to renal failure"
"8681","checkpoint-5000","what is present?","cardiovascular","vasculature"
"8682","checkpoint-5000","what is present?","endocrine","female reproductive"
"8683","checkpoint-5000","is cardiovascular present?","yes","yes"
"8684","checkpoint-5000","what is present?","liver","hepatobiliary"
"8685","checkpoint-5000","what does this image show?","opened cranial vault with many frontal and right temporal fossa fractures","brain"
"8686","checkpoint-5000","what does this image show?","kidney","kidney"
"8687","checkpoint-5000","what is present?","varices","gastrointestinal"
"8688","checkpoint-5000","what is present?","spleen","spleen"
"8689","checkpoint-5000","what does the epidermis show in the number of layers of the squamous epithelium?","an increase","a few layers"
"8690","checkpoint-5000","what does this image show?","heart","heart"
"8691","checkpoint-5000","are a few well-developed cell nests with keratinisation correlated with histological appearance of gastric mucosa in different regions?","no","yes"
"8692","checkpoint-5000","does this image show spleen, lymphoma?","yes","yes"
"8693","checkpoint-5000","does this image show thermal burned skin?","yes","yes"
"8694","checkpoint-5000","what is present?","aorta","cardiovascular"
"8695","checkpoint-5000","what does this image show?","spleen","spleen"
"8696","checkpoint-5000","what is present?","prostate","joints"
