ID,question,correct_answer,model_output
2735,how does this image show external view of spleen?,with obvious metastatic nodule beneath capsule,with obvious amyloid
2736,"does the blue area demonstrate a well-demarcated nodule at the right of the field, with a portion of urethra seen to the left?",no,yes
2737,does this image show external view of spleen with obvious metastatic nodule beneath capsule?,yes,yes
2738,does benign cystic teratoma show external view of spleen with obvious metastatic nodule beneath capsule?,no,no
2739,what is present?,hematologic,liver
2740,is hematologic present?,yes,yes
2741,is marked present?,no,yes
2742,what is present?,metastatic colon carcinoma,liver
2743,is metastatic colon carcinoma present?,yes,yes
2744,is esophagus present?,no,no
2745,where is this part in?,spleen,spleen
2746,what is present?,hematologic,liver
2747,"what is caused predominantly by stromal, rather than glandular, proliferation in other cases of nodular hyperplasia?",the nodularity,this lesion
2748,what is present?,metastatic colon carcinoma,liver
2749,what is present?,hematologic,gastrointestinal
2750,is hematologic present?,yes,yes
2751,is 70yof present?,no,no
2752,what is present?,spleen,gastrointestinal
2753,is spleen present?,yes,yes
2754,is fibrous meningioma present?,no,yes
2755,what is present?,hemangioma,gastrointestinal
2756,is hemangioma present?,yes,yes
2757,is serous cystadenoma present?,no,yes
2758,what is the nodularity caused by?,stromal,thrombus
2759,where is this part in?,spleen,gastrointestinal system
2760,what is present?,hematologic,gastrointestinal
2761,what is present?,spleen,gastrointestinal
2762,what is present?,hemangioma,gastrointestinal
2763,what does this image show?,very nice close-up shot of typical metastatic lesion primary tumor in colon,spleen
2764,does this image show very nice close-up shot of typical metastatic lesion primary tumor in colon?,yes,yes
2765,does anencephaly show very nice close-up shot of typical metastatic lesion primary tumor in colon?,no,no
2766,what is present?,hematologic,spleen
2767,is hematologic present?,yes,yes
2768,is infarcts present?,no,yes
2769,"is the nodularity caused predominantly by stromal, rather than glandular, proliferation in other cases of nodular hyperplasia?",yes,yes
2770,what is present?,spleen,spleen
2771,is spleen present?,yes,yes
2772,is hemisection of nose present?,no,no
2773,what is present?,metastatic carcinoma,spleen
2774,is metastatic carcinoma present?,yes,yes
2775,is leiomyosarcoma present?,no,yes
2776,where is this part in?,spleen,spleen
2777,what is present?,hematologic,spleen
2778,what is present?,spleen,spleen
2779,what is present?,metastatic carcinoma,spleen
2780,does an immunofluorescence micrograph stained for igg reveal deposits of ig along the dermo-epidermal junction?,yes,yes
2781,"is low magnification caused predominantly by stromal, rather than glandular, proliferation in other cases of nodular hyperplasia?",no,yes
2782,what is quite large diagnosis was reticulum cell sarcoma?,single metastatic appearing lesion,malignant
2783,what is single metastatic appearing lesion was reticulum cell sarcoma?,quite large diagnosis,malignant
2784,is single metastatic appearing lesion quite large diagnosis was reticulum cell sarcoma?,yes,yes
2785,is glioma quite large diagnosis was reticulum cell sarcoma?,no,yes
2786,what does this image show?,single metastatic appearing lesion is quite large diagnosis was reticulum cell sarcoma,kidney
2787,does this image show single metastatic appearing lesion is quite large diagnosis was reticulum cell sarcoma?,yes,yes
2788,does ameloblastoma show single metastatic appearing lesion is quite large diagnosis was reticulum cell sarcoma?,no,no
2789,what was reticulum cell sarcoma?,diagnosis,malignant
2790,what was diagnosis cell sarcoma?,reticulum,yes
2791,was diagnosis reticulum cell sarcoma?,yes,yes
2792,what shows slightly irregular nuclei with scattered mitotic figures?,higher magnification,close-up of lesion
2793,was serous cyst reticulum cell sarcoma?,no,yes
2794,what is present?,hematologic,kidney
2795,is hematologic present?,yes,yes
2796,is metastatic lung carcinoma present?,no,yes
2797,what is present?,spleen,kidney
2798,is spleen present?,yes,yes
2799,is chronic myelogenous leukemia present?,no,yes
2800,what is present?,large cell lymphoma,kidney
2801,is large cell lymphoma present?,yes,yes
2802,is metastatic carcinoma lung present?,no,yes
2803,what does higher magnification show with scattered mitotic figures?,slightly irregular nuclei,large tumour with invasion into adjacent tissues
2804,where is this part in?,spleen,abdomen
2805,what was reticulum cell sarcoma?,diagnosis,malignant
2806,what was diagnosis cell sarcoma?,reticulum,yes
2807,what is quite large diagnosis was reticulum cell sarcoma?,single metastatic appearing lesion,malignant
2808,what is single metastatic appearing lesion was reticulum cell sarcoma?,quite large diagnosis,malignant
2809,what is present?,hematologic,kidney
2810,what is present?,spleen,kidney
2811,what is present?,large cell lymphoma,kidney
2812,how is single metastatic appearing lesion quite diagnosis was reticulum cell sarcoma?,large,good
2813,what does this image show?,cut surface showing very thickened capsule with focal calcification very good close-up photo,spleen
2814,how does higher magnification show slightly irregular nuclei?,with scattered mitotic figures,with minimal stromal oedema
2815,does this image show cut surface showing very thickened capsule with focal calcification very good close-up photo?,yes,yes
2816,does 70yof show cut surface showing very thickened capsule with focal calcification very good close-up photo?,no,no
2817,what is present?,hematologic,spleen
2818,is hematologic present?,yes,yes
2819,is vasculature present?,no,yes
2820,what is present?,spleen,spleen
2821,is spleen present?,yes,yes
2822,is endometritis postpartum present?,no,yes
2823,what is present?,sugar coated,spleen
2824,is sugar coated present?,yes,no
2825,does higher magnification show slightly irregular nuclei with scattered mitotic figures?,yes,yes
2826,is atherosclerosis present?,no,no
2827,where is this part in?,spleen,abdomen
2828,what is present?,hematologic,spleen
2829,what is present?,spleen,spleen
2830,what is present?,sugar coated,spleen
2831,what does this image show?,external view of massively enlarged spleen,opened abdominal cavity with large mass of fibrous tissue extending from diaphragm into peritoneal cavity
2832,does this image show external view of massively enlarged spleen?,yes,yes
2833,does subcapsular hematoma show external view of massively enlarged spleen?,no,yes
2834,what is present?,hematologic,female reproductive
2835,is hematologic present?,yes,yes
2836,does wound around one another with regularly spaced binding of the congo red show slightly irregular nuclei with scattered mitotic figures?,no,yes
2837,is normal immature infant present?,no,no
2838,what is present?,acute myelogenous leukemia,female reproductive
2839,is acute myelogenous leukemia present?,yes,yes
2840,is basal skull fracture present?,no,yes
2841,where is this part in?,spleen,abdomen
2842,what is present?,hematologic,female reproductive
2843,what is present?,acute myelogenous leukemia,female reproductive
2844,what diagnosed as reticulum cell sarcoma?,granulomata,kidney
2845,what is granulomata diagnosed?,as reticulum cell sarcoma,as endomuscular invasive adenocarcinoma
2846,is granulomata diagnosed as reticulum cell sarcoma?,yes,yes
2847,what are painless despite the presence of ulceration?,syphilitic chancre,lesions
2848,is focal hemorrhages diagnosed as reticulum cell sarcoma?,no,yes
2849,what does this image show?,cut surface with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma,kidney
2850,how does this image show cut surface?,with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma,with multiple infarcts
2851,does this image show cut surface with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma?,yes,yes
2852,does close-up excellent example of interosseous muscle atrophy show cut surface with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma?,no,no
2853,what is present?,hematologic,kidney
2854,is hematologic present?,yes,yes
2855,is side showing patency right side present?,no,no
2856,what is present?,spleen,kidney
2857,is spleen present?,yes,yes
2858,how are such lesions?,painless despite the presence of ulceration,inflammatory
2859,is pituitectomy present?,no,no
2860,what is present?,malignant lymphoma,kidney
2861,is malignant lymphoma present?,yes,yes
2862,is optic nerve present?,no,no
2863,where is this part in?,spleen,abdomen
2864,what diagnosed as reticulum cell sarcoma?,cut surface with multiple small infiltrates that simulate granulomata,kidney
2865,what is cut surface with multiple small infiltrates that simulate granulomata diagnosed?,as reticulum cell sarcoma,as sarcoidosis
2866,what is present?,hematologic,kidney
2867,what is present?,spleen,kidney
2868,what is present?,malignant lymphoma,kidney
2869,are such lesions painless despite the presence of ulceration?,yes,yes
2870,what does this image show?,gaucher disease,brain
2871,does this image show gaucher disease?,yes,yes
2872,does autoimmune thyroiditis show gaucher disease?,no,no
2873,what is present?,hematologic,gastrointestinal
2874,is hematologic present?,yes,yes
2875,is jejunum present?,no,yes
2876,what is present?,hematologic,gastrointestinal
2877,what does this image show?,cellular detail well shown,pleomorphic plasma cells
2878,does this image show cellular detail well shown?,yes,yes
2879,does sickle cell disease show cellular detail well shown?,no,yes
2880,are numerous islands of extramedullary hematopoiesis painless despite the presence of ulceration?,no,yes
2881,what is present?,hematologic,leukemia
2882,is hematologic present?,yes,yes
2883,is anencephaly and bilateral cleft palate present?,no,no
2884,what is present?,thymus,leukemia
2885,is thymus present?,yes,yes
2886,is krukenberg tumor present?,no,no
2887,what is present?,thymoma,leukemia
2888,is thymoma present?,yes,no
2889,is vessel present?,no,yes
2890,what well shown?,cellular detail,pleomorphic leukemic cells
2891,"do the relative locations, sizes, and distances between genes reveal deposits of ig along the dermo-epidermal junction?",no,yes
2892,"is there marked thinning of the epidermis, fibrosis of the superficial dermis, and chronic inflammatory cells in the deeper dermis?",yes,yes
2893,what is present?,hematologic,leukemia
2894,what is present?,thymus,leukemia
2895,what is present?,thymoma,leukemia
2896,what had not knocked out leukemia cells?,this therapy,bone marrow
2897,what is this therapy had?,not knocked out leukemia cells,good example
2898,is this therapy had not knocked out leukemia cells?,yes,yes
2899,is close-up excellent example of interosseous muscle atrophy had not knocked out leukemia cells?,no,yes
2900,what is present?,hematologic,lymph node
2901,is hematologic present?,yes,yes
2902,is single metastatic appearing lesion present?,no,no
2903,"what include acanthosis, hyperkeratosis, and cytoplasmic vacuolization (koilocytosis, center)?",histopathologic features of condyloma acuminatum,lesions of the cervix
2904,what is present?,bone marrow,lymph node
2905,is bone marrow present?,yes,yes
2906,is cystadenocarcinoma malignancy present?,no,no
2907,what is present?,acute myelogenous leukemia,lymph node
2908,is acute myelogenous leukemia present?,yes,yes
2909,is this section present?,no,no
2910,what had not knocked out leukemia cells?,this therapy,bone marrow
2911,what is present?,hematologic,lymph node
2912,what is present?,bone marrow,lymph node
2913,what is present?,acute myelogenous leukemia,lymph node
2914,what do histopathologic features of condyloma acuminatum include?,acanthosis,multiple layers of squamous cells with nuclear pleomorphism
2915,what is present?,hematologic,endocrine
2916,is hematologic present?,yes,yes
2917,is this photo of infant from head to toe present?,no,no
2918,what is present?,thymus,endocrine
2919,is thymus present?,yes,yes
2920,is fat necrosis present?,no,no
2921,what is present?,malignant thymoma,endocrine
2922,is malignant thymoma present?,yes,yes
2923,is mucinous cystadenocarcinoma present?,no,yes
2924,what is present?,hematologic,endocrine
2925,"do histopathologic features of condyloma acuminatum include acanthosis, hyperkeratosis, and cytoplasmic vacuolization?",yes,yes
2926,what is present?,thymus,endocrine
2927,what is present?,malignant thymoma,endocrine
2928,what does this image show?,wrights,wrights stain wbc
2929,does this image show wrights?,yes,yes
2930,does fat necrosis show wrights?,no,no
2931,what is present?,hematologic,blood
2932,is hematologic present?,yes,yes
2933,is no tissue recognizable as ovary present?,no,no
2934,what is present?,bone marrow,blood
2935,is bone marrow present?,yes,yes
2936,"do the chromatin texture, with fine and coarse clumps, include acanthosis, hyperkeratosis, and cytoplasmic vacuolization?",no,yes
2937,is mixed mesodermal tumor present?,no,no
2938,what is present?,gaucher cell,blood
2939,is gaucher cell present?,yes,yes
2940,is aorta present?,no,no
2941,what is present?,hematologic,blood
2942,what is present?,bone marrow,blood
2943,what is present?,gaucher cell,blood
2944,what does this image show?,wrights in macrophage,wrights stain wbc and malaria parasite
2945,does this image show wrights in macrophage?,yes,yes
2946,does metastatic neuroblastoma show wrights in macrophage?,no,no
2947,what has a predominantly solid growth pattern?,endometrioid type,cystic fibrosis
2948,what is present?,hematologic,blood
2949,is hematologic present?,yes,yes
2950,is absence of palpebral fissure cleft palate present?,no,no
2951,what is present?,blood,blood
2952,is blood present?,yes,yes
2953,is fibroma present?,no,no
2954,what is present?,candida in peripheral blood,blood
2955,is candida in peripheral blood present?,yes,yes
2956,is infarcts present?,no,no
2957,what is present?,hematologic,blood
2958,"what does endometrioid type, grade 3, have?",a predominantly solid growth pattern,extensive desmoplasia
2959,what is present?,blood,blood
2960,what is present?,candida in peripheral blood,blood
2961,what does this image show?,necrotizing granuloma,lymph node
2962,does this image show necrotizing granuloma?,yes,yes
2963,does bilateral cleft palate show necrotizing granuloma?,no,no
2964,what is present?,hematologic,lymph node
2965,is hematologic present?,yes,yes
2966,is an opened peritoneal cavity cause by fibrous band strangulation present?,no,no
2967,what is present?,spleen,lymph node
2968,is spleen present?,yes,yes
2969,"does endometrioid type, grade 3, have a predominantly solid growth pattern?",yes,yes
2970,is esophagus present?,no,no
2971,what is present?,miliary tuberculosis,lymph node
2972,is miliary tuberculosis present?,yes,yes
2973,is malignant histiocytosis present?,no,yes
2974,what is present?,hematologic,lymph node
2975,what is present?,spleen,lymph node
2976,what is present?,miliary tuberculosis,lymph node
2977,what is present?,hematologic,bone marrow
2978,is hematologic present?,yes,yes
2979,is blood present?,no,yes
2980,does the prominent cell in the center field have a predominantly solid growth pattern?,no,yes
2981,what is present?,bone marrow,bone marrow
2982,is bone marrow present?,yes,yes
2983,is rocky mountain present?,no,yes
2984,what is present?,acute myelogenous leukemia,bone marrow
2985,is acute myelogenous leukemia present?,yes,yes
2986,is supernumerary digit present?,no,no
2987,what is present?,hematologic,bone marrow
2988,what is present?,bone marrow,bone marrow
2989,what is present?,acute myelogenous leukemia,bone marrow
2990,what does this image show?,wrights easily seen blastic cells,leukemic cells
2991,what is opened to display a cyst cavity lined by delicate papillary tumor growths?,borderline serous cystadenoma,bladder
2992,does this image show wrights easily seen blastic cells?,yes,yes
2993,does atrophy show wrights easily seen blastic cells?,no,no
2994,what is present?,hematologic,leukemic cells
2995,is hematologic present?,yes,yes
2996,is mucoepidermoid carcinoma present?,no,no
2997,what is present?,bone marrow,leukemic cells
2998,is bone marrow present?,yes,yes
2999,is cervical leiomyoma present?,no,no
3000,what is present?,acute myelogenous leukemia,leukemic cells
3001,is acute myelogenous leukemia present?,yes,yes
3002,"what has virtually immobilized the fingers, creating a clawlike flexion deformity?",extensive subcutaneous fibrosis,severe rheumatoid arthritis
3003,is borderline serous cystadenoma opened to display a cyst cavity lined by delicate papillary tumor growths?,yes,yes
3004,is siamese twins present?,no,no
3005,what seen blastic cells?,wrights,many
3006,what is wrights seen?,blastic cells,leukemic cells
3007,what is present?,hematologic,leukemic cells
3008,what is present?,bone marrow,leukemic cells
3009,what is present?,acute myelogenous leukemia,leukemic cells
3010,how is wrights seen cells?,blastic,with large hypersegmented nuclei and scanty cytoplasm
3011,why does this image show gms granuloma?,due to pneumocystis aids case,with giant cells
3012,what does this image show?,gms granuloma due to pneumocystis aids case,brain
3013,does this image show gms granuloma due to pneumocystis aids case?,yes,yes
3014,is the moderate-power view of the plaque opened to display a cyst cavity lined by delicate papillary tumor growths?,no,yes
3015,does metastatic carcinoma show gms granuloma due to pneumocystis aids case?,no,no
3016,what is present?,hematologic,brain
3017,is hematologic present?,yes,yes
3018,is close-up tumor present?,no,no
3019,what is present?,spleen,brain
3020,is spleen present?,yes,yes
3021,is arcus senilis present?,no,no
3022,what is present?,hematologic,brain
3023,what is present?,spleen,brain
3024,what does this image show?,wrights,wrights stain wbc and red cells
3025,what contains both neoplastic cytotro-phoblast and multinucleate syncytiotrophoblast?,the field,choriocarcinoma
3026,does this image show wrights?,yes,yes
3027,does chronic myelogenous leukemia show wrights?,no,yes
3028,what is present?,hematologic,blood
3029,is hematologic present?,yes,yes
3030,is plasma cell present?,no,yes
3031,what is present?,bone marrow,blood
3032,is bone marrow present?,yes,yes
3033,is nodular tumor present?,no,no
3034,what is present?,megaloblasts pernicious anemia,blood
3035,is megaloblasts pernicious anemia present?,yes,yes
3036,what does this field contain?,neoplastic cytotro-phoblast and multinucleate syncytiotrophoblast,a large number of lymphocytes and a few histiocytes
3037,is six digits present?,no,no
3038,what is present?,hematologic,blood
3039,what is present?,bone marrow,blood
3040,what is present?,megaloblasts pernicious anemia,blood
3041,what does this image show?,wrights,wrights stain source unknown
3042,does this image show wrights?,yes,yes
3043,does choanal atresia show wrights?,no,no
3044,what is present?,hematologic,blood
3045,is hematologic present?,yes,yes
3046,is palmar crease normal present?,no,no
3047,does this field contain both neoplastic cytotro-phoblast and multinucleate syncytiotrophoblast?,yes,yes
3048,what is present?,bone marrow,blood
3049,is bone marrow present?,yes,yes
3050,is another fiber other frame present?,no,no
3051,what is present?,megaloblasts pernicious anemia,blood
3052,is megaloblasts pernicious anemia present?,yes,yes
3053,is peritoneal surface of uterus and douglas pouch outstanding photo primary present?,no,no
3054,what is present?,hematologic,blood
3055,what is present?,bone marrow,blood
3056,what is present?,megaloblasts pernicious anemia,blood
3057,what died of what was thought to be viral pneumonia probably influenza?,immunoblastic type cells near splenic arteriole man,postmortal autopsies
3058,does the high-power detail of an asbestos body contain both neoplastic cytotro-phoblast and multinucleate syncytiotrophoblast?,no,yes
3059,what is immunoblastic type cells near splenic arteriole man died?,of what was thought to be viral pneumonia probably influenza,of disseminated reticulum cell sarcoma
3060,what does this image show?,immunoblastic type cells near splenic arteriole man died of what was thought to be viral pneumonia probably influenza,pleomorphic atypical histiocytes with giant cells
3061,what is present?,hematologic,lymph node
3062,what is present?,spleen,lymph node
3063,what is present?,immunoblastic reaction characteristic of viral infection,lymph node
3064,what died of what was thought to be viral pneumonia probably influenza?,immunoblastic type cells near splenic arteriole man,postmortal autopsies
3065,what is present?,hematologic,lymph node
3066,what is present?,spleen,lymph node
3067,what is present?,immunoblastic reaction characteristic of viral infection,lymph node
3068,what does this image show?,x-ray chest showing mediastinal widening and fuzzy border,x-ray chest showing enlarged cardiac silhouette
3069,what contains a dense lymphocytic infiltrate with germinal centers?,the thyroid parenchyma,thymus
3070,does this image show x-ray chest showing mediastinal widening and fuzzy border?,yes,yes
3071,what is present?,hematologic,cardiovascular
3072,is hematologic present?,yes,yes
3073,what is present?,thymus,cardiovascular
3074,is thymus present?,yes,yes
3075,what is present?,malignant thymoma,cardiovascular
3076,is malignant thymoma present?,yes,yes
3077,what is present?,hematologic,cardiovascular
3078,what is present?,thymus,cardiovascular
3079,what is present?,malignant thymoma,cardiovascular
3080,what does the thyroid parenchyma contain?,a dense lymphocytic infiltrate with germinal centers,large cystic follicles with little colloid
3081,what does this image show?,structures labeled,electron micrograph of liver cell with abundant mitochondria and numerous lysosomes
3082,does this image show structures labeled?,yes,yes
3083,does granulosa cell tumor show structures labeled?,no,no
3084,what is present?,hepatobiliary,muscle
3085,is hepatobiliary present?,yes,yes
3086,is traumatic rupture present?,no,no
3087,what is present?,liver,muscle
3088,is liver present?,yes,yes
3089,is uterus present?,no,no
3090,what labeled?,structures,endoplasmic reticulum
3091,how does the thyroid parenchyma contain a dense lymphocytic infiltrate?,with germinal centers,with characteristic germinal centres
3092,what is present?,hepatobiliary,muscle
3093,what is present?,liver,muscle
3094,what does this image show?,normal liver,liver
3095,does this image show normal liver?,yes,yes
3096,does yellow color show normal liver?,no,no
3097,what is present?,hepatobiliary,liver
3098,is hepatobiliary present?,yes,yes
3099,is syndactyly present?,no,no
3100,what is present?,hepatobiliary,liver
3101,what does this image show?,kidney,liver
3102,does the thyroid parenchyma contain a dense lymphocytic infiltrate with germinal centers?,yes,yes
3103,"does this image show kidney, hemochromatosis?",yes,yes
3104,"does stomach show kidney, hemochromatosis?",no,no
3105,what is present?,hepatobiliary,liver
3106,is hepatobiliary present?,yes,yes
3107,is digital infarcts bacterial endocarditis present?,no,no
3108,what is present?,hepatobiliary,liver
3109,what does this image show?,liver,liver
3110,"does this image show liver, hemochromatosis?",yes,yes
3111,"does an opened peritoneal cavity cause by fibrous band strangulation show liver, hemochromatosis?",no,no
3112,what is present?,hepatobiliary,liver
3113,what does the extensive subcutaneous fibrosis create?,a clawlike flexion deformity,distorted fingers
3114,does the transmural light area in the posterolateral left ventricle contain a dense lymphocytic infiltrate with germinal centers?,no,yes
3115,is hepatobiliary present?,yes,yes
3116,is sacrococcygeal teratoma present?,no,no
3117,what is present?,hepatobiliary,liver
3118,what does this image show?,liver,heart
3119,"does this image show liver, hemochromatosis?",yes,yes
3120,"does surface show liver, hemochromatosis?",no,no
3121,what is present?,hepatobiliary,heart
3122,is hepatobiliary present?,yes,yes
3123,is jejunum present?,no,no
3124,what is present?,hepatobiliary,heart
3125,what are seen?,residual thyroid follicles lined by deeply eosinophilic hurthle cells,lymphoid follicles
3126,what does this image show?,liver,lung
3127,"does this image show liver, macronodular cirrhosis, hcv - transjugular intrahepatic portocaval shunt tips?",yes,yes
3128,"does endometritis show liver, macronodular cirrhosis, hcv - transjugular intrahepatic portocaval shunt tips?",no,no
3129,what is present?,hepatobiliary,lung
3130,is hepatobiliary present?,yes,yes
3131,is hemorrhage associated with placental abruption present?,no,no
3132,what is present?,hepatobiliary,lung
3133,what does this image show?,hepatitis b virus,lung
3134,"does this image show hepatitis b virus, hepatocellular carcinoma?",yes,yes
3135,"does lesion in dome of uterus show hepatitis b virus, hepatocellular carcinoma?",no,no
3136,are residual thyroid follicles lined by deeply eosinophilic hurthle cells seen?,yes,yes
3137,what is present?,hepatobiliary,liver
3138,is hepatobiliary present?,yes,yes
3139,is myelomonocytic leukemia present?,no,yes
3140,what is present?,liver,liver
3141,is liver present?,yes,yes
3142,is endometritis postpartum present?,no,no
3143,what is present?,hepatobiliary,liver
3144,what is present?,liver,liver
3145,why does this image show hepatic congestion?,due to congestive heart failure,due to right heart failure
3146,what does this image show?,hepatic congestion due to congestive heart failure,liver
3147,are typical pattern of neutrophils emanating from a crypt seen?,no,yes
3148,does this image show hepatic congestion due to congestive heart failure?,yes,yes
3149,does hematoma show hepatic congestion due to congestive heart failure?,no,no
3150,what is present?,hepatobiliary,liver
3151,is hepatobiliary present?,yes,yes
3152,is krukenberg tumor present?,no,no
3153,what is present?,liver,liver
3154,is liver present?,yes,yes
3155,is adenocarcinoma present?,no,no
3156,what is present?,hepatobiliary,liver
3157,what is present?,liver,liver
3158,"what are lined by cells with characteristic empty-appearing nuclei, sometimes termed orphan annie eye nuclei c in this particular example?",well-formed papillae,the characteristic cells
3159,what does this image show?,amyloidosis,liver
3160,does this image show amyloidosis?,yes,yes
3161,does hemorrhagic corpus luteum show amyloidosis?,no,no
3162,what is present?,hepatobiliary,liver
3163,is hepatobiliary present?,yes,yes
3164,is malignant adenoma present?,no,no
3165,what is present?,liver,liver
3166,is liver present?,yes,yes
3167,is fibrotic lesion present?,no,no
3168,what is present?,hepatobiliary,liver
3169,what are well-formed papillae lined by?,cells with characteristic empty-appearing nuclei,stratified squamous epithelium
3170,what is present?,liver,liver
3171,what does this image show?,liver,liver
3172,"does this image show liver, metastatic breast cancer?",yes,yes
3173,"does fallopian tube show liver, metastatic breast cancer?",no,no
3174,what is present?,hepatobiliary,liver
3175,is hepatobiliary present?,yes,yes
3176,is parathyroid present?,no,no
3177,what is present?,hepatobiliary,liver
3178,what does this image show?,liver,liver
3179,"does this image show liver, metastatic breast cancer?",yes,yes
3180,"are well-formed papillae lined by cells with characteristic empty-appearing nuclei, sometimes termed orphan annie eye nuclei c in this particular example?",yes,yes
3181,"does bone, calvarium show liver, metastatic breast cancer?",no,no
3182,what is present?,hepatobiliary,liver
3183,is hepatobiliary present?,yes,yes
3184,is right side atresia present?,no,no
3185,what is present?,hepatobiliary,liver
3186,what does this image show?,cirrhosis,lung
3187,does this image show cirrhosis?,yes,yes
3188,does carcinoma superficial spreading show cirrhosis?,no,no
3189,what is present?,hepatobiliary,liver
3190,is hepatobiliary present?,yes,yes
3191,"is reversible injury lined by cells with characteristic empty-appearing nuclei, sometimes termed orphan annie eye nuclei c in this particular example?",no,yes
3192,is choanal patency present?,no,no
3193,what is present?,liver,liver
3194,is liver present?,yes,yes
3195,is odontoid process subluxation with narrowing of foramen magnum present?,no,no
3196,what is present?,hepatobiliary,liver
3197,what is present?,liver,liver
3198,what does this image show?,alcoholic cirrhosis,liver
3199,does this image show alcoholic cirrhosis?,yes,yes
3200,does interesting case show alcoholic cirrhosis?,no,no
3201,what is present?,hepatobiliary,liver
3202,what contain recognizable colloid?,a few of the glandular lumina,the characteristic colloid emersion
3203,is hepatobiliary present?,yes,yes
3204,is glioma present?,no,no
3205,what is present?,liver,liver
3206,is liver present?,yes,yes
3207,is alpha smooth muscle actin immunohistochemical present?,no,no
3208,what is present?,hepatobiliary,liver
3209,what is present?,liver,liver
3210,what does this image show?,liver,surface granulomas
3211,"does this image show liver, fungal abscesses, candida?",yes,yes
3212,"does atherosclerosis show liver, fungal abscesses, candida?",no,no
3213,what do a few of the glandular lumina contain?,recognizable colloid,a few giant cells
3214,what is present?,hepatobiliary,liver
3215,is hepatobiliary present?,yes,yes
3216,is amputation stump infected present?,no,no
3217,what is present?,hepatobiliary,liver
3218,what does this image show?,cirrhosis,liver
3219,does this image show cirrhosis?,yes,yes
3220,does mucoepidermoid carcinoma show cirrhosis?,no,no
3221,what is present?,hepatobiliary,liver
3222,is hepatobiliary present?,yes,yes
3223,is chloramphenicol toxicity present?,no,yes
3224,does the extensive subcutaneous fibrosis create a clawlike flexion deformity?,yes,yes
3225,do a few of the glandular lumina contain recognizable colloid?,yes,yes
3226,what is present?,liver,liver
3227,is liver present?,yes,yes
3228,is alpha smooth muscle actin immunohistochemical present?,no,no
3229,what is present?,hepatobiliary,liver
3230,what is present?,liver,liver
3231,what does this image show?,hepatocellular carcinoma,lung
3232,"does this image show hepatocellular carcinoma, hepatitis c positive?",yes,yes
3233,"does serous cystadenoma show hepatocellular carcinoma, hepatitis c positive?",no,no
3234,what is present?,hepatobiliary,lung
3235,is hepatobiliary present?,yes,yes
3236,does the lesion contain recognizable colloid?,no,yes
3237,is cervical leiomyoma present?,no,no
3238,what is present?,liver,lung
3239,is liver present?,yes,yes
3240,is female reproductive present?,no,no
3241,what is present?,hepatobiliary,lung
3242,what is present?,liver,lung
3243,what showing cut surfaces?,close-up of faceted mixed stones with two,multiple gallstones
3244,what is close-up of faceted mixed stones with two showing?,two showing cut surfaces,good color
3245,is close-up of faceted mixed stones with two showing cut surfaces?,yes,yes
3246,is pagets disease showing cut surfaces?,no,yes
3247,what demonstrates an area of increased uptake corresponding to the left inferior parathyroid gland (arrow)?,technetium-99 radionuclide scan,tomographic scan
3248,what does this image show?,close-up of faceted mixed stones with two showing cut surfaces,colon
3249,does this image show close-up of faceted mixed stones with two showing cut surfaces?,yes,yes
3250,does marfans syndrome show close-up of faceted mixed stones with two showing cut surfaces?,no,no
3251,what is present?,hepatobiliary,gastrointestinal
3252,is hepatobiliary present?,yes,yes
3253,is lesion of myocytolysis present?,no,no
3254,what is present?,liver,gastrointestinal
3255,is liver present?,yes,yes
3256,is exostosis present?,no,yes
3257,what is present?,hepatobiliary,gastrointestinal
3258,does the technetium-99 radionuclide scan demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?,yes,yes
3259,what is present?,liver,gastrointestinal
3260,what does this image show?,frontal section with large patch of central infarction well seen,liver
3261,how does this image show frontal section?,with large patch of central infarction well seen,with multiple small and large portal venous varices
3262,does this image show frontal section with large patch of central infarction well seen?,yes,yes
3263,does angiogram saphenous vein bypass graft show frontal section with large patch of central infarction well seen?,no,no
3264,what is present?,hepatobiliary,liver
3265,is hepatobiliary present?,yes,yes
3266,is thymus present?,no,no
3267,what is present?,liver,liver
3268,is liver present?,yes,yes
3269,does rugal demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?,no,yes
3270,is mixed mesodermal tumor present?,no,yes
3271,what well seen?,frontal section with large patch of central infarction,liver
3272,what is present?,hepatobiliary,liver
3273,what is present?,liver,liver
3274,what is present?,hepatobiliary,liver
3275,is hepatobiliary present?,yes,yes
3276,is glioma present?,no,no
3277,what is present?,liver,liver
3278,is liver present?,yes,yes
3279,is fracture present?,no,no
3280,is this benign tumor proved to be a parathyroid adenoma?,no,yes
3281,what is present?,hepatobiliary,liver
3282,what is present?,liver,liver
3283,what is present?,hepatobiliary,lung
3284,is hepatobiliary present?,yes,yes
3285,is atherosclerosis present?,no,yes
3286,what is present?,liver,lung
3287,is liver present?,yes,yes
3288,is hemangioma present?,no,yes
3289,what is present?,hepatobiliary,lung
3290,what is present?,liver,lung
