"ID","model_dir","question","correct_answer","model_output"
"11782","checkpoint-3500","where is this?","skin","pancreas"
"11783","checkpoint-3500","where is this part in?","spleen","abdomen"
"11784","checkpoint-3500","what is present?","metastatic carcinoma","bone, calvarium"
"11785","checkpoint-3500","where does this belong to?","female reproductive system","abdomen"
"11786","checkpoint-3500","does pus in test tube show glomerulonephritis, sle ii?","no","no"
"11787","checkpoint-3500","is adenoma sebaceum present?","no","no"
"11788","checkpoint-3500","what is no ovary present to indicate the location of the tumor mass?","there","no"
"11789","checkpoint-3500","where are the normal gland acini seen?","on the left","in the center of the field"
"11790","checkpoint-3500","is gastrointestinal present?","yes","yes"
"11791","checkpoint-3500","are hours demonstrated by immunohistochemical staining?","no","no"
"11792","checkpoint-3500","is malignant lymphoma present?","yes","yes"
"11793","checkpoint-3500","what is infiltrated with leukocytes?","the vessel wall","the wall of the aorta"
"11794","checkpoint-3500","what are somewhat collapsed?","close-up view well shown normal discs case of chronic myelogenous leukemia in a 14yo male vertebra","the alveoli"
"11795","checkpoint-3500","what does this image show?","lung","lung"
"11796","checkpoint-3500","what is good example of veins filled?","with blood","with blood"
"11797","checkpoint-3500","does this image show wrights?","yes","yes"
"11798","checkpoint-3500","what is present?","myocardium","cardiovascular"
"11799","checkpoint-3500","is hepatobiliary present?","yes","yes"
"11800","checkpoint-3500","what does this image show?","ureteral stricture","female reproductive system"
"11801","checkpoint-3500","what reveals large cells with distinct cell borders, pale nuclei, prominent nucleoli, and a sparse lymphocytic infiltrate?","microscopic examination","hematoxylin-eosin stain"
"11802","checkpoint-3500","is acute myelogenous leukemia present?","yes","yes"
"11803","checkpoint-3500","where is this?","oral","oral"
"11804","checkpoint-3500","what is present?","sugar coated","spleen"
"11805","checkpoint-3500","are hemorrhage and necrosis prominent?","yes","no"
"11806","checkpoint-3500","what is present?","cardiovascular","cardiovascular"
"11807","checkpoint-3500","does this image show brain, breast cancer metastasis to meninges?","yes","yes"
"11808","checkpoint-3500","what is present?","spleen","abdomen"
"11809","checkpoint-3500","is krukenberg tumor present?","no","no"
"11810","checkpoint-3500","what contain prominent keratohyaline granules?","koilocytes and virus-infected keratinocytes","keratinocytes"
"11811","checkpoint-3500","is endometritis postpartum present?","no","no"
"11812","checkpoint-3500","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"11813","checkpoint-3500","what are present throughout?","nodular aggregates of lymphoma cells","lymphoid cells"
"11814","checkpoint-3500","what is present?","ameloblastoma","oral"
"11815","checkpoint-3500","what does this image show?","saggital section which is a very good illustration of lesion","placenta"
"11816","checkpoint-3500","does eosinophilic adenoma show lymphocytic infiltration in perinodal fat?","no","no"
"11817","checkpoint-3500","what is present?","abdomen","female reproductive"
"11818","checkpoint-3500","what is present?","hepatobiliary","respiratory"
"11819","checkpoint-3500","is nodular parenchyma and dense intervening tumor tissue very good?","yes","yes"
"11820","checkpoint-3500","does endocrine show view from dorsum of foot which has at least 9 toes?","no","no"
"11821","checkpoint-3500","does this image show typical lesion with giant cells and foreign material?","yes","yes"
"11822","checkpoint-3500","does equipments show a fungating and ulcerated growth?","no","no"
"11823","checkpoint-3500","is angiogram present?","yes","yes"
"11824","checkpoint-3500","is hepatobiliary present?","yes","yes"
"11825","checkpoint-3500","where is this?","oral","oral"
"11826","checkpoint-3500","what is not clear-cut?","line of demarcation between gangrenous segment and the viable bowel","the cause of the acute respiratory distress syndrome"
"11827","checkpoint-3500","what are present?","extremities","extremities"
"11828","checkpoint-3500","what does the inset stained for keratins 8 and 18 (brown) show?","a ballooned cell in which keratins have been ubiquitinylated and have collapsed into an immunoreactive mallory-denk body","abundant keratinocytic cells"
"11829","checkpoint-3500","does this image show papilloma?","yes","yes"
"11830","checkpoint-3500","where is this?","pancreas","pancreas"
"11831","checkpoint-3500","is aldehyde fuscin present?","no","no"
"11832","checkpoint-3500","what seen blastic cells?","wrights","other cells"
"11833","checkpoint-3500","are the characteristic histologic features villous hypertrophy of the synovium and marked mononuclear inflammatory cell infiltrate in synovial membrane with formation of lymphoid follicles at places?","yes","yes"
"11834","checkpoint-3500","what is seen in the cyst while the cyst wall shows palisade layer of histiocytes?","worm","no obvious tumor cells"
"11835","checkpoint-3500","is soft tissue present?","yes","yes"
"11836","checkpoint-3500","is nervous present?","yes","yes"
"11837","checkpoint-3500","does mesothelioma show thrombus in leg vein with early organization?","no","no"
"11838","checkpoint-3500","does this image show external view case of situs ambiguous partial left isomerism?","yes","yes"
"11839","checkpoint-3500","what looks like placental abruption?","both adrenals external views focal hemorrhages do not know history","no"
"11840","checkpoint-3500","what are present?","extremities","extremities"
"11841","checkpoint-3500","is the cut surface not breached?","no","no"
"11842","checkpoint-3500","do the alveolar walls show irregular plexiform masses and network of strands of epithelial cells?","no","yes"
"11843","checkpoint-3500","what is present?","oral","oral"
"11844","checkpoint-3500","what is present?","lymph node","hematologic"
"11845","checkpoint-3500","is polysplenia present?","yes","no"
"11846","checkpoint-3500","is the sectioned surface identical to that of seminoma of the testis?","no","yes"
"11847","checkpoint-3500","does this image show pancreatic fat necrosis?","yes","yes"
"11848","checkpoint-3500","does this image show stress ulcers, stomach?","yes","yes"
"11849","checkpoint-3500","what healed?","squamous cell carcinoma","burns"
"11850","checkpoint-3500","does underdevelopment show body with extensive ecchymoses and desquamation?","no","no"
"11851","checkpoint-3500","what does this image show?","normal lung","lung"
"11852","checkpoint-3500","is mesothelioma present?","no","no"
"11853","checkpoint-3500","what are well-formed papillae lined by?","cells with characteristic empty-appearing nuclei","columnar epithelium"
"11854","checkpoint-3500","what does this image show?","lung","lung"
"11855","checkpoint-3500","do mucicarmine stain?","yes","yes"
"11856","checkpoint-3500","is vessel present?","no","no"
"11857","checkpoint-3500","does this image show inner table view multiple venous lakes?","yes","yes"
"11858","checkpoint-3500","what does this image show?","med excellent example of perineural invasion","breast"
"11859","checkpoint-3500","is low magnification caused predominantly by stromal, rather than glandular, proliferation in other cases of nodular hyperplasia?","no","yes"
"11860","checkpoint-3500","are skin stem cells moderately narrowed by this eccentric lesion, which leaves part of the vessel wall unaffected?","no","no"
"11861","checkpoint-3500","what is present?","female reproductive","nervous"
"11862","checkpoint-3500","what does this image show?","pancreatic fat necrosis","pancreas"
"11863","checkpoint-3500","what is present?","nervous","nervous"
"11864","checkpoint-3500","what is present?","pancreas","gastrointestinal"
"11865","checkpoint-3500","does the fibrosis, which varies in intensity, reveal large cells with distinct cell borders, pale nuclei, prominent nucleoli, and a sparse lymphocytic infiltrate?","no","yes"
"11866","checkpoint-3500","what is obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type occurring?","after she was treat-ed for hodgkins disease","no other lesions seen"
"11867","checkpoint-3500","what is present?","gastrointestinal","endocrine"
"11868","checkpoint-3500","does microscopy show whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","yes","yes"
"11869","checkpoint-3500","where does this belong to?","endocrine system","abdomen"
"11870","checkpoint-3500","is endocrine present?","yes","yes"
"11871","checkpoint-3500","where is this?","urinary","urinary"
"11872","checkpoint-3500","does this image show tuberculosis, empyema?","yes","yes"
"11873","checkpoint-3500","what is present?","female reproductive","endocrine"
"11874","checkpoint-3500","what does this image show?","thyroid","kidney"
"11875","checkpoint-3500","does basal skull fracture show papilloma?","no","no"
"11876","checkpoint-3500","is oral present?","yes","yes"
"11877","checkpoint-3500","is nervous present?","yes","yes"
"11878","checkpoint-3500","does this image show cirrhosis?","yes","yes"
"11879","checkpoint-3500","does hemorrhage associated with placental abruption show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","no"
"11880","checkpoint-3500","is confluent necrosis seen in the perivenular region zone 3?","yes","yes"
"11881","checkpoint-3500","what is present?","liver","hepatobiliary"
"11882","checkpoint-3500","is thymus present?","yes","yes"
"11883","checkpoint-3500","does fracture show section through mediastinal structure showing tumor about aorta and pulmonary arteries?","no","no"
"11884","checkpoint-3500","what is present?","hepatobiliary","hepatobiliary"
"11885","checkpoint-3500","does this image show fibrocaseous mass of tissue?","yes","yes"
"11886","checkpoint-3500","what is fracture line shown?","very thin skull eggshell type","opened skull cap with brain"
"11887","checkpoint-3500","is cystadenocarcinoma malignancy present?","no","yes"
"11888","checkpoint-3500","what is present?","rheumatoid arthritis","joints"
"11889","checkpoint-3500","what healed?","squamous cell carcinoma, lip remote,","burns"
"11890","checkpoint-3500","what is present?","spleen","brain"
"11891","checkpoint-3500","what do the serial numbers in the figure correspond to in the text?","their description","steps in the process"
"11892","checkpoint-3500","what does this image show?","islet cell carcinoma","colon"
"11893","checkpoint-3500","is close-up of faceted mixed stones with two showing cut surfaces?","yes","yes"
"11894","checkpoint-3500","when does this image show close-up of vertebra with obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type occurring 25 years?","after she was treat-ed for hodgkins disease","after prostatectomy"
"11895","checkpoint-3500","are the segregation of b cells and t cells in different regions of the lymph node present throughout?","no","yes"
"11896","checkpoint-3500","where is this?","lung","lung"
"11897","checkpoint-3500","is hepatobiliary present?","yes","yes"
"11898","checkpoint-3500","what is present?","adenoma","endocrine"
"11899","checkpoint-3500","does this image show epulis fissuratum?","yes","yes"
"11900","checkpoint-3500","does this image show coronary artery atherosclerosis diagram?","yes","yes"
"11901","checkpoint-3500","what is present?","gastrointestinal","gastrointestinal"
"11902","checkpoint-3500","is metastatic carcinoma present?","no","no"
"11903","checkpoint-3500","is squamous cell carcinoma found in the mid-esophagus, where it commonly causes strictures?","yes","yes"
"11904","checkpoint-3500","is female reproductive present?","yes","yes"
"11905","checkpoint-3500","what shows haemorrhage?","the margin of infracted area","sectioned surface of liver with obvious haemorrhage"
"11906","checkpoint-3500","where is this area in the body?","abdomen","abdomen"
"11907","checkpoint-3500","what is not enlarged?","neoplasm gland","kidney"
"11908","checkpoint-3500","what is present?","cardiovascular","cardiovascular"
"11909","checkpoint-3500","does fibrinous peritonitis show parathyroid hyperplasia?","no","no"
"11910","checkpoint-3500","what is present?","hand","extremities"
"11911","checkpoint-3500","what does child have?","polycystic disease","conjoined twins cephalothoracopagus janiceps"
"11912","checkpoint-3500","what is present?","kidney","pancreas"
"11913","checkpoint-3500","what does this image show?","diaphragm","esophagus"
"11914","checkpoint-3500","where is this part in?","spleen","abdomen"
"11915","checkpoint-3500","what is a simian crease suspect?","previous slide from this case","syndactyly"
"11916","checkpoint-3500","what is present?","thymus","cardiovascular"
"11917","checkpoint-3500","is iron stored as ferritin and haemosiderin?","yes","yes"
"11918","checkpoint-3500","is endocrine present?","yes","yes"
"11919","checkpoint-3500","does this image show thyroid, normal?","yes","yes"
"11920","checkpoint-3500","does this image show garres osteomyelitis proliferative periosteitis?","yes","yes"
"11921","checkpoint-3500","what does this image show?","good example of poorly differentiated infiltrating ductal carcinoma","pancreatic fat necrosis"
"11922","checkpoint-3500","what are attenuated?","the internal and external elastic membranes","the walls"
"11923","checkpoint-3500","how are the organisms?","somewhat variable in size","in the alveolar spaces"
"11924","checkpoint-3500","what is present?","prostate","female reproductive"
"11925","checkpoint-3500","does this image show lung, hematoma?","yes","yes"
"11926","checkpoint-3500","what is caused by intracapillary leukocytes and proliferation of intrinsic glomerular cells?","glomerular hypercellularity","acute post-obstructive glomulonephritis"
"11927","checkpoint-3500","does this image show mostly head in photo gory edema?","yes","yes"
"11928","checkpoint-3500","is hepatobiliary present?","yes","yes"
"11929","checkpoint-3500","what is present?","bone","traumatic brain injury"
"11930","checkpoint-3500","is uremic frost present?","yes","yes"
"11931","checkpoint-3500","is joints present?","yes","yes"
"11932","checkpoint-3500","does bilateral cleft palate show necrotizing granuloma?","no","no"
"11933","checkpoint-3500","is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present?","no","no"
"11934","checkpoint-3500","are multiple and typical lesions easily seen?","yes","yes"
"11935","checkpoint-3500","is lateral view present?","no","no"
"11936","checkpoint-3500","what is the nodularity caused by?","stromal","inflammation and fibrosis"
"11937","checkpoint-3500","are two small pulmonary arterioles packed with laminated swirls of fetal squamous cells?","yes","yes"
"11938","checkpoint-3500","is acute myelogenous leukemia present?","yes","yes"
"11939","checkpoint-3500","is lymphangiomatosis present?","yes","yes"
"11940","checkpoint-3500","is the necrotic ulcer base useful in localizing and distinguishing adenomas from parathyroid hyperplasia, in which more than one gland will demonstrate increased uptake?","no","yes"
"11941","checkpoint-3500","where is this?","oral","lung"
"11942","checkpoint-3500","what is present?","respiratory","respiratory"
"11943","checkpoint-3500","what does this image show?","neural tube defect","heart"
"11944","checkpoint-3500","what does this image show?","kidney aspergillosis","kidney"
"11945","checkpoint-3500","does this image show tetracycline induced discoloration?","yes","yes"
"11946","checkpoint-3500","what is present?","autoimmune thyroiditis","endocrine"
"11947","checkpoint-3500","what does this image show?","pericarditis","adrenal gland"
"11948","checkpoint-3500","where is this?","urinary","lung"
"11949","checkpoint-3500","are extremities present?","yes","yes"
"11950","checkpoint-3500","how is marked enlargement of the air spaces?","with destruction alveolar septa but without fibrosis","by fibrosis and thickening of the wall"
"11951","checkpoint-3500","is some excess of mature and small differentiated lymphocytes degenerate forms appearing as bare smudged nuclei?","yes","no"
"11952","checkpoint-3500","does the superior vena cava show close-up well shown?","no","no"
"11953","checkpoint-3500","has loss of blood supply led to cutaneous ulcerations?","yes","yes"
"11954","checkpoint-3500","what is surrounded by lymphocytes, macrophages, and an eosinophil?","a binucleate reed-sternberg cell","a large cell with prominent nucleoli"
"11955","checkpoint-3500","is stomach present?","no","yes"
"11956","checkpoint-3500","does ameloblastoma show single metastatic appearing lesion is quite large diagnosis was reticulum cell sarcoma?","no","no"
"11957","checkpoint-3500","what is there around extravasated mucus?","inflammatory reaction","inflammatory cell infiltrate"
"11958","checkpoint-3500","what is present?","hematologic","spleen"
"11959","checkpoint-3500","is endocrine present?","yes","yes"
"11960","checkpoint-3500","what stain?","mucicarmine","brain"
"11961","checkpoint-3500","is herpes labialis present?","yes","yes"
"11962","checkpoint-3500","what has hemorrhage of subcutaneous vessels produced?","extensive discoloration","multiple petechial and purpuric hemorrhages"
"11963","checkpoint-3500","does acute peritonitis show typical not advanced macerated stillborn?","no","no"
"11964","checkpoint-3500","is spleen present?","yes","yes"
"11965","checkpoint-3500","is endocrine present?","yes","yes"
"11966","checkpoint-3500","does conjoined twins show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","no","no"
"11967","checkpoint-3500","what shows foamy macrophages?","lamina propria of the mucosa","inflammation"
"11968","checkpoint-3500","does this image show mucoepidermoid carcinoma?","yes","yes"
"11969","checkpoint-3500","what does this image show?","wrights easily seen blastic cells","peripheral blood with marked leukocytosis"
"11970","checkpoint-3500","does this image show typical cut surface appearance for severe ischemia?","yes","yes"
"11971","checkpoint-3500","does this image show normal appendix?","yes","yes"
"11972","checkpoint-3500","what is present?","liver","liver"
"11973","checkpoint-3500","does normal skeletal muscle have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","yes","yes"
"11974","checkpoint-3500","is liver present?","yes","yes"
"11975","checkpoint-3500","what is present?","cardiovascular","cardiovascular"
"11976","checkpoint-3500","what does this image show?","lung","lung"
"11977","checkpoint-3500","are the intertrabecular spaces filled by vascularized loose connective tissue?","yes","yes"
"11978","checkpoint-3500","is aorta present?","no","no"
"11979","checkpoint-3500","what is present?","hepatobiliary","hepatobiliary"
"11980","checkpoint-3500","what is present?","hematologic","cardiovascular"
"11981","checkpoint-3500","is granulomata slide present?","no","no"
"11982","checkpoint-3500","what does this image show?","thyroid","adrenal gland"
"11983","checkpoint-3500","is hepatobiliary present?","yes","yes"
"11984","checkpoint-3500","what does this image show?","stomach primary","bone marrow"
"11985","checkpoint-3500","what does this image show?","primodial cyst","tooth abscess"
"11986","checkpoint-3500","is female reproductive present?","yes","yes"
"11987","checkpoint-3500","what is present?","hematologic","hematologic"
"11988","checkpoint-3500","is chloramphenicol toxicity present?","no","no"
"11989","checkpoint-3500","what is present?","respiratory","respiratory"
"11990","checkpoint-3500","is female reproductive present?","yes","yes"
"11991","checkpoint-3500","are removal of suture confined to all the layers of the mucosa but the basement membrane on which these layers rest is intact?","no","no"
"11992","checkpoint-3500","what is present?","hematologic","hematologic"
"11993","checkpoint-3500","what does this image show?","hepatitis b virus","brain"
"11994","checkpoint-3500","what looks like an ascending cholangitis?","this","liver"
"11995","checkpoint-3500","what is present?","oral","oral"
"11996","checkpoint-3500","what is present?","sacrococcygeal teratoma","female reproductive"
"11997","checkpoint-3500","what is present?","nervous","nervous"
"11998","checkpoint-3500","is cardiovascular present?","yes","yes"
"11999","checkpoint-3500","what does this image show?","pancreas","peritoneum"
"12000","checkpoint-3500","what is present?","hepatobiliary","hepatobiliary"
"12001","checkpoint-4000","where does this belong to?","endocrine system","endocrine system"
"12002","checkpoint-4000","does malignant adenoma show keratoacanthoma?","no","no"
"12003","checkpoint-4000","what is present?","cardiovascular","cardiovascular"
"12004","checkpoint-4000","is kidney present?","yes","yes"
"12005","checkpoint-4000","what does the granulomatous response take the form of?","a three-dimensional sphere","a central caseous mass surrounded by reactive non-caseating epithelioid granulomas and langhans giant cells"
"12006","checkpoint-4000","what is present?","gastrointestinal","liver"
"12007","checkpoint-4000","is nervous present?","yes","yes"
"12008","checkpoint-4000","what is present?","hematologic","hematologic"
"12009","checkpoint-4000","does the wall of the stomach in the region of pyloric canal show thick wall coated internally by brownish, tan and necrotic material which is organised blood clot arrow?","no","yes"
"12010","checkpoint-4000","what is present?","oral","oral"
"12011","checkpoint-4000","is hepatobiliary present?","yes","yes"
"12012","checkpoint-4000","what is present?","spleen","liver"
"12013","checkpoint-4000","what are present?","extremities","extremities"
"12014","checkpoint-4000","does this image show lung, bronchopneumonia, bacterial?","yes","yes"
"12015","checkpoint-4000","does this image adrenal both adrenals external views focal hemorrhages do not know history looks like placental abruption?","yes","yes"
"12016","checkpoint-4000","does this image show child has polycystic disease?","yes","yes"
"12017","checkpoint-4000","are both cytotrophoblastic cells with single central nuclei and syncytiotrophoblastic cells with multiple dark nuclei embedded in eosinophilic cytoplasm present?","yes","yes"
"12018","checkpoint-4000","does rugal demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?","no","no"
"12019","checkpoint-4000","what is present?","hepatobiliary","liver"
"12020","checkpoint-4000","where is this?","urinary","lung"
"12021","checkpoint-4000","is heel ulcer present?","no","no"
"12022","checkpoint-4000","what has relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","normal skeletal muscle tissue","normal muscle"
"12023","checkpoint-4000","how are such lesions?","painless despite the presence of ulceration","often overlooked"
"12024","checkpoint-4000","what does this image show?","normal uterus","colon biopsy with he35 immunostain for smooth muscle"
"12025","checkpoint-4000","where is this area in the body?","heart","brain"
"12026","checkpoint-4000","is fracture present?","no","no"
"12027","checkpoint-4000","what does this image show?","heart","heart"
"12028","checkpoint-4000","is electron micrographs demonstrating fiber present?","yes","no"
"12029","checkpoint-4000","is endothelial injury used for demonstration of microbes?","no","yes"
"12030","checkpoint-4000","is liver present?","yes","yes"
"12031","checkpoint-4000","does neurofibroma show interlacing bundles of spindle-shaped cells separate by mucoid matrix?","yes","yes"
"12032","checkpoint-4000","does polyarteritis nodosa show normal appendix?","no","no"
"12033","checkpoint-4000","is polycystic disease infant present?","no","yes"
"12034","checkpoint-4000","is one collapsed vertebra and one filled with neoplasm looks like breast carcinoma but is an unclassified lymphoma?","yes","yes"
"12035","checkpoint-4000","what is present?","endocrine","liver"
"12036","checkpoint-4000","does this image show 7yo with craniopharyngioma and underdeveloped penis?","yes","yes"
"12037","checkpoint-4000","what is present?","cardiovascular","kidney"
"12038","checkpoint-4000","what is present?","vasculature","female reproductive"
"12039","checkpoint-4000","what is present?","acute lymphocytic leukemia","lymph node"
"12040","checkpoint-4000","is oral present?","yes","yes"
"12041","checkpoint-4000","is spleen present?","yes","yes"
"12042","checkpoint-4000","where is this?","urinary","urinary"
"12043","checkpoint-4000","does mesothelioma show ductopenia?","no","no"
"12044","checkpoint-4000","is peritoneum present?","yes","yes"
"12045","checkpoint-4000","what are natomical subdivisions of the stomach correlated with of gastric mucosa in different regions?","anatomical histological appearance regions","regions"
"12046","checkpoint-4000","is peritoneum present?","yes","yes"
"12047","checkpoint-4000","is natural color present?","no","no"
"12048","checkpoint-4000","is anencephaly present?","no","no"
"12049","checkpoint-4000","is lymph node present?","yes","yes"
"12050","checkpoint-4000","what does this image show?","kidney","kidney"
"12051","checkpoint-4000","what is shortened by compression fractures?","the osteoporotic vertebral body","length of the femoral head and neck"
"12052","checkpoint-4000","do immature myeloid cells indicate foci of hepatocytes undergoing necrosis in this pas-d-stained biopsy from a patient with acute hepatitis b?","no","yes"
"12053","checkpoint-4000","what is present?","respiratory","lung"
"12054","checkpoint-4000","is cardiovascular present?","yes","yes"
"12055","checkpoint-4000","is anomalous origin present?","no","no"
"12056","checkpoint-4000","what is present?","nervous","nervous"
"12057","checkpoint-4000","what is scanty connective tissue stroma seen between?","the cavernous spaces","osteoclasts and osteoblasts"
"12058","checkpoint-4000","what is present?","female reproductive","endocrine"
"12059","checkpoint-4000","what is present?","leukoplakia vocal cord","female reproductive system"
"12060","checkpoint-4000","is renal glomerulus composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","no","yes"
"12061","checkpoint-4000","what is present?","mesothelioma","lung"
"12062","checkpoint-4000","are x-ray intramyocardial arteries present?","no","no"
"12063","checkpoint-4000","what is present?","vasculature","vasculature"
"12064","checkpoint-4000","what is present?","hepatobiliary","liver"
"12065","checkpoint-4000","why does this image show obvious gangrenous necrosis?","due to shock or embolism postoperative cardiac surgery","due to shock and ischemia"
"12066","checkpoint-4000","where is this?","lung","lung"
"12067","checkpoint-4000","is hepatobiliary present?","yes","yes"
"12068","checkpoint-4000","what does this image show?","normal breast","brain"
"12069","checkpoint-4000","is retroperitoneal liposarcoma present?","yes","yes"
"12070","checkpoint-4000","what does this image show?","cellular detail well shown","lymph node"
"12071","checkpoint-4000","what is present?","liver","liver"
"12072","checkpoint-4000","is odontoid process subluxation with narrowing of foramen magnum present?","yes","yes"
"12073","checkpoint-4000","what does this image show?","skin","skin"
"12074","checkpoint-4000","what is present (top center)?","a perimysial interfascicular septum containing a blood vessel","muscle"
"12075","checkpoint-4000","is leiomyosarcoma present?","no","no"
"12076","checkpoint-4000","does this image show heart, acute myocardial infarction?","yes","yes"
"12077","checkpoint-4000","what looks like an ascending cholangitis?","this","liver"
"12078","checkpoint-4000","does the blue area demonstrate a well-demarcated nodule at the right of the field, with a portion of urethra seen to the left?","no","yes"
"12079","checkpoint-4000","is inset enlarged diffusely?","no","no"
"12080","checkpoint-4000","where is this?","oral","breast"
"12081","checkpoint-4000","does subcapsular hematoma show external view of massively enlarged spleen?","no","yes"
"12082","checkpoint-4000","is metastatic carcinoma breast present?","no","no"
"12083","checkpoint-4000","what joined chest and abdomen slide shows opened chest with two hearts?","this","female fetus with two hearts"
"12084","checkpoint-4000","what does this image show?","brain","brain"
"12085","checkpoint-4000","what is present?","liver","liver"
"12086","checkpoint-4000","what is present?","peritoneum","endocrine"
"12087","checkpoint-4000","what does this image show?","ductopenia","liver"
"12088","checkpoint-4000","is vasculature present?","yes","yes"
"12089","checkpoint-4000","is hepatobiliary present?","yes","yes"
"12090","checkpoint-4000","what does von recklinghausen?","disease is present","neurofibromatosis"
"12091","checkpoint-4000","what is present?","ameloblastoma","skin"
"12092","checkpoint-4000","what does this image show?","parathyroid","liver"
"12093","checkpoint-4000","is myocardium present?","yes","yes"
"12094","checkpoint-4000","are chematic mechanisms villous hypertrophy of the synovium and marked mononuclear inflammatory cell infiltrate in synovial membrane with formation of lymphoid follicles at places?","no","yes"
"12095","checkpoint-4000","where is this part in?","spleen","abdomen"
"12096","checkpoint-4000","where does this belong to?","endocrine system","endocrine system"
"12097","checkpoint-4000","is leiomyomas present?","no","no"
"12098","checkpoint-4000","what does this image show?","skeletal muscle","muscle atrophy"
"12099","checkpoint-4000","what is surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?","central coagulative necrosis","tumor"
"12100","checkpoint-4000","where is this from?","vasculature","vasculature"
"12101","checkpoint-4000","is acid present?","no","no"
"12102","checkpoint-4000","what does this image show?","white muscle","kidney"
"12103","checkpoint-4000","is muscle present?","yes","yes"
"12104","checkpoint-4000","what are present?","no","hand"
"12105","checkpoint-4000","is disease present?","yes","yes"
"12106","checkpoint-4000","is optic nerve present?","no","no"
"12107","checkpoint-4000","does this image show pancrease, islet amyloid, diabetes mellitus?","yes","yes"
"12108","checkpoint-4000","does the sectioned surface of the lung show grey-brown, firm area of consolidation affecting a lobe?","yes","yes"
"12109","checkpoint-4000","is gastrointestinal present?","yes","yes"
"12110","checkpoint-4000","does mucicarmine show whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","no","yes"
"12111","checkpoint-4000","does cervical leiomyoma show fracture line well shown very thin skull eggshell type?","no","no"
"12112","checkpoint-4000","what is present?","thymus","lung"
"12113","checkpoint-4000","what is present?","bone","brain"
"12114","checkpoint-4000","what does this image show?","high fibrous callus with osteoid and osteoblasts","osteosarcoma"
"12115","checkpoint-4000","is nodular tumor present?","no","no"
"12116","checkpoint-4000","is myelomonocytic leukemia present?","no","no"
"12117","checkpoint-4000","what does this image show?","wide fetal zone 2 days old","brain"
"12118","checkpoint-4000","is soft tissue present?","yes","yes"
"12119","checkpoint-4000","do liver cells show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","yes","yes"
"12120","checkpoint-4000","what does this image show?","lung","lung"
"12121","checkpoint-4000","where is this part in the figure?","endocrine system","liver"
"12122","checkpoint-4000","what does this image show?","heart","brain"
"12123","checkpoint-4000","what is present?","nervous","brain"
"12124","checkpoint-4000","does metastatic carcinoma prostate show dr garcia tumors 25?","no","no"
"12125","checkpoint-4000","does fixed tissue show recurrent hepatitis c virus?","no","yes"
"12126","checkpoint-4000","what is present?","joints","breast"
"12127","checkpoint-4000","is hand present?","no","no"
"12128","checkpoint-4000","is peritoneum present?","no","no"
"12129","checkpoint-4000","what is present?","downs syndrome","skin"
"12130","checkpoint-4000","is glomerulosa present?","no","no"
"12131","checkpoint-4000","where is this?","urinary","urinary"
"12132","checkpoint-4000","where does this belong to?","endocrine system","cardiovascular"
"12133","checkpoint-4000","is broad base also identified?","no","no"
"12134","checkpoint-4000","is hepatobiliary present?","yes","yes"
"12135","checkpoint-4000","is this good yellow color slide present?","no","no"
"12136","checkpoint-4000","what is present?","gastrointestinal","gastrointestinal"
"12137","checkpoint-4000","how is this typical thecoma with yellow foci quite?","obvious","good"
"12138","checkpoint-4000","where is this part in?","spleen","spleen"
"12139","checkpoint-4000","what stain?","alpha smooth muscle actin immunohistochemical","muscle"
"12140","checkpoint-4000","what is present?","linear fracture in occiput","fractures"
"12141","checkpoint-4000","what does this image show?","sternum saggital section obvious neoplasm from lung scar carcinoma","fractures well shown"
"12142","checkpoint-4000","is hepatobiliary present?","yes","yes"
"12143","checkpoint-4000","what is one collapsed?","vertebra and filled with neoplasm looks like breast carcinoma but an unclassified lymphoma","vertebra"
"12144","checkpoint-4000","does exposure show primary biliary cirrhosis?","no","no"
"12145","checkpoint-4000","what does this image show?","brain","lung"
"12146","checkpoint-4000","is pus in test tube present?","no","no"
"12147","checkpoint-4000","is there no ovary present to indicate the location of the tumor mass?","yes","yes"
"12148","checkpoint-4000","what are present?","extremities","fetuses with typical looking face and body"
"12149","checkpoint-4000","does bone biopsy show a band-like mononuclear infiltrate with a sharply-demarcated lower border?","no","yes"
"12150","checkpoint-4000","is fat necrosis present?","no","no"
"12151","checkpoint-4000","what is present?","cardiovascular","atherosclerosis"
