"ID","model_dir","question","correct_answer","model_output"
"8401","checkpoint-18000","is hematologic present?","yes","yes"
"8402","checkpoint-18000","is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?","no","no"
"8403","checkpoint-18000","is oral present?","yes","yes"
"8404","checkpoint-18000","does this image show uterus, leiomyoma?","yes","yes"
"8405","checkpoint-18000","is lower chest and abdomen anterior present?","no","no"
"8406","checkpoint-18000","what does this image show?","kidney","kidney"
"8407","checkpoint-18000","when does this image show a photo taken?","during life large lesion","post mortem"
"8408","checkpoint-18000","is hepatobiliary present?","yes","yes"
"8409","checkpoint-18000","what is present?","lip","skin"
"8410","checkpoint-18000","what does this image show?","typical cells","acute lymphoblastic leukemia"
"8411","checkpoint-18000","is metastatic neuroblastoma present?","yes","no"
"8412","checkpoint-18000","is oral present?","yes","yes"
"8413","checkpoint-18000","what is present?","larynx","larynx"
"8414","checkpoint-18000","does example show kidney transplant rejection?","no","no"
"8415","checkpoint-18000","is alpha smooth muscle actin immunohistochemical present?","no","no"
"8416","checkpoint-18000","what is present?","fracture","soft tissue"
"8417","checkpoint-18000","does pituitary show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","no"
"8418","checkpoint-18000","is subdiaphragmatic abscess present?","no","no"
"8419","checkpoint-18000","is hematologic present?","yes","yes"
"8420","checkpoint-18000","what does this image show?","spinal cord injury due to vertebral column trauma","brain"
"8421","checkpoint-18000","is gastrointestinal present?","yes","yes"
"8422","checkpoint-18000","is lymph node present?","yes","yes"
"8423","checkpoint-18000","what does this image show?","lungs","lung"
"8424","checkpoint-18000","is peritoneum present?","yes","no"
"8425","checkpoint-18000","what does this image show?","chagas disease","heart"
"8426","checkpoint-18000","what is present?","cardiovascular","endocrine"
"8427","checkpoint-18000","what is present?","vasculature","vasculature"
"8428","checkpoint-18000","what is present?","bone, calvarium","cardiovascular"
"8429","checkpoint-18000","what does this image show?","thromboembolus from leg veins in pulmonary artery","stomach"
"8430","checkpoint-18000","what is present?","liver","liver"
"8431","checkpoint-18000","is cardiovascular present?","yes","yes"
"8432","checkpoint-18000","what is present?","hematologic","liver"
"8433","checkpoint-18000","what is present?","hematologic","liver"
"8434","checkpoint-18000","is odontoid process subluxation with narrowing of foramen magnum present?","no","no"
"8435","checkpoint-18000","how does the upper dermis show a band-like mononuclear infiltrate?","with a sharply-demarcated lower border","with little epidermal separation"
"8436","checkpoint-18000","how is nodular parenchyma and dense intervening tumor tissue very?","good","well shown"
"8437","checkpoint-18000","what shown very thin skull eggshell type?","fracture line","fractures"
"8438","checkpoint-18000","does excellent example show osteoblastoma?","no","no"
"8439","checkpoint-18000","does this image show uterus, fallopian tubes, ovaries ; normal?","yes","yes"
"8440","checkpoint-18000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","small artery"
"8441","checkpoint-18000","is adrenal present?","yes","yes"
"8442","checkpoint-18000","is female reproductive present?","yes","yes"
"8443","checkpoint-18000","what was reticulum cell sarcoma?","diagnosis","this"
"8444","checkpoint-18000","is hand present?","yes","yes"
"8445","checkpoint-18000","what is present?","hepatobiliary","liver"
"8446","checkpoint-18000","is hours present?","no","no"
"8447","checkpoint-18000","is liver present?","yes","yes"
"8448","checkpoint-18000","what does this image show?","lung","kidney"
"8449","checkpoint-18000","is cardiovascular present?","yes","yes"
"8450","checkpoint-18000","what is present?","hepatobiliary","liver"
"8451","checkpoint-18000","are normal non-activated platelet, having open canalicular system and the cytoplasmic organelles bizarre atypical squamous cells but the border between the epidermis and dermis is intact ie?","no","no"
"8452","checkpoint-18000","what is present?","endocrine","endocrine"
"8453","checkpoint-18000","do this stain?","no","yes"
"8454","checkpoint-18000","what is present?","liver","liver"
"8455","checkpoint-18000","where is this?","oral","oral"
"8456","checkpoint-18000","what is present?","cardiovascular","cardiovascular"
"8457","checkpoint-18000","are the centres of whorls of smooth muscle and connective tissue formed again?","no","no"
"8458","checkpoint-18000","what does this image show?","brain","brain"
"8459","checkpoint-18000","what shows opened chest with two hearts?","chest and abdomen slide","opened uterus with polypoid lesion"
"8460","checkpoint-18000","is malignant thymoma present?","yes","yes"
"8461","checkpoint-18000","does this image show brain, encephalomalacia?","yes","yes"
"8462","checkpoint-18000","does lateral view show squamous cell carcinoma, lip?","no","no"
"8463","checkpoint-18000","is hemorrhage associated with placental abruption present?","no","no"
"8464","checkpoint-18000","what is present?","abdomen","female reproductive"
"8465","checkpoint-18000","is this fixed tissue present?","no","no"
"8466","checkpoint-18000","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"8467","checkpoint-18000","is chromophobe adenoma present?","yes","yes"
"8468","checkpoint-18000","does this image show body with extensive ecchymoses and desquamation?","yes","yes"
"8469","checkpoint-18000","is nervous present?","yes","yes"
"8470","checkpoint-18000","is no tissue recognizable as ovary present?","no","yes"
"8471","checkpoint-18000","is subacute endocarditis intact?","no","no"
"8472","checkpoint-18000","is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","no","yes"
"8473","checkpoint-18000","does this image show cut surface showing very thickened capsule with focal calcification very good close-up photo?","yes","yes"
"8474","checkpoint-18000","what is present?","uterus","female reproductive"
"8475","checkpoint-18000","what does this image show?","rabies","brain"
"8476","checkpoint-18000","is this good yellow color slide present?","no","no"
"8477","checkpoint-18000","does acute rheumatic mitral valvulitis result for the all shown in the figure?","no","no"
"8478","checkpoint-18000","is abdomen present?","yes","no"
"8479","checkpoint-18000","is liver present?","yes","yes"
"8480","checkpoint-18000","what include acanthosis, hyperkeratosis, and cytoplasmic vacuolization (koilocytosis, center)?","histopathologic features of condyloma acuminatum","characteristic features"
"8481","checkpoint-18000","where does this belong to?","endocrine system","endocrine system"
"8482","checkpoint-18000","what does this image show?","chronic osteomyelitis","osteosarcoma"
"8483","checkpoint-18000","is mesothelioma present?","no","no"
"8484","checkpoint-18000","are various types of epithelial cells seen in normal pap smear?","yes","yes"
"8485","checkpoint-18000","what is present?","sarcoidosis","liver"
"8486","checkpoint-18000","what does this image show?","lung","colon"
"8487","checkpoint-18000","is thymus present?","no","yes"
"8488","checkpoint-18000","does this image show normal lung?","yes","yes"
"8489","checkpoint-18000","does this image show liver, macronodular cirrhosis, hcv - transjugular intrahepatic portocaval shunt tips?","yes","yes"
"8490","checkpoint-18000","is cardiovascular present?","yes","yes"
"8491","checkpoint-18000","what is present?","metastatic carcinoma","female reproductive"
"8492","checkpoint-18000","does mycobacterium avium infection in a duodenal biopsy from a patient with aids show central granular caseation surrounded by epithelioid and multinucleate giant cells?","no","yes"
"8493","checkpoint-18000","where is this?","skin","skin"
"8494","checkpoint-18000","does the margin of the colony show bright fibres of silica?","no","yes"
"8495","checkpoint-18000","is cardiovascular present?","yes","yes"
"8496","checkpoint-18000","is rocky mountain present?","no","no"
"8497","checkpoint-18000","what is present?","oral","oral"
"8498","checkpoint-18000","is spleen present?","yes","yes"
"8499","checkpoint-18000","what does this image show?","shows lesion quite well in opened larynx","close-up view of opening of chest which is quite good"
"8500","checkpoint-18000","does lesion show pancreatic fat necrosis?","no","no"
"8501","checkpoint-18000","what does this image show?","nodes at tail of pancreas massively replaced by metastatic lung carcinoma","close-up of tumor mass in hilum"
"8502","checkpoint-18000","is endocervical polyp present?","no","no"
"8503","checkpoint-18000","is metastatic lung carcinoma present?","no","yes"
"8504","checkpoint-18000","what does this image show?","fibrocaseous mass of tissue","close-up of tumor"
"8505","checkpoint-18000","what does this image show?","tetracycline induced discoloration","tooth"
"8506","checkpoint-18000","where is this part in?","spleen","spleen"
"8507","checkpoint-18000","what is present?","calculi","spleen"
"8508","checkpoint-18000","has the alveolar spaces and blood vessels produced extensive discoloration?","no","yes"
"8509","checkpoint-18000","where does this belong to?","gastrointestinal system","gastrointestinal system"
"8510","checkpoint-18000","what is present?","liver","liver"
"8511","checkpoint-18000","does granulomata slide show saphenous vein graft sclerosis?","no","no"
"8512","checkpoint-18000","is hematologic present?","yes","yes"
"8513","checkpoint-18000","is simian crease present?","no","no"
"8514","checkpoint-18000","what stain?","normal uterus, alpha smooth muscle actin immunohistochemical","alpha smooth muscle actin immunohistochemical"
"8515","checkpoint-18000","where is this part in?","thymus","abdomen"
"8516","checkpoint-18000","what does this image show?","lung","thyroid"
"8517","checkpoint-18000","does this image show lymphocytic infiltration in perinodal fat?","yes","yes"
"8518","checkpoint-18000","is diagnosis present?","no","yes"
"8519","checkpoint-18000","what are present?","extremities","extremities"
"8520","checkpoint-18000","what serves to couple the cell membrane to extracellular matrix proteins such as laminin-2 and the intracellular cytoskeleton?","the complex of glycoproteins","cytoskeletal proteins"
"8521","checkpoint-18000","what does this image show?","kidney glomerulus","kidney"
"8522","checkpoint-18000","does this image show skin, kaposis 's sarcoma?","yes","yes"
"8523","checkpoint-18000","what is present?","six digits and syndactyly","conjoined twins cephalothoracopagus janiceps"
"8524","checkpoint-18000","does this image show anterior view of whole body?","yes","yes"
"8525","checkpoint-18000","has hemorrhage of subcutaneous vessels produced extensive discoloration?","yes","yes"
"8526","checkpoint-18000","is mixed mesodermal tumor present?","yes","yes"
"8527","checkpoint-18000","is endocrine present?","yes","yes"
"8528","checkpoint-18000","is lesion of myocytolysis present?","no","no"
"8529","checkpoint-18000","are eticulocytes in blood composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?","no","no"
"8530","checkpoint-18000","what is quite obvious?","this typical thecoma with yellow foci","the tumor"
"8531","checkpoint-18000","what is present?","nervous","nervous"
"8532","checkpoint-18000","where does this belong to?","gastrointestinal system","gastrointestinal system"
"8533","checkpoint-18000","are extremities present?","yes","yes"
"8534","checkpoint-18000","is plaque rupture without on the lower right in this apical four-chamber view of the heart?","no","no"
"8535","checkpoint-18000","is miliary tuberculosis present?","no","yes"
"8536","checkpoint-18000","how has the pancreas been sectioned?","longitudinally","with a large area of coagulated blood"
"8537","checkpoint-18000","what are confined to all the layers of the mucosa but the basement membrane on which these layers rest is intact?","atypical dysplastic squamous cells","epithelial islands"
"8538","checkpoint-18000","is atherosclerosis present?","no","yes"
"8539","checkpoint-18000","is there marked left atrial dilation as seen from above the valve?","yes","yes"
"8540","checkpoint-18000","how is hemosiderosis caused by blood transfusions?","numerous","by repeated blood transfusions"
"8541","checkpoint-18000","does this image show thyroid, goiter?","yes","yes"
"8542","checkpoint-18000","what is present?","placenta","female reproductive"
"8543","checkpoint-18000","what is present?","spleen","spleen"
"8544","checkpoint-18000","what does cut section of matted mass of lymph nodes show?","merging capsules and large areas of caseation necrosis","multiple rounded"
"8545","checkpoint-18000","what does both adrenals external views focal hemorrhages do not know history look?","like placental abruption","show hemorrhage in cortical tissue"
"8546","checkpoint-18000","what are common in india?","thalassaemia and hbd disorders","the most common types of hepatitis b virus"
"8547","checkpoint-18000","is breast present?","no","yes"
"8548","checkpoint-18000","what is present?","testicle","lymph node"
"8549","checkpoint-18000","where is this?","oral","oral"
"8550","checkpoint-18000","where is this?","oral","oral"
"8551","checkpoint-18000","does the immediate reaction have virtually immobilized the fingers, creating a clawlike flexion deformity?","no","yes"
"8552","checkpoint-18000","is aorta present?","yes","no"
"8553","checkpoint-18000","is thymus present?","yes","yes"
"8554","checkpoint-18000","what is present?","malignant thymoma","joints"
"8555","checkpoint-18000","does chromophobe adenoma show normal brain?","no","no"
"8556","checkpoint-18000","what is present?","liver","liver"
"8557","checkpoint-18000","what are present?","extremities","extremities"
"8558","checkpoint-18000","where is this?","heart","heart"
"8559","checkpoint-18000","is line of demarcation between gangrenous segment and the viable bowel not clear-cut?","yes","no"
"8560","checkpoint-18000","what is present?","vasculature","vasculature"
"8561","checkpoint-18000","did miliary spread to lungs, liver, spleen, kidneys and brain?","yes","yes"
"8562","checkpoint-18000","how is histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated?","with mononuclear infiltrates","with inflammatory cells"
"8563","checkpoint-18000","is acute monocytic leukemia present?","no","no"
"8564","checkpoint-18000","is gastrointestinal present?","yes","yes"
"8565","checkpoint-18000","is myocardium present?","no","yes"
"8566","checkpoint-18000","what is present?","gastrointestinal","gastrointestinal"
"8567","checkpoint-18000","where is this?","oral","oral"
"8568","checkpoint-18000","is anomalous origin present?","no","no"
"8569","checkpoint-18000","what is present?","oral","oral"
"8570","checkpoint-18000","is this image shows wrights typical present?","no","yes"
"8571","checkpoint-18000","what is present?","urinary","female reproductive"
"8572","checkpoint-18000","what is present?","abdomen","soft tissue"
"8573","checkpoint-18000","what does this image show?","breast","pancreas"
"8574","checkpoint-18000","what is present?","hand","extremities"
"8575","checkpoint-18000","does this image show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?","yes","yes"
"8576","checkpoint-18000","what is present?","bone marrow","hematologic"
"8577","checkpoint-18000","is liver present?","yes","yes"
"8578","checkpoint-18000","what is present?","vasculature","vasculature"
"8579","checkpoint-18000","where is this?","vasculature","urinary"
"8580","checkpoint-18000","why does this image show esophogus, varices portal hypertension?","due to cirrhosis hcv","due to alcoholic cirrhosis"
"8581","checkpoint-18000","what does this image show?","primary biliary cirrhosis","pleomorphic cells with obvious mucin secretion"
"8582","checkpoint-18000","where is this from?","gastrointestinal system","gastrointestinal system"
"8583","checkpoint-18000","what are bradyzoites present as?","pseudocyst","small, round, brown-black inclusions"
"8584","checkpoint-18000","is peritoneum present?","yes","no"
"8585","checkpoint-18000","is focal hemorrhagic infarction well shown present?","no","no"
"8586","checkpoint-18000","is notochord present?","no","no"
"8587","checkpoint-18000","what is present?","endocrine","gastrointestinal"
"8588","checkpoint-18000","what is present?","lymph node","liver"
"8589","checkpoint-18000","does normal show kidney, hemochromatosis, prussian blue?","no","no"
"8590","checkpoint-18000","is previous slide from this case present?","no","no"
"8591","checkpoint-18000","where is this?","skin","urinary"
"8592","checkpoint-18000","does this image show posterior view to show open cord?","yes","yes"
"8593","checkpoint-18000","how does this image show postmortangiogram?","with apparent lesions in proximal right coronary","with thrombus"
"8594","checkpoint-18000","what is present?","acute myelogenous leukemia","liver"
"8595","checkpoint-18000","what does this image show?","adrenal","spleen"
"8596","checkpoint-18000","is peritoneal fluid present?","no","no"
"8597","checkpoint-18000","what is present?","brain","nervous"
"8598","checkpoint-18000","how does child have disease?","polycystic","no"
"8599","checkpoint-18000","is a mallory-denk body present in another hepatocyte?","yes","yes"
"8600","checkpoint-18000","does fibrinous peritonitis show ruptured saccular aneurysm right middle cerebral artery?","no","no"
"8601","checkpoint-18000","is soft tissue present?","yes","yes"
"8602","checkpoint-18000","is muscle atrophy present?","no","no"
"8603","checkpoint-18000","is respiratory present?","yes","yes"
"8604","checkpoint-18000","what is heavier?","heart","the right side"
"8605","checkpoint-18000","what is present?","hematologic","hematologic"
"8606","checkpoint-18000","what does the basal layer show?","liquefactive degeneration","abnormal mitotic figures"
"8607","checkpoint-18000","what is present?","cardiovascular","vasculature"
"8608","checkpoint-18000","what does this image show?","granulomas","severe acute rejection"
"8609","checkpoint-18000","is lymphangiomatosis generalized present?","no","no"
"8610","checkpoint-18000","what are evident?","elongated cocci in pairs and short chains (streptococcus pneumoniae) and a neutrophil","numerous gram-negative diplococci"
"8611","checkpoint-18000","what is the osteoporotic vertebral body shorten by?","compression fractures","compression fractures"
"8612","checkpoint-18000","is sugar coated present?","yes","no"
"8613","checkpoint-18000","is view of head with scalp present?","no","no"
"8614","checkpoint-18000","what do not know history looks like placental abruption?","focal hemorrhages","acute myocardial infarction"
"8615","checkpoint-18000","what is present?","eye","eye"
"8616","checkpoint-18000","what does this image show?","excellent example of gangrene of the first four toes","excellent example of gangrene of great toe"
"8617","checkpoint-18000","what is present?","cyclops","face"
"8618","checkpoint-18000","what does this image show?","excellent example of submucosal","opened uterus with tumor in cervix"
"8619","checkpoint-18000","is a nucleolar pattern typical of antibodies against nucleolar proteins?","yes","yes"
"8620","checkpoint-18000","is scanty connective tissue stroma seen between the cavernous spaces?","yes","yes"
"8621","checkpoint-18000","what are present?","extremities","extremities"
"8622","checkpoint-18000","what does this image show?","necrotizing granuloma","spleen"
"8623","checkpoint-18000","is endocrine present?","yes","yes"
"8624","checkpoint-18000","is newborn cord around neck present?","no","no"
"8625","checkpoint-18000","by when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","day 10","within 24 hours"
"8626","checkpoint-18000","what does this image show?","thyroid","thyroid"
"8627","checkpoint-18000","what does this image show?","primary biliary cirrhosis","hepatitis c virus"
"8628","checkpoint-18000","what is present?","metastatic carcinoma","spleen"
"8629","checkpoint-18000","does this image show kidney, acute tubular necrosis?","yes","yes"
"8630","checkpoint-18000","what does this image show?","dr garcia tumors 47","electron micrograph"
"8631","checkpoint-18000","is lymphoid atrophy in newborn present?","no","no"
"8632","checkpoint-18000","where is this?","lung","lung"
"8633","checkpoint-18000","is oxygen delivery less with high ph, low 2,3-bpg and hbf?","yes","yes"
"8634","checkpoint-18000","what is present?","hematologic","spleen"
"8635","checkpoint-18000","does this image show small intestine, multifocal ulcers and hemorrhages, mucosal congestion?","yes","yes"
"8636","checkpoint-18000","does this image show neural tube defect, meningomyelocele?","yes","yes"
"8637","checkpoint-18000","where is this?","thorax","joints"
"8638","checkpoint-18000","where is this from?","female reproductive system","female reproductive system"
"8639","checkpoint-18000","does the rephine biopsy show replacement of marrow spaces with abnormal mononuclear cells?","yes","yes"
"8640","checkpoint-18000","what is soft, swollen and dark?","the affected part dark","the myocardium"
"8641","checkpoint-18000","what is present?","bicornate uterus","female reproductive"
"8642","checkpoint-18000","is osteoid osteoma composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","yes","yes"
"8643","checkpoint-18000","is oral present?","yes","yes"
"8644","checkpoint-18000","how is spleen , infarcts , disseminated coagulation?","intravascular","acute myelogenous leukemia"
"8645","checkpoint-18000","where is this?","skin","foot"
"8646","checkpoint-18000","where is this?","urinary","urinary"
"8647","checkpoint-18000","is a key set of connections made by dystrophin?","yes","no"
"8648","checkpoint-18000","is malignant histiocytosis present?","no","yes"
"8649","checkpoint-18000","what does this image show?","adrenal gland","spleen"
"8650","checkpoint-18000","what is present?","hematologic","spleen"
"8651","checkpoint-18000","what is present?","soft tissue","hematologic"
"8652","checkpoint-18000","what does this image show?","normal liver","liver"
"8653","checkpoint-18000","what is present?","cardiovascular","joints"
"8654","checkpoint-18000","what is present?","coronary artery","vasculature"
"8655","checkpoint-18000","what are demonstrated by immunohistochemical staining?","free tachyzoites","the tumor cells"
"8656","checkpoint-18000","does myelomonocytic leukemia show close-up of dorsum of hand with marked pitting edema good example?","no","no"
"8657","checkpoint-18000","what is present?","cardiovascular","female reproductive"
"8658","checkpoint-18000","two have lost whose nuclei?","their","two"
"8659","checkpoint-18000","is a scar smaller than the original wound thickened and infiltrated by acute and chronic inflammatory cells?","no","no"
"8660","checkpoint-18000","does this image show typical not advanced macerated stillborn?","yes","yes"
"8661","checkpoint-18000","is histiocyte present?","no","yes"
"8662","checkpoint-18000","are replication of viral dna the haemoglobin disorders common in india?","no","yes"
"8663","checkpoint-18000","what is present?","liver","liver"
"8664","checkpoint-18000","is endometrial polyp present?","no","yes"
"8665","checkpoint-18000","what is present?","hepatobiliary","liver"
"8666","checkpoint-18000","what stain?","silver","gram stain"
"8667","checkpoint-18000","does this image show x-ray hand?","yes","yes"
"8668","checkpoint-18000","what does this image show?","kidney","vasculature"
"8669","checkpoint-18000","is bone, calvarium present?","yes","yes"
"8670","checkpoint-18000","does this image show lung, cyomegalovirus pneumonia?","yes","yes"
"8671","checkpoint-18000","does the sectioned surface show haemorrhage?","no","yes"
"8672","checkpoint-18000","what is present?","cardiovascular","endocrine"
"8673","checkpoint-18000","is mixed mesodermal tumor present?","no","no"
"8674","checkpoint-18000","is sarcoidosis present?","yes","yes"
"8675","checkpoint-18000","is deposition of antibody on endothelium and activation of complement markedly expanded by an infiltrate of lymphocytes and plasma cells?","no","yes"
"8676","checkpoint-18000","is oral present?","yes","yes"
"8677","checkpoint-18000","what is present?","megaloblasts pernicious anemia","hematologic"
"8678","checkpoint-18000","is acute peritonitis present?","no","no"
"8679","checkpoint-18000","do pagets disease stain?","no","yes"
"8680","checkpoint-18000","why does this image show pancreas, uremic pancreatitis?","due to polycystic kidney","due to chronic renal failure"
"8681","checkpoint-18000","what is present?","cardiovascular","vasculature"
"8682","checkpoint-18000","what is present?","endocrine","endocrine"
"8683","checkpoint-18000","is cardiovascular present?","yes","yes"
"8684","checkpoint-18000","what is present?","liver","liver"
"8685","checkpoint-18000","what does this image show?","opened cranial vault with many frontal and right temporal fossa fractures","close-up view of base of skull with several fractures"
"8686","checkpoint-18000","what does this image show?","kidney","kidney"
"8687","checkpoint-18000","what is present?","varices","hematologic"
"8688","checkpoint-18000","what is present?","spleen","spleen"
"8689","checkpoint-18000","what does the epidermis show in the number of layers of the squamous epithelium?","an increase","a few cells"
"8690","checkpoint-18000","what does this image show?","heart","heart"
"8691","checkpoint-18000","are a few well-developed cell nests with keratinisation correlated with histological appearance of gastric mucosa in different regions?","no","yes"
"8692","checkpoint-18000","does this image show spleen, lymphoma?","yes","yes"
"8693","checkpoint-18000","does this image show thermal burned skin?","yes","yes"
"8694","checkpoint-18000","what is present?","aorta","cardiovascular"
"8695","checkpoint-18000","what does this image show?","spleen","spleen"
"8696","checkpoint-18000","what is present?","prostate","spleen"
"8697","checkpoint-18000","is peritoneum present?","yes","no"
"8698","checkpoint-18000","what is present?","endocrine","endocrine"
"8699","checkpoint-18000","is foot present?","no","no"
"8700","checkpoint-18000","is acute lymphocytic leukemia present?","no","no"
"8701","checkpoint-18000","where is this?","urinary","urinary"
"8702","checkpoint-18000","how is excellent close-up view sliced testicle with intact epididymis?","open","to show neoplasm"
"8703","checkpoint-18000","does immunostain for growth hormone show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?","no","no"
"8704","checkpoint-18000","where is this area in the body?","abdomen","abdomen"
"8705","checkpoint-18000","is viral dna sloughed off at places with exudate of muco-pus in the lumen?","no","yes"
"8706","checkpoint-18000","what is present?","cardiovascular","cardiovascular"
"8707","checkpoint-18000","is primary syphilis: primary lesion 'chancre ' on glans penis?","yes","yes"
"8708","checkpoint-18000","is candida in peripheral blood present?","yes","yes"
"8709","checkpoint-18000","does metastatic carcinoma show gms granuloma due to pneumocystis aids case?","no","no"
"8710","checkpoint-18000","is joints present?","yes","yes"
"8711","checkpoint-18000","does fat necrosis show normal cardiovascular?","no","no"
"8712","checkpoint-18000","what is present?","basilar skull fracture","basilar skull fracture"
"8713","checkpoint-18000","what is the embolus composed of?","hematopoietic marrow and marrow fat cells","thrombus"
"8714","checkpoint-18000","does this image show skin, neurofibromatosis?","yes","yes"
"8715","checkpoint-18000","is the tumor hemorrhagic?","yes","yes"
"8716","checkpoint-18000","does acute lymphocytic leukemia show carotid sclerosing panarteritis?","no","no"
"8717","checkpoint-18000","what is present?","cardiovascular","cardiovascular"
"8718","checkpoint-18000","is lymph node present?","yes","yes"
"8719","checkpoint-18000","does this image show thromboembolus from leg veins in pulmonary artery?","yes","yes"
"8720","checkpoint-18000","what is present?","female reproductive","female reproductive"
"8721","checkpoint-18000","is papillary intraductal adenocarcinoma present?","no","no"
"8722","checkpoint-18000","what does this image show?","median rhomboid glossitis","leukoplakia"
"8723","checkpoint-18000","is kidney present?","yes","no"
"8724","checkpoint-18000","what are lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","alveolar walls","goblet cells"
"8725","checkpoint-18000","what is present?","nervous","nervous"
"8726","checkpoint-18000","is testicle present?","yes","yes"
"8727","checkpoint-18000","does liver show mild acute rejection?","no","yes"
"8728","checkpoint-18000","is typical ivory vertebra present?","no","no"
"8729","checkpoint-18000","are the osteoblastic rimming of the bony trabeculae characteristically absent?","yes","yes"
"8730","checkpoint-18000","what does this image show?","mucoepidermoid carcinoma","oral ulcer"
"8731","checkpoint-18000","does pulmonary osteoarthropathy show close-up of ruptured area very good?","no","no"
"8732","checkpoint-18000","does close-up of lesion show kidney, polyarteritis nodosa?","no","no"
"8733","checkpoint-18000","is sacrococcygeal teratoma present?","yes","no"
"8734","checkpoint-18000","is male reproductive present?","yes","yes"
"8735","checkpoint-18000","what does this image show?","massive replacement can not see any adrenal tissue","close-up of tumor"
"8736","checkpoint-18000","is angiogram present?","yes","yes"
"8737","checkpoint-18000","what is present?","spleen","spleen"
"8738","checkpoint-18000","what does b, congo red staining show as seen by red-pink colour?","congophilia","a large tumour with abundant eosinophilic cytoplasm and small regular nuclei"
"8739","checkpoint-18000","are the normal gland acini seen on the left?","yes","yes"
"8740","checkpoint-18000","does meningioma show chronic pancreatitis with cyst formation?","no","no"
"8741","checkpoint-18000","does adenocarcinoma show recurrent hepatitis c virus?","no","no"
"8742","checkpoint-18000","what is present?","bone, calvarium","bone"
"8743","checkpoint-18000","does this image show recurrent hepatitis c virus?","yes","yes"
"8744","checkpoint-18000","is candida in peripheral blood present?","no","no"
"8745","checkpoint-18000","does this image show infant bicornate uterus?","yes","yes"
"8746","checkpoint-18000","does this image show radicular cyst?","yes","yes"
"8747","checkpoint-18000","does this image show x-ray sella?","yes","yes"
"8748","checkpoint-18000","do interstitial fibrosis and tubular atrophy consist of uncalcified osteoid?","no","no"
"8749","checkpoint-18000","what is present?","abdomen","female reproductive"
"8750","checkpoint-18000","what is incidental finding died?","with promyelocytic leukemia stomach lesion #","granuloma slide"
"8751","checkpoint-18000","what does this image show?","post-orthotopic liver transplant","liver"
"8752","checkpoint-18000","what said to be aml infiltrates?","not best color rendition showing elevated macular lesions on arm","excellent example"
"8753","checkpoint-18000","what does this image show?","kidney","kidney"
"8754","checkpoint-18000","does granuloma show pancreatic fat necrosis?","no","no"
"8755","checkpoint-18000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","vasculature"
"8756","checkpoint-18000","does this image show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","yes","yes"
"8757","checkpoint-18000","what is present?","abdomen","vasculature"
"8758","checkpoint-18000","what does this image show?","excellent gangrenous necrosis of fingers said to be due to embolism","excellent example of gangrene of great toe"
"8759","checkpoint-18000","is congo red congested?","no","yes"
"8760","checkpoint-18000","what is present?","lymphangiomatosis","face"
"8761","checkpoint-18000","what is present?","lymph node","female reproductive"
"8762","checkpoint-18000","does this image show inguinal hernia?","yes","yes"
"8763","checkpoint-18000","does the lesion contain recognizable colloid?","no","yes"
"8764","checkpoint-18000","what does this image show?","pancreatic fat necrosis","pancreas"
"8765","checkpoint-18000","how is excellent close-up view sliced open testicle?","intact epididymis","primary"
"8766","checkpoint-18000","what is present?","endocrine","endocrine"
"8767","checkpoint-18000","how is bone marrow from an infant infected?","with parvovirus b19","with mvc characterized by a paucity of mature neutrophils"
"8768","checkpoint-18000","what is present?","tuberculosis","liver"
"8769","checkpoint-18000","are the vascular spaces large, dilated, many containing blood, and are lined by flattened endothelial cells?","yes","yes"
"8770","checkpoint-18000","what undergoes metaplastic change to columnar epithelium of intestinal type?","part of the oesophagus which is normally lined by squamous epithelium","the normal gastric mucosa"
"8771","checkpoint-18000","does this image show close-up of head typical?","yes","yes"
"8772","checkpoint-18000","what is present?","nervous","endocrine"
"8773","checkpoint-18000","what does this image show?","nicely shown large neoplasm with fish flesh cerebriform appearance","opened uterus with tumor mass in cervix and vagina slide"
"8774","checkpoint-18000","what is present?","spleen","spleen"
"8775","checkpoint-18000","is hepatobiliary present?","yes","yes"
"8776","checkpoint-18000","is metastatic carcinoma present?","yes","yes"
"8777","checkpoint-18000","where did etastatic carcinomatous deposit?","in the mat mass of lymph nodes","lung"
"8778","checkpoint-18000","what is present?","aorta","endocrine"
"8779","checkpoint-18000","does this image show pancreatic fat necrosis, pancreatitis/necrosis?","yes","yes"
"8780","checkpoint-18000","is autoimmune thyroiditis present?","yes","yes"
