"ID","question","correct_answer","model_output"
"3406","is hepatobiliary present?","yes","answer: yes"
"3407","is the superior vena cava present?","no","answer: yes"
"3408","what is present?","liver","answer: granulomas"
"3409","is liver present?","yes","answer: yes"
"3410","is chromophobe adenoma present?","no","answer: yes"
"3411","what is present?","hepatobiliary","answer: granulomas"
"3412","what is present?","liver","answer: granulomas"
"3413","what does this image show?","primary biliary cirrhosis","answer: granulomas"
"3414","is high-power detail of an asbestos body shorten by compression fractures?","no","answer: no"
"3415","does this image show primary biliary cirrhosis?","yes","answer: no"
"3416","does cachexia show primary biliary cirrhosis?","no","answer: no"
"3417","what is present?","hepatobiliary","answer: granulomas"
"3418","is hepatobiliary present?","yes","answer: yes"
"3419","is pierre robin sndrome present?","no","answer: no"
"3420","what is present?","liver","answer: granulomas"
"3421","is liver present?","yes","answer: no"
"3422","is stress present?","no","answer: yes"
"3423","what is present?","hepatobiliary","answer: granulomas"
"3424","what is present?","liver","answer: granulomas"
"3425","what is composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","osteoid osteoma","answer: granuloma"
"3426","what does this image show?","primary biliary cirrhosis","answer: granuloma"
"3427","does this image show primary biliary cirrhosis?","yes","answer: no"
"3428","does atheromatous embolus show primary biliary cirrhosis?","no","answer: no"
"3429","what is present?","hepatobiliary","answer: neutrophils"
"3430","is hepatobiliary present?","yes","answer: yes"
"3431","is malformed base present?","no","answer: yes"
"3432","what is present?","liver","answer: granulomas"
"3433","is liver present?","yes","answer: no"
"3434","is diagnosis present?","no","answer: granuloma"
"3435","what is present?","hepatobiliary","answer: neutrophils"
"3436","what is osteoid osteoma composed of?","haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts","answer: osteoid"
"3437","what is present?","liver","answer: multinucleated giant cells"
"3438","what does this image show?","primary biliary cirrhosis","answer: lipoid pneumonia"
"3439","does this image show primary biliary cirrhosis?","yes","answer: yes"
"3440","does hypersegmented neutrophil show primary biliary cirrhosis?","no","answer: yes"
"3441","what is present?","hepatobiliary","answer: lipid accumulation"
"3442","is hepatobiliary present?","yes","answer: yes"
"3443","is metastatic neuroblastoma present?","no","answer: yes"
"3444","what is present?","liver","answer: lipoid granuloma"
"3445","is liver present?","yes","answer: yes"
"3446","is intraductal papillomatosis with apocrine metaplasia present?","no","answer: yes"
"3447","what has led to cutaneous ulcerations?","loss of blood supply","answer: vasculitis"
"3448","is osteoid osteoma composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","yes","answer: yes"
"3449","what is present?","hepatobiliary","answer: lipoid granuloma"
"3450","what is present?","liver","answer: lipid droplets"
"3451","what does this image show?","primary biliary cirrhosis","answer: granulomas"
"3452","does this image show primary biliary cirrhosis?","yes","answer: yes"
"3453","does situs inversus show primary biliary cirrhosis?","no","answer: yes"
"3454","what is present?","hepatobiliary","answer: hepatocellular necrosis"
"3455","is hepatobiliary present?","yes","answer: yes"
"3456","is inflamed exocervix present?","no","answer: yes"
"3457","what is present?","liver","answer: necrosis"
"3458","is liver present?","yes","answer: yes"
"3459","is renal glomerulus composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","no","answer: yes"
"3460","is view of head with scalp present?","no","answer: no"
"3461","what is present?","hepatobiliary","answer: hepatocellular necrosis"
"3462","what is present?","liver","answer: hepatocellular necrosis"
"3463","what does this image show?","primary biliary cirrhosis","answer: granuloma"
"3464","does this image show primary biliary cirrhosis?","yes","answer: no"
"3465","does right leaf of diaphragm show primary biliary cirrhosis?","no","answer: no"
"3466","what is present?","hepatobiliary","answer: granulomas"
"3467","is hepatobiliary present?","yes","answer: yes"
"3468","is marfans syndrome present?","no","answer: no"
"3469","what is present?","liver","answer: granulomas"
"3470","what are filled by vascularized loose connective tissue?","the intertrabecular spaces","answer: granulomas"
"3471","is liver present?","yes","answer: yes"
"3472","is the superior vena cava present?","no","answer: no"
"3473","what is present?","hepatobiliary","answer: granulomas"
"3474","what is present?","liver","answer: granulomas"
"3475","what does this image show?","primary biliary cirrhosis","answer: muscle necrosis"
"3476","does this image show primary biliary cirrhosis?","yes","answer: no"
"3477","does polysplenia show primary biliary cirrhosis?","no","answer: no"
"3478","what is present?","hepatobiliary","answer: granulomas"
"3479","is hepatobiliary present?","yes","answer: yes"
"3480","is chronic lymphocytic leukemia present?","no","answer: no"
"3481","what are the intertrabecular spaces filled by?","vascularized loose connective tissue","answer: granulomas"
"3482","what is present?","liver","answer: granulomas"
"3483","is liver present?","yes","answer: yes"
"3484","is heart present?","no","answer: yes"
"3485","what is present?","hepatobiliary","answer: muscle necrosis"
"3486","what is present?","liver","answer: muscle necrosis"
"3487","what does this image show?","autoimmune hepatitis","answer: granuloma"
"3488","does this image show autoimmune hepatitis?","yes","answer: no"
"3489","does corpus luteum show autoimmune hepatitis?","no","answer: no"
"3490","what is present?","hepatobiliary","answer: granulomas"
"3491","is hepatobiliary present?","yes","answer: yes"
"3492","are the intertrabecular spaces filled by vascularized loose connective tissue?","yes","answer: yes"
"3493","is all the fat necrosis present?","no","answer: yes"
"3494","what is present?","liver","answer: granuloma"
"3495","is liver present?","yes","answer: yes"
"3496","is metastatic carcinoma prostate present?","no","answer: no"
"3497","what is present?","hepatobiliary","answer: granulomas"
"3498","what is present?","liver","answer: granulomas"
"3499","what does this image show?","primary biliary cirrhosis","answer: granuloma"
"3500","does this image show primary biliary cirrhosis?","yes","answer: no"
"3501","does pinworm show primary biliary cirrhosis?","no","answer: no"
"3502","what is present?","hepatobiliary","answer: granulomas"
"3503","are the alveoli filled by vascularized loose connective tissue?","no","answer: yes"
"3504","is hepatobiliary present?","yes","answer: yes"
"3505","is focal hemorrhagic infarction well shown present?","no","answer: yes"
"3506","what is present?","liver","answer: granuloma"
"3507","is liver present?","yes","answer: yes"
"3508","is hand present?","no","answer: yes"
"3509","what is present?","hepatobiliary","answer: granulomas"
"3510","what is present?","liver","answer: granulomas"
"3511","what does this image show?","autoimmune hepatitis","answer: granuloma"
"3512","does this image show autoimmune hepatitis?","yes","answer: no"
"3513","does serous cystadenoma show autoimmune hepatitis?","no","answer: no"
"3514","what is encased by a thin layer of reactive bone?","a nodule of hyaline cartilage","answer: cartilage"
"3515","what is present?","hepatobiliary","answer: granulomas"
"3516","is hepatobiliary present?","yes","answer: yes"
"3517","is adrenal of premature 30 week gestation gram infant lesion present?","no","answer: yes"
"3518","what is present?","liver","answer: granulomas"
"3519","is liver present?","yes","answer: yes"
"3520","is artery present?","no","answer: yes"
"3521","what is present?","hepatobiliary","answer: granulomas"
"3522","what is present?","liver","answer: granulomas"
"3523","what does this image show?","autoimmune hepatitis","answer: granuloma"
"3524","does this image show autoimmune hepatitis?","yes","answer: no"
"3525","what is enchondroma composed of?","a nodule of hyaline cartilage","answer: chondroid"
"3526","does foot show autoimmune hepatitis?","no","answer: yes"
"3527","what is present?","hepatobiliary","answer: granulomas"
"3528","is hepatobiliary present?","yes","answer: yes"
"3529","is cysticercosis present?","no","answer: yes"
"3530","what is present?","liver","answer: granulomas"
"3531","is liver present?","yes","answer: yes"
"3532","is papillary adenoma present?","no","answer: no"
"3533","what is present?","hepatobiliary","answer: granulomas"
"3534","what is present?","liver","answer: granulomas"
"3535","what does this image show?","autoimmune hepatitis","answer: granulomatous inflammation"
"3536","how is enchondroma composed?","of a nodule of hyaline cartilage","answer: chondroid"
"3537","does this image show autoimmune hepatitis?","yes","answer: no"
"3538","does exact cause show autoimmune hepatitis?","no","answer: no"
"3539","what is present?","hepatobiliary","answer: neutrophils"
"3540","is hepatobiliary present?","yes","answer: yes"
"3541","is choanal atresia present?","no","answer: yes"
"3542","what is present?","liver","answer: granulomas"
"3543","is liver present?","yes","answer: yes"
"3544","is size present?","no","answer: yes"
"3545","what is present?","hepatobiliary","answer: granulomas"
"3546","what is present?","liver","answer: granulomas"
"3547","is enchondroma composed of a nodule of hyaline cartilage encased by a thin layer of reactive bone?","yes","answer: yes"
"3548","what does this image show?","autoimmune hepatitis","answer: granulomas"
"3549","does this image show autoimmune hepatitis?","yes","answer: no"
"3550","does amyloidosis show autoimmune hepatitis?","no","answer: yes"
"3551","what is present?","hepatobiliary","answer: granulomas"
"3552","is hepatobiliary present?","yes","answer: yes"
"3553","is cysticercosis present?","no","answer: yes"
"3554","what is present?","liver","answer: granulomas"
"3555","is liver present?","yes","answer: no"
"3556","is endocervical polyp present?","no","answer: yes"
"3557","what is present?","hepatobiliary","answer: granuloma"
"3558","what has loss of blood supply led to?","cutaneous ulcerations","answer: gangrene"
"3559","is the adrenal cortex encased by a thin layer of reactive bone?","no","answer: yes"
"3560","what is present?","liver","answer: granuloma"
"3561","what does this image show?","autoimmune hepatitis","answer: granulomas"
"3562","does this image show autoimmune hepatitis?","yes","answer: no"
"3563","does leg show autoimmune hepatitis?","no","answer: yes"
"3564","what is present?","hepatobiliary","answer: granulomas"
"3565","is hepatobiliary present?","yes","answer: yes"
"3566","is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?","no","answer: yes"
"3567","what is present?","liver","answer: granulomas"
"3568","is liver present?","yes","answer: yes"
"3569","is cut present?","no","answer: yes"
"3570","what serves to couple the cell membrane to extracellular matrix proteins such as laminin-2 and the intracellular cytoskeleton?","the complex of glycoproteins","answer: integrins"
"3571","what is present?","hepatobiliary","answer: granulomas"
"3572","what is present?","liver","answer: granulomas"
"3573","what does this image show?","granulomas","answer: granulomas"
"3574","does this image show granulomas?","yes","answer: yes"
"3575","does granuloma show granulomas?","no","answer: yes"
"3576","what is present?","hepatobiliary","answer: granulomas"
"3577","is hepatobiliary present?","yes","answer: yes"
"3578","is basilar skull fracture present?","no","answer: yes"
"3579","what is present?","liver","answer: granulomas"
"3580","is liver present?","yes","answer: yes"
"3581","what does this complex of glycoproteins serve to couple?","the cell membrane and the extracellular matrix proteins","answer: protein to membrane"
"3582","is umbilical cord present?","no","answer: no"
"3583","what is present?","hepatobiliary","answer: granulomas"
"3584","what is present?","liver","answer: granulomas"
"3585","what does this image show?","high molecular weight keratin","answer: interstitial fibrosis"
"3586","does this image show high molecular weight keratin?","yes","answer: yes"
"3587","does rheumatoid arthritis show high molecular weight keratin?","no","answer: yes"
"3588","what is present?","hepatobiliary","answer: granulomas"
"3589","is hepatobiliary present?","yes","answer: yes"
"3590","is leiomyoma present?","no","answer: yes"
"3591","what is present?","liver","answer: neutrophils"
"3592","does this complex of glycoproteins serve to couple the cell membrane to extracellular matrix proteins such as laminin-2 and the intracellular cytoskeleton?","yes","answer: yes"
"3593","is liver present?","yes","answer: yes"
"3594","is subcapsular hematoma present?","no","answer: yes"
"3595","what does this image show?","low molecular weight keratin","answer: keratinocyte proliferation"
"3596","does this image show low molecular weight keratin?","yes","answer: yes"
"3597","does polyarteritis nodosa show low molecular weight keratin?","no","answer: yes"
"3598","what is present?","hepatobiliary","answer: epithelial cells"
"3599","is hepatobiliary present?","yes","answer: yes"
"3600","is histiocyte present?","no","answer: yes"
"3601","what is present?","liver","answer: parietal cells"
"3602","is liver present?","yes","answer: yes"
"3603","does the light green polypeptides serve to couple the cell membrane to extracellular matrix proteins such as laminin-2 and the intracellular cytoskeleton?","no","answer: yes"
"3604","is metastatic lung carcinoma present?","no","answer: yes"
"3605","what does this image show?","ductopenia","answer: liver necrosis"
"3606","does this image show ductopenia?","yes","answer: yes"
"3607","does mesothelioma show ductopenia?","no","answer: yes"
"3608","what is present?","hepatobiliary","answer: hepatocellular necrosis"
"3609","is hepatobiliary present?","yes","answer: yes"
"3610","is hypersegmented neutrophil present?","no","answer: yes"
"3611","what is present?","liver","answer: hepatocellular necrosis"
"3612","is liver present?","yes","answer: yes"
"3613","is plasma cell present?","no","answer: yes"
"3614","what is made by dystrophin?","a key set of connections","answer: structural protein"
"3615","what does this image show?","ductopenia","answer: hepatocellular necrosis"
"3616","does this image show ductopenia?","yes","answer: yes"
"3617","does a bulge show ductopenia?","no","answer: yes"
"3618","what is present?","hepatobiliary","answer: granulomas"
"3619","is hepatobiliary present?","yes","answer: yes"
"3620","is endometritis postpartum present?","no","answer: yes"
"3621","what is present?","liver","answer: granulomas"
"3622","is liver present?","yes","answer: yes"
"3623","is leiomyosarcoma present?","no","answer: yes"
"3624","what does this image show?","moderate acute rejection","answer: granuloma"
"3625","what is a key set of connections made by?","dystrophin","answer: membrane"
"3626","does this image show moderate acute rejection?","yes","answer: yes"
"3627","does bone, skull show moderate acute rejection?","no","answer: yes"
"3628","what is present?","hepatobiliary","answer: granulomas"
"3629","is hepatobiliary present?","yes","answer: yes"
"3630","is hemochromatosis present?","no","answer: yes"
"3631","what is present?","liver","answer: granulomas"
"3632","is liver present?","yes","answer: yes"
"3633","is fracture present?","no","answer: yes"
"3634","what does this image show?","moderate acute rejection","answer: hepatocellular necrosis"
"3635","does this image show moderate acute rejection?","yes","answer: no"
"3636","is a key set of connections made by dystrophin?","yes","answer: yes"
"3637","does hemisection of nose show moderate acute rejection?","no","answer: yes"
"3638","what is present?","hepatobiliary","answer: hepatocyte necrosis"
"3639","is hepatobiliary present?","yes","answer: yes"
"3640","is blood present?","no","answer: yes"
"3641","what is present?","liver","answer: hemorrhage"
"3642","is liver present?","yes","answer: yes"
"3643","is stein leventhal present?","no","answer: yes"
"3644","what does this image show?","moderate acute rejection","answer: granuloma"
"3645","does this image show moderate acute rejection?","yes","answer: yes"
"3646","does pituitary show moderate acute rejection?","no","answer: yes"
"3647","are characteristic intranuclear inclusions made by dystrophin?","no","answer: no"
"3648","what is present?","hepatobiliary","answer: granulomas"
"3649","is hepatobiliary present?","yes","answer: yes"
"3650","is chordoma present?","no","answer: yes"
"3651","what is present?","liver","answer: granulomas"
"3652","is liver present?","yes","answer: yes"
"3653","is cytomegaly present?","no","answer: yes"
"3654","what does this image show?","mild acute rejection","answer: pneumoconiosis"
"3655","does this image show mild acute rejection?","yes","answer: yes"
"3656","does liver show mild acute rejection?","no","answer: yes"
"3657","what is present?","hepatobiliary","answer: granulomas"
"3658","what has relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","normal skeletal muscle tissue","answer: muscle"
"3659","is hepatobiliary present?","yes","answer: yes"
"3660","is capillary present?","no","answer: yes"
"3661","what is present?","liver","answer: granulomas"
"3662","is liver present?","yes","answer: yes"
"3663","is anencephaly present?","no","answer: no"
"3664","what does this image show?","hepatitis b virus","answer: lymphocyte infiltration"
"3665","does this image show hepatitis b virus, hbve antigen immunohistochemistry?","yes","answer: yes"
"3666","does myelomonocytic leukemia show hepatitis b virus, hbve antigen immunohistochemistry?","no","answer: yes"
"3667","what is present?","hepatobiliary","answer: neutrophils"
"3668","is hepatobiliary present?","yes","answer: yes"
"3669","has loss of blood supply led to cutaneous ulcerations?","yes","answer: yes"
"3670","what does normal skeletal muscle tissue have?","relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue","answer: Z lines"
"3671","is lesion in dome of uterus present?","no","answer: yes"
"3672","what is present?","liver","answer: neutrophils"
"3673","is liver present?","yes","answer: no"
"3674","is small intestine present?","no","answer: no"
"3675","what does this image show?","polyarteritis nodosa","answer: cavernous malformation"
"3676","does this image show polyarteritis nodosa, liver arteriogram?","yes","answer: yes"
"3677","does fibrotic lesion show polyarteritis nodosa, liver arteriogram?","no","answer: yes"
"3678","what is present?","hepatobiliary","answer: hepatic artery stenosis"
"3679","is hepatobiliary present?","yes","answer: yes"
"3680","is heel ulcer present?","no","answer: yes"
"3681","does normal skeletal muscle have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","yes","answer: yes"
"3682","what does this image show?","lymph nodes","answer: thyroid"
"3683","does this image show lymph nodes, lymphoma?","yes","answer: yes"
"3684","does lesion show lymph nodes, lymphoma?","no","answer: yes"
"3685","what does this image show?","spleen","answer: liver"
"3686","does this image show spleen, hypersplenism?","yes","answer: yes"
"3687","does mixed mesodermal tumor show spleen, hypersplenism?","no","answer: yes"
"3688","what does this image show?","mesentery with involved nodes","answer: liver necrosis"
"3689","how does this image show mesentery?","with involved nodes","answer: ulcerated"
"3690","does this image show mesentery with involved nodes?","yes","answer: yes"
"3691","does retroperitoneum show mesentery with involved nodes?","no","answer: yes"
"3692","does enal glomerulus showing markedly have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","no","answer: yes"
"3693","what is present?","lymph node","answer: adrenal gland"
"3694","is lymph node present?","yes","answer: yes"
"3695","is supernumerary digits present?","no","answer: yes"
"3696","what is present?","metastatic carcinoma breast","answer: granulomas"
"3697","is metastatic carcinoma breast present?","yes","answer: yes"
"3698","is situs inversus present?","no","answer: yes"
"3699","what does this image show?","rather good view of mesentery with typical large nodes case which may have been a t-cell lymphoma","answer: intestine"
"3700","how does this image show rather good view of mesentery?","with typical large nodes case which may have been a t-cell lymphoma","answer: bowel inflammation"
"3701","what is present?","lymph node","answer: intestine"
"3702","what is present?","hodgkins disease","answer: colon adenocarcinoma"
"3703","what is present (top center)?","a perimysial interfascicular septum containing a blood vessel","answer: myofibrils"
"3704","what does this image show?","nodes around superior mesenteric artery","answer: massive thrombosis"
"3705","what is present?","lymph node","answer: pancreas"
"3706","what is present?","metastatic carcinoid","answer: liver"
"3707","what does this image show?","close-up hilar node with anthracotic pigment and metastatic small cell carcinoma from lung good example","answer: granuloma"
"3708","what is present?","lymph node","answer: granuloma"
"3709","what does this image show?","nodes at tail of pancreas massively replaced by metastatic lung carcinoma","answer: liver metastases"
"3710","what is present?","lymph node","answer: liver metastasis"
"3711","how is nodes at tail of pancreas replaced replaced by lung carcinoma?","metastatic","answer: by granulomas"
"3712","what does this image show?","masses of periaortic nodes natural color good","answer: thyroid"
"3713","what is present?","lymph node","answer: esophageal cancer"
"3714","what does a perimysial interfascicular septum contain?","a blood vessel","answer: collagen fibers"
"3715","what is present?","large cell lymphoma","answer: thyroid"
"3716","what does this image show?","fixed tissue excellent example of massively enlarged subcarinal and peritracheal nodes with metastatic lung cancer","answer: multiple lesions"
"3717","what is present?","lymph node","answer: esophageal ulceration"
"3718","is lymph node present?","yes","answer: yes"
"3719","what is present?","metastatic carcinoma","answer: esophageal ulceration"
"3720","is metastatic carcinoma present?","yes","answer: yes"
"3721","is endocervical polyp present?","no","answer: yes"
"3722","what shows good atherosclerotic plaques?","periaortic nodes with metastatic carcinoma aorta","answer: aorta"
"3723","what does periaortic nodes with metastatic carcinoma aorta show?","good atherosclerotic plaques","answer: vascular invasion"
"3724","does periaortic nodes with metastatic carcinoma aorta show good atherosclerotic plaques?","yes","answer: no"
"3725","is a perimysial interfascicular septum containing a blood vessel present?","yes","answer: yes"
"3726","does external view of gland with knife cuts into parenchyma hemorrhage show good atherosclerotic plaques?","no","answer: no"
"3727","what does this image show?","periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques","answer: esophagus"
"3728","does this image show periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques?","yes","answer: yes"
"3729","does artery show periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques?","no","answer: no"
"3730","what is present?","lymph node","answer: esophagus"
"3731","is lymph node present?","yes","answer: yes"
"3732","is another fiber other frame present?","no","answer: yes"
"3733","what does this image show?","spleen","answer: liver"
"3734","does this image show spleen, lymphoma?","yes","answer: yes"
"3735","does vessel show spleen, lymphoma?","no","answer: no"
"3736","is remission of demyelinating disease present?","no","answer: no"
"3737","what does this image show?","lymph nodes","answer: tuberculosis"
"3738","does this image show lymph nodes, nodular sclerosing hodgkins disease?","yes","answer: no"
"3739","does retroperitoneum show lymph nodes, nodular sclerosing hodgkins disease?","no","answer: yes"
"3740","what does this image show?","lymph nodes","answer: granuloma"
"3741","does this image show lymph nodes, nodular sclerosing hodgkins disease?","yes","answer: yes"
"3742","does hypertension show lymph nodes, nodular sclerosing hodgkins disease?","no","answer: no"
"3743","what does this image show?","spleen","answer: hepatic necrosis"
"3744","does this image show spleen, congestion, congestive heart failure?","yes","answer: yes"
"3745","does cat show spleen, congestion, congestive heart failure?","no","answer: yes"
"3746","what does this image show?","fair cell detail at best medium size cells","answer: granulomas"
"3747","what is corresponding to findings in the fig.711?","normal muscle has a checkerboard distribution of type i and type ii fibers","answer: myofibers"
"3748","does this image show fair cell detail at best medium size cells?","yes","answer: yes"
"3749","what is present?","lymph node","answer: granulomas"
"3750","is lymph node present?","yes","answer: yes"
"3751","what is present?","malignant lymphoma","answer: granulomas"
"3752","is malignant lymphoma present?","yes","answer: yes"
"3753","what is typical for dx?","morphology","answer: granulomas"
"3754","is morphology typical for dx?","yes","answer: no"
"3755","what does this image show?","not the best histology","answer: granulomas"
"3756","does this image show not the best histology?","yes","answer: yes"
"3757","what is present?","lymph node","answer: granulomas"
"3758","what did fibers on this atpase reaction ph9 .4 correspond to?","findings in fig711","answer: myosin"
"3759","is lymph node present?","yes","answer: yes"
"3760","what is present?","burkitts lymphoma","answer: granulomas"
"3761","is burkitts lymphoma present?","yes","answer: yes"
"3762","how is not the best histology but morphology for dx?","typical","answer: granulomas"
"3763","how is not the best histology but morphology typical for?","dx","answer: granuloma"
"3764","what does this image show?","typical with reed sternberg cell source","answer: granulomas"
"3765","does this image show typical with reed sternberg cell source?","yes","answer: yes"
"3766","what is present?","lymph node","answer: lymphocytes"
"3767","is lymph node present?","yes","answer: yes"
"3768","what is present?","hodgkins disease","answer: lymphocytes"
"3769","did fibers on this atpase reaction ph9 .4 correspond to findings in the figure?","yes","answer: yes"
"3770","is hodgkins disease present?","yes","answer: yes"
"3771","what is present?","lymph node","answer: neutrophils"
"3772","is lymph node present?","yes","answer: yes"
"3773","is thymoma present?","no","answer: yes"
"3774","what is present?","chronic lymphocytic leukemia","answer: neutrophils"
"3775","is chronic lymphocytic leukemia present?","yes","answer: yes"
"3776","is intramural one lesion present?","no","answer: yes"
"3777","what is present?","lymph node","answer: reactive hyperplasia"
"3778","is lymph node present?","yes","answer: yes"
"3779","is bone, calvarium present?","no","answer: yes"
"3780","has low-power view of a cross section of a skin blister showing the epidermis led to cutaneous ulcerations?","no","answer: yes"
"3781","did urate crystals correspond to findings in the figure?","no","answer: yes"
"3782","what is present?","chronic lymphocytic leukemia","answer: granuloma"
"3783","is chronic lymphocytic leukemia present?","yes","answer: no"
"3784","is child present?","no","answer: yes"
"3785","what does this image show?","lymphocytic infiltration in perinodal fat","answer: granulomas"
"3786","does this image show lymphocytic infiltration in perinodal fat?","yes","answer: yes"
"3787","does eosinophilic adenoma show lymphocytic infiltration in perinodal fat?","no","answer: yes"
"3788","what is present?","lymph node","answer: granulomas"
"3789","is lymph node present?","yes","answer: yes"
"3790","is omentum present?","no","answer: yes"
"3791","what is present?","malignant lymphoma","answer: granulomas"
"3792","what are expanded by infiltrating tumor cells?","multiple nerve fascicles","answer: smooth muscle"
"3793","is malignant lymphoma present?","yes","answer: yes"
"3794","what does this image show?","edge of node with infiltration of capsule obliteration of subcapsular sinus mixture of small dark lymphocytes and larger cells with vesicular nuclei not specified","answer: granulomas"
"3795","how does this image show edge of node?","with infiltration capsule obliteration subcapsular sinus mixture small dark lymphocytes and larger cells with vesicular nuclei not specified","answer: cellular infiltration"
"3796","does this image show edge of node with infiltration of capsule obliteration of subcapsular sinus mixture of small dark lymphocytes and larger cells with vesicular nuclei not specified?","yes","answer: yes"
"3797","what is present?","lymph node","answer: lymphocytes"
"3798","is lymph node present?","yes","answer: yes"
"3799","what is present?","malignant lymphoma","answer: granulomas"
"3800","is malignant lymphoma present?","yes","answer: yes"
"3801","what does this image show?","lymphoma cells","answer: granulomas"
"3802","does this image show lymphoma cells?","yes","answer: yes"
"3803","what are multiple nerve fascicles expanded by?","infiltrating tumor cells","answer: fibrosis"
"3804","what is present?","lymph node","answer: granulomas"
"3805","is lymph node present?","yes","answer: yes"
"3806","what is present?","lymphoblastic lymphoma","answer: neutrophils"
"3807","is lymphoblastic lymphoma present?","yes","answer: yes"
"3808","what died with promyelocytic leukemia stomach lesion #?","incidental finding","answer: neutrophils"
"3809","what is incidental finding died?","with promyelocytic leukemia stomach lesion #","answer: granuloma"
"3810","how is incidental finding died?","promyelocytic leukemia stomach lesion #","answer: granuloma"
"3811","is incidental finding died with promyelocytic leukemia stomach lesion #?","yes","answer: yes"
"3812","how many cm does this image show hepatic node anaplastic adenocarcinoma from a sessile prepyloric polyp incidental finding died with promyelocytic leukemia stomach lesion #?","one","answer: zero"
"3813","what does this image show?","hepatic node anaplastic adenocarcinoma from a one cm sessile prepyloric polyp incidental finding died with promyelocytic leukemia stomach lesion #","answer: granuloma"
"3814","are multiple nerve fascicles expanded by infiltrating tumor cells?","yes","answer: yes"
"3815","does this image show hepatic node anaplastic adenocarcinoma from a one cm sessile prepyloric polyp incidental finding died with promyelocytic leukemia stomach lesion #?","yes","answer: yes"
"3816","what is present?","lymph node","answer: granulomas"
"3817","is lymph node present?","yes","answer: yes"
"3818","what is present?","metastatic carcinoma","answer: granulomas"
"3819","is metastatic carcinoma present?","yes","answer: yes"
"3820","what does this image show?","lymph node","answer: granulomatosis"
"3821","does this image show lymph node, cryptococcosis gms?","yes","answer: yes"
"3822","what does this image show?","normal testes","answer: lung adenocarcinoma"
"3823","does this image show normal testes?","yes","answer: no"
"3824","what is present?","male reproductive","answer: tumor"
"3825","are characteristic intranuclear inclusions expanded by infiltrating tumor cells?","no","answer: yes"
"3826","is male reproductive present?","yes","answer: yes"
"3827","what does this image show?","orchitis and epididymitis","answer: prostate cancer"
"3828","does this image show orchitis and epididymitis, subacute?","yes","answer: yes"
"3829","what is present?","prostate","answer: granulomatous inflammation"
"3830","is prostate present?","yes","answer: yes"
"3831","what is present?","venous thrombosis","answer: granulomatous inflammation"
"3832","is venous thrombosis present?","yes","answer: yes"
"3833","what sliced open testicle with intact epididymis?","excellent close-up view","answer: spermatic cord"
"3834","what is excellent close-up view sliced?","view sliced open testicle with intact epididymis","answer: large benign neoplasm"
"3835","how is excellent close-up view sliced open testicle?","intact epididymis","answer: granulomatous prostatitis"
"3836","is the vascular supply intact?","yes","answer: no"
"3837","is excellent close-up view sliced open testicle with intact epididymis?","yes","answer: yes"
"3838","what does this image show?","excellent close-up view sliced open testicle with intact epididymis","answer: enlarged prostate"
"3839","does this image show excellent close-up view sliced open testicle with intact epididymis?","yes","answer: yes"
"3840","what is present?","testicle","answer: prostate adenocarcinoma"
"3841","is testicle present?","yes","answer: yes"
"3842","what is present?","normal","answer: uterine sarcoma"
"3843","is normal present?","yes","answer: no"
"3844","how is excellent close-up view sliced testicle with intact epididymis?","open","answer: malignant"
"3845","how is excellent close-up view sliced open testicle with epididymis?","intact","answer: neoplastic"
"3846","what photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","bread-loaf slices into prostate gland","answer: carcinoma"
"3847","is subacute endocarditis intact?","no","answer: no"
"3848","is bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","yes","answer: yes"
"3849","what does this image show?","bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good","answer: thyroid"
"3850","does this image show bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","yes","answer: prostate adenocarcinoma"
"3851","what intervening tumor tissue very good?","nodular parenchyma and dense","answer: adenocarcinoma"
"3852","what is nodular parenchyma and dense intervening?","tumor tissue very good","answer: lymphangioma"
"3853","is nodular parenchyma and dense intervening tumor tissue very good?","yes","answer: no"
"3854","what is present?","adenocarcinoma","answer: gastric ulceration"
"3855","is adenocarcinoma present?","yes","answer: yes"
"3856","how is nodular parenchyma and dense intervening tumor tissue very?","good","answer: correlated"
