ID,question,correct_answer,model_output
3213,what do a few of the glandular lumina contain?,recognizable colloid,a few intact lumina
3214,what is present?,hepatobiliary,spleen
3215,is hepatobiliary present?,yes,yes
3216,is amputation stump infected present?,no,no
3217,what is present?,hepatobiliary,spleen
3218,what does this image show?,cirrhosis,liver
3219,does this image show cirrhosis?,yes,yes
3220,does mucoepidermoid carcinoma show cirrhosis?,no,no
3221,what is present?,hepatobiliary,liver
3222,is hepatobiliary present?,yes,yes
3223,is chloramphenicol toxicity present?,no,no
3224,does the extensive subcutaneous fibrosis create a clawlike flexion deformity?,yes,yes
3225,do a few of the glandular lumina contain recognizable colloid?,yes,yes
3226,what is present?,liver,liver
3227,is liver present?,yes,yes
3228,is alpha smooth muscle actin immunohistochemical present?,no,no
3229,what is present?,hepatobiliary,liver
3230,what is present?,liver,liver
3231,what does this image show?,hepatocellular carcinoma,pancreatic fat necrosis
3232,"does this image show hepatocellular carcinoma, hepatitis c positive?",yes,yes
3233,"does serous cystadenoma show hepatocellular carcinoma, hepatitis c positive?",no,no
3234,what is present?,hepatobiliary,pancreas
3235,is hepatobiliary present?,yes,yes
3236,does the lesion contain recognizable colloid?,no,yes
3237,is cervical leiomyoma present?,no,no
3238,what is present?,liver,pancreas
3239,is liver present?,yes,no
3240,is female reproductive present?,no,yes
3241,what is present?,hepatobiliary,pancreas
3242,what is present?,liver,pancreas
3243,what showing cut surfaces?,close-up of faceted mixed stones with two,close-up of cut surfaces
3244,what is close-up of faceted mixed stones with two showing?,two showing cut surfaces,bladder
3245,is close-up of faceted mixed stones with two showing cut surfaces?,yes,yes
3246,is pagets disease showing cut surfaces?,no,no
3247,what demonstrates an area of increased uptake corresponding to the left inferior parathyroid gland (arrow)?,technetium-99 radionuclide scan,scintigraphy
3248,what does this image show?,close-up of faceted mixed stones with two showing cut surfaces,multiple gallstones
3249,does this image show close-up of faceted mixed stones with two showing cut surfaces?,yes,yes
3250,does marfans syndrome show close-up of faceted mixed stones with two showing cut surfaces?,no,no
3251,what is present?,hepatobiliary,adrenal
3252,is hepatobiliary present?,yes,yes
3253,is lesion of myocytolysis present?,no,no
3254,what is present?,liver,adrenal
3255,is liver present?,yes,no
3256,is exostosis present?,no,no
3257,what is present?,hepatobiliary,adrenal
3258,does the technetium-99 radionuclide scan demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?,yes,yes
3259,what is present?,liver,adrenal
3260,what does this image show?,frontal section with large patch of central infarction well seen,liver
3261,how does this image show frontal section?,with large patch of central infarction well seen,with several lesions
3262,does this image show frontal section with large patch of central infarction well seen?,yes,yes
3263,does angiogram saphenous vein bypass graft show frontal section with large patch of central infarction well seen?,no,no
3264,what is present?,hepatobiliary,liver
3265,is hepatobiliary present?,yes,yes
3266,is thymus present?,no,no
3267,what is present?,liver,liver
3268,is liver present?,yes,yes
3269,does rugal demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?,no,no
3270,is mixed mesodermal tumor present?,no,no
3271,what well seen?,frontal section with large patch of central infarction,liver
3272,what is present?,hepatobiliary,liver
3273,what is present?,liver,liver
3274,what is present?,hepatobiliary,liver
3275,is hepatobiliary present?,yes,yes
3276,is glioma present?,no,no
3277,what is present?,liver,liver
3278,is liver present?,yes,yes
3279,is fracture present?,no,no
3280,is this benign tumor proved to be a parathyroid adenoma?,no,yes
3281,what is present?,hepatobiliary,liver
3282,what is present?,liver,liver
3283,what is present?,hepatobiliary,liver
3284,is hepatobiliary present?,yes,yes
3285,is atherosclerosis present?,no,no
3286,what is present?,liver,liver
3287,is liver present?,yes,yes
3288,is hemangioma present?,no,no
3289,what is present?,hepatobiliary,liver
3290,what is present?,liver,liver
3291,"what is useful in localizing and distinguishing adenomas from parathyroid hyperplasia, in which more than one gland will demonstrate increased uptake?",preoperative scintigraphy,scintigraphy
3292,what does this image show?,anterior view of removed and non-sectioned liver as surgeon would see thcase of polycystic disease,liver
3293,does this image show anterior view of removed and non-sectioned liver as surgeon would see thcase of polycystic disease?,yes,yes
3294,what is present?,hepatobiliary,liver
3295,is hepatobiliary present?,yes,yes
3296,what is present?,liver,liver
3297,is liver present?,yes,yes
3298,what is present?,hepatobiliary,liver
3299,what is present?,liver,liver
3300,what looks like an ascending cholangitis?,this,liver
3301,what does this look?,like an ascending cholangitis,like a giant abscess
3302,what is preoperative scintigraphy useful for?,localizing and distinguishing adenomas from parathyroid hyperplasia,detecting metastases
3303,does this look like an ascending cholangitis?,yes,yes
3304,what is present?,hepatobiliary,liver
3305,is hepatobiliary present?,yes,yes
3306,what looks like an ascending cholangitis?,this,liver
3307,what is present?,hepatobiliary,liver
3308,what does this image show?,post-orthotopic liver transplant,liver
3309,does this image show post-orthotopic liver transplant?,yes,yes
3310,does nodular tumor show post-orthotopic liver transplant?,no,no
3311,what is present?,hepatobiliary,liver
3312,is hepatobiliary present?,yes,yes
3313,"is preoperative scintigraphy useful in localizing and distinguishing adenomas from parathyroid hyperplasia, in which more than one gland will demonstrate increased uptake?",yes,yes
3314,is this myoma present?,no,no
3315,what is present?,hepatobiliary,liver
3316,what does this image show?,recurrent hepatitis c virus,amyloid
3317,does this image show recurrent hepatitis c virus?,yes,yes
3318,does hilar cell tumor show recurrent hepatitis c virus?,no,no
3319,what is present?,hepatobiliary,liver
3320,is hepatobiliary present?,yes,yes
3321,is infarct present?,no,no
3322,what is present?,liver,liver
3323,is liver present?,yes,yes
3324,"is the necrotic ulcer base useful in localizing and distinguishing adenomas from parathyroid hyperplasia, in which more than one gland will demonstrate increased uptake?",no,no
3325,is carcinoma superficial spreading present?,no,no
3326,what is present?,hepatobiliary,liver
3327,what is present?,liver,liver
3328,what does this image show?,recurrent hepatitis c virus,hepatitis c virus
3329,does this image show recurrent hepatitis c virus?,yes,yes
3330,does adenocarcinoma show recurrent hepatitis c virus?,no,no
3331,what is present?,hepatobiliary,liver
3332,is hepatobiliary present?,yes,yes
3333,is carcinoma superficial spreading present?,no,no
3334,what is present?,liver,liver
3335,what is the embolus composed of?,hematopoietic marrow and marrow fat cells,thrombotically altered blood
3336,"does the immediate reaction have virtually immobilized the fingers, creating a clawlike flexion deformity?",no,yes
3337,what cells represent osteoprogenitor cells?,the surrounding spindle cells,osteoblasts
3338,is liver present?,yes,yes
3339,is exostosis present?,no,no
3340,what is present?,hepatobiliary,liver
3341,what is present?,liver,liver
3342,what does this image show?,recurrent hepatitis c virus,liver
3343,does this image show recurrent hepatitis c virus?,yes,yes
3344,does fixed tissue show recurrent hepatitis c virus?,no,no
3345,what is present?,hepatobiliary,liver
3346,is hepatobiliary present?,yes,yes
3347,is blood present?,no,no
3348,what do the surrounding spindle cells represent?,the osteoprogenitor cells,a reactive infiltrate
3349,what is present?,liver,liver
3350,is liver present?,yes,yes
3351,is cardiovascular present?,no,no
3352,what is present?,hepatobiliary,liver
3353,what is present?,liver,liver
3354,does this image show sarcoid?,yes,yes
3355,does mesothelioma show sarcoid?,no,no
3356,what is present?,hepatobiliary,liver
3357,is hepatobiliary present?,yes,yes
3358,"is bone, clivus present?",no,no
3359,do the surrounding spindle cells represent osteoprogenitor cells?,yes,yes
3360,what is present?,liver,liver
3361,is liver present?,yes,yes
3362,is mucinous cystadenocarcinoma present?,no,no
3363,what is present?,hepatobiliary,liver
3364,what is present?,liver,liver
3365,what does this image show?,primary biliary cirrhosis,hepatitis c virus
3366,does this image show primary biliary cirrhosis?,yes,yes
3367,does exposure show primary biliary cirrhosis?,no,no
3368,what is present?,hepatobiliary,liver
3369,is hepatobiliary present?,yes,yes
3370,"do large, flat cells with small nuclei represent osteoprogenitor cells?",no,yes
3371,is temporal muscle hemorrhage present?,no,no
3372,what is present?,liver,liver
3373,is liver present?,yes,yes
3374,is choanal patency present?,no,no
3375,what is present?,hepatobiliary,liver
3376,what is present?,liver,liver
3377,what does this image show?,primary biliary cirrhosis,hepatitis c virus
3378,does this image show primary biliary cirrhosis?,yes,yes
3379,does quite good liver show primary biliary cirrhosis?,no,no
3380,what is present?,hepatobiliary,liver
3381,what is shortened by compression fractures?,the osteoporotic vertebral body,the vertebral bodies
3382,is hepatobiliary present?,yes,yes
3383,is cysticercosis present?,no,yes
3384,what is present?,liver,liver
3385,is liver present?,yes,yes
3386,is lymphoid atrophy in newborn present?,no,no
3387,what is present?,hepatobiliary,liver
3388,what is present?,liver,liver
3389,what does this image show?,primary biliary cirrhosis,liver
3390,does this image show primary biliary cirrhosis?,yes,yes
3391,does the excellent uterus show primary biliary cirrhosis?,no,no
3392,what is the osteoporotic vertebral body shorten by?,compression fractures,osteoporosis
3393,what is present?,hepatobiliary,liver
3394,is hepatobiliary present?,yes,yes
3395,is rocky mountain present?,no,no
3396,what is present?,liver,liver
3397,is liver present?,yes,yes
3398,is omphalocele present?,no,no
3399,what is present?,hepatobiliary,liver
3400,what is present?,liver,liver
3401,what does this image show?,ductopenia,liver
3402,does this image show ductopenia?,yes,yes
3403,is steoporotic vertebral body shorten by compression fractures?,yes,yes
3404,does candida in peripheral blood show ductopenia?,no,no
3405,what is present?,hepatobiliary,liver
3406,is hepatobiliary present?,yes,yes
3407,is the superior vena cava present?,no,no
3408,what is present?,liver,liver
3409,is liver present?,yes,yes
3410,is chromophobe adenoma present?,no,no
3411,what is present?,hepatobiliary,liver
3412,what is present?,liver,liver
3413,what does this image show?,primary biliary cirrhosis,hepatitis c virus
3414,is high-power detail of an asbestos body shorten by compression fractures?,no,no
3415,does this image show primary biliary cirrhosis?,yes,yes
3416,does cachexia show primary biliary cirrhosis?,no,no
3417,what is present?,hepatobiliary,liver
3418,is hepatobiliary present?,yes,yes
3419,is pierre robin sndrome present?,no,no
3420,what is present?,liver,liver
3421,is liver present?,yes,yes
3422,is stress present?,no,no
3423,what is present?,hepatobiliary,liver
3424,what is present?,liver,liver
3425,what is composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?,osteoid osteoma,the regenerating bone
3426,what does this image show?,primary biliary cirrhosis,liver
3427,does this image show primary biliary cirrhosis?,yes,yes
3428,does atheromatous embolus show primary biliary cirrhosis?,no,no
3429,what is present?,hepatobiliary,liver
3430,is hepatobiliary present?,yes,yes
3431,is malformed base present?,no,no
3432,what is present?,liver,liver
3433,is liver present?,yes,yes
3434,is diagnosis present?,no,yes
3435,what is present?,hepatobiliary,liver
3436,what is osteoid osteoma composed of?,haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts,bone and soft tissue
3437,what is present?,liver,liver
3438,what does this image show?,primary biliary cirrhosis,amyloid
3439,does this image show primary biliary cirrhosis?,yes,yes
3440,does hypersegmented neutrophil show primary biliary cirrhosis?,no,no
3441,what is present?,hepatobiliary,liver
3442,is hepatobiliary present?,yes,yes
3443,is metastatic neuroblastoma present?,no,no
3444,what is present?,liver,liver
3445,is liver present?,yes,yes
3446,is intraductal papillomatosis with apocrine metaplasia present?,no,no
3447,what has led to cutaneous ulcerations?,loss of blood supply,chronic ischemia
3448,is osteoid osteoma composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?,yes,no
3449,what is present?,hepatobiliary,liver
3450,what is present?,liver,liver
3451,what does this image show?,primary biliary cirrhosis,liver
3452,does this image show primary biliary cirrhosis?,yes,yes
3453,does situs inversus show primary biliary cirrhosis?,no,no
3454,what is present?,hepatobiliary,liver
3455,is hepatobiliary present?,yes,yes
3456,is inflamed exocervix present?,no,no
3457,what is present?,liver,liver
3458,is liver present?,yes,yes
3459,is renal glomerulus composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?,no,yes
3460,is view of head with scalp present?,no,no
3461,what is present?,hepatobiliary,liver
3462,what is present?,liver,liver
3463,what does this image show?,primary biliary cirrhosis,liver
3464,does this image show primary biliary cirrhosis?,yes,yes
3465,does right leaf of diaphragm show primary biliary cirrhosis?,no,no
3466,what is present?,hepatobiliary,liver
3467,is hepatobiliary present?,yes,yes
3468,is marfans syndrome present?,no,no
3469,what is present?,liver,liver
3470,what are filled by vascularized loose connective tissue?,the intertrabecular spaces,the spaces
3471,is liver present?,yes,yes
3472,is the superior vena cava present?,no,no
3473,what is present?,hepatobiliary,liver
3474,what is present?,liver,liver
3475,what does this image show?,primary biliary cirrhosis,brain
3476,does this image show primary biliary cirrhosis?,yes,yes
3477,does polysplenia show primary biliary cirrhosis?,no,no
3478,what is present?,hepatobiliary,nervous
3479,is hepatobiliary present?,yes,yes
3480,is chronic lymphocytic leukemia present?,no,no
3481,what are the intertrabecular spaces filled by?,vascularized loose connective tissue,a dense inflammatory infiltrate
3482,what is present?,liver,nervous
3483,is liver present?,yes,no
3484,is heart present?,no,no
3485,what is present?,hepatobiliary,nervous
3486,what is present?,liver,nervous
3487,what does this image show?,autoimmune hepatitis,liver
3488,does this image show autoimmune hepatitis?,yes,yes
3489,does corpus luteum show autoimmune hepatitis?,no,no
3490,what is present?,hepatobiliary,liver
3491,is hepatobiliary present?,yes,yes
3492,are the intertrabecular spaces filled by vascularized loose connective tissue?,yes,yes
3493,is all the fat necrosis present?,no,no
3494,what is present?,liver,liver
3495,is liver present?,yes,yes
3496,is metastatic carcinoma prostate present?,no,no
3497,what is present?,hepatobiliary,liver
3498,what is present?,liver,liver
3499,what does this image show?,primary biliary cirrhosis,liver
3500,does this image show primary biliary cirrhosis?,yes,yes
3501,does pinworm show primary biliary cirrhosis?,no,no
3502,what is present?,hepatobiliary,liver
3503,are the alveoli filled by vascularized loose connective tissue?,no,yes
3504,is hepatobiliary present?,yes,yes
3505,is focal hemorrhagic infarction well shown present?,no,no
3506,what is present?,liver,liver
3507,is liver present?,yes,yes
3508,is hand present?,no,no
3509,what is present?,hepatobiliary,liver
3510,what is present?,liver,liver
3511,what does this image show?,autoimmune hepatitis,liver
3512,does this image show autoimmune hepatitis?,yes,yes
3513,does serous cystadenoma show autoimmune hepatitis?,no,no
3514,what is encased by a thin layer of reactive bone?,a nodule of hyaline cartilage,a small osteoid-forming tumor
3515,what is present?,hepatobiliary,liver
3516,is hepatobiliary present?,yes,yes
3517,is adrenal of premature 30 week gestation gram infant lesion present?,no,no
3518,what is present?,liver,liver
3519,is liver present?,yes,yes
3520,is artery present?,no,no
3521,what is present?,hepatobiliary,liver
3522,what is present?,liver,liver
3523,what does this image show?,autoimmune hepatitis,liver
3524,does this image show autoimmune hepatitis?,yes,yes
3525,what is enchondroma composed of?,a nodule of hyaline cartilage,cartilage
3526,does foot show autoimmune hepatitis?,no,no
3527,what is present?,hepatobiliary,liver
3528,is hepatobiliary present?,yes,yes
3529,is cysticercosis present?,no,yes
3530,what is present?,liver,liver
3531,is liver present?,yes,yes
3532,is papillary adenoma present?,no,no
3533,what is present?,hepatobiliary,liver
3534,what is present?,liver,liver
3535,what does this image show?,autoimmune hepatitis,liver
3536,how is enchondroma composed?,of a nodule of hyaline cartilage,of mature hyaline cartilage
3537,does this image show autoimmune hepatitis?,yes,yes
3538,does exact cause show autoimmune hepatitis?,no,no
3539,what is present?,hepatobiliary,liver
3540,is hepatobiliary present?,yes,yes
3541,is choanal atresia present?,no,no
3542,what is present?,liver,liver
3543,is liver present?,yes,yes
3544,is size present?,no,no
3545,what is present?,hepatobiliary,liver
3546,what is present?,liver,liver
3547,is enchondroma composed of a nodule of hyaline cartilage encased by a thin layer of reactive bone?,yes,yes
3548,what does this image show?,autoimmune hepatitis,esophagogastric junction
3549,does this image show autoimmune hepatitis?,yes,yes
3550,does amyloidosis show autoimmune hepatitis?,no,no
3551,what is present?,hepatobiliary,liver
3552,is hepatobiliary present?,yes,yes
3553,is cysticercosis present?,no,yes
3554,what is present?,liver,liver
3555,is liver present?,yes,yes
3556,is endocervical polyp present?,no,no
3557,what is present?,hepatobiliary,liver
3558,what has loss of blood supply led to?,cutaneous ulcerations,gangrene of the great toe and hallux ulna
3559,is the adrenal cortex encased by a thin layer of reactive bone?,no,yes
3560,what is present?,liver,liver
3561,what does this image show?,autoimmune hepatitis,moderate acute rejection
3562,does this image show autoimmune hepatitis?,yes,yes
3563,does leg show autoimmune hepatitis?,no,no
3564,what is present?,hepatobiliary,liver
3565,is hepatobiliary present?,yes,yes
3566,is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no,no
3567,what is present?,liver,liver
3568,is liver present?,yes,yes
3569,is cut present?,no,no
3570,what serves to couple the cell membrane to extracellular matrix proteins such as laminin-2 and the intracellular cytoskeleton?,the complex of glycoproteins,cytoskeletal elements
3571,what is present?,hepatobiliary,liver
3572,what is present?,liver,liver
3573,what does this image show?,granulomas,liver
3574,does this image show granulomas?,yes,yes
3575,does granuloma show granulomas?,no,no
3576,what is present?,hepatobiliary,liver
3577,is hepatobiliary present?,yes,yes
3578,is basilar skull fracture present?,no,no
3579,what is present?,liver,liver
3580,is liver present?,yes,yes
3581,what does this complex of glycoproteins serve to couple?,the cell membrane and the extracellular matrix proteins,the bacterial surface with the host cell membrane
3582,is umbilical cord present?,no,no
3583,what is present?,hepatobiliary,liver
3584,what is present?,liver,liver
3585,what does this image show?,high molecular weight keratin,pancreatic fat necrosis
3586,does this image show high molecular weight keratin?,yes,yes
3587,does rheumatoid arthritis show high molecular weight keratin?,no,no
3588,what is present?,hepatobiliary,pancreas
3589,is hepatobiliary present?,yes,yes
3590,is leiomyoma present?,no,no
3591,what is present?,liver,pancreas
3592,does this complex of glycoproteins serve to couple the cell membrane to extracellular matrix proteins such as laminin-2 and the intracellular cytoskeleton?,yes,yes
3593,is liver present?,yes,yes
3594,is subcapsular hematoma present?,no,no
3595,what does this image show?,low molecular weight keratin,lung
3596,does this image show low molecular weight keratin?,yes,yes
3597,does polyarteritis nodosa show low molecular weight keratin?,no,no
3598,what is present?,hepatobiliary,liver
3599,is hepatobiliary present?,yes,yes
3600,is histiocyte present?,no,no
3601,what is present?,liver,liver
3602,is liver present?,yes,yes
3603,does the light green polypeptides serve to couple the cell membrane to extracellular matrix proteins such as laminin-2 and the intracellular cytoskeleton?,no,yes
3604,is metastatic lung carcinoma present?,no,no
3605,what does this image show?,ductopenia,amyloid
3606,does this image show ductopenia?,yes,yes
3607,does mesothelioma show ductopenia?,no,no
3608,what is present?,hepatobiliary,liver
3609,is hepatobiliary present?,yes,yes
3610,is hypersegmented neutrophil present?,no,no
3611,what is present?,liver,liver
3612,is liver present?,yes,yes
3613,is plasma cell present?,no,no
3614,what is made by dystrophin?,a key set of connections,a complex of proteins
3615,what does this image show?,ductopenia,liver
3616,does this image show ductopenia?,yes,yes
3617,does a bulge show ductopenia?,no,no
3618,what is present?,hepatobiliary,liver
3619,is hepatobiliary present?,yes,yes
3620,is endometritis postpartum present?,no,no
3621,what is present?,liver,liver
3622,is liver present?,yes,yes
3623,is leiomyosarcoma present?,no,no
3624,what does this image show?,moderate acute rejection,liver
3625,what is a key set of connections made by?,dystrophin,the bacterial adhesin proteins
3626,does this image show moderate acute rejection?,yes,yes
3627,"does bone, skull show moderate acute rejection?",no,no
3628,what is present?,hepatobiliary,liver
3629,is hepatobiliary present?,yes,yes
3630,is hemochromatosis present?,no,no
3631,what is present?,liver,liver
3632,is liver present?,yes,yes
3633,is fracture present?,no,no
3634,what does this image show?,moderate acute rejection,liver
3635,does this image show moderate acute rejection?,yes,yes
3636,is a key set of connections made by dystrophin?,yes,yes
3637,does hemisection of nose show moderate acute rejection?,no,no
3638,what is present?,hepatobiliary,liver
3639,is hepatobiliary present?,yes,yes
3640,is blood present?,no,no
3641,what is present?,liver,liver
3642,is liver present?,yes,yes
3643,is stein leventhal present?,no,no
3644,what does this image show?,moderate acute rejection,liver
3645,does this image show moderate acute rejection?,yes,yes
3646,does pituitary show moderate acute rejection?,no,no
3647,are characteristic intranuclear inclusions made by dystrophin?,no,no
3648,what is present?,hepatobiliary,liver
3649,is hepatobiliary present?,yes,yes
3650,is chordoma present?,no,no
3651,what is present?,liver,liver
3652,is liver present?,yes,yes
3653,is cytomegaly present?,no,yes
3654,what does this image show?,mild acute rejection,liver
3655,does this image show mild acute rejection?,yes,yes
3656,does liver show mild acute rejection?,no,no
3657,what is present?,hepatobiliary,liver
3658,what has relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?,normal skeletal muscle tissue,muscle
3659,is hepatobiliary present?,yes,yes
3660,is capillary present?,no,no
3661,what is present?,liver,liver
3662,is liver present?,yes,yes
3663,is anencephaly present?,no,no
3664,what does this image show?,hepatitis b virus,skin
3665,"does this image show hepatitis b virus, hbve antigen immunohistochemistry?",yes,yes
3666,"does myelomonocytic leukemia show hepatitis b virus, hbve antigen immunohistochemistry?",no,no
3667,what is present?,hepatobiliary,joints
3668,is hepatobiliary present?,yes,yes
3669,has loss of blood supply led to cutaneous ulcerations?,yes,yes
3670,what does normal skeletal muscle tissue have?,relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue,a distinct nuclear-to-cytoplasmic ratio
3671,is lesion in dome of uterus present?,no,no
3672,what is present?,liver,joints
3673,is liver present?,yes,no
3674,is small intestine present?,no,no
3675,what does this image show?,polyarteritis nodosa,x-ray postmortemortal angiogram
3676,"does this image show polyarteritis nodosa, liver arteriogram?",yes,yes
3677,"does fibrotic lesion show polyarteritis nodosa, liver arteriogram?",no,no
3678,what is present?,hepatobiliary,abdomen
3679,is hepatobiliary present?,yes,yes
3680,is heel ulcer present?,no,no
3681,does normal skeletal muscle have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?,yes,yes
3682,what does this image show?,lymph nodes,fixed tissue cut surface of ovary and adjacent tube
3683,"does this image show lymph nodes, lymphoma?",yes,yes
3684,"does lesion show lymph nodes, lymphoma?",no,no
3685,what does this image show?,spleen,hematologic
3686,"does this image show spleen, hypersplenism?",yes,yes
3687,"does mixed mesodermal tumor show spleen, hypersplenism?",no,no
3688,what does this image show?,mesentery with involved nodes,stomach
3689,how does this image show mesentery?,with involved nodes,with multiple lesions
3690,does this image show mesentery with involved nodes?,yes,yes
3691,does retroperitoneum show mesentery with involved nodes?,no,no
3692,does enal glomerulus showing markedly have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?,no,no
3693,what is present?,lymph node,gastrointestinal
3694,is lymph node present?,yes,no
3695,is supernumerary digits present?,no,no
3696,what is present?,metastatic carcinoma breast,gastrointestinal
3697,is metastatic carcinoma breast present?,yes,no
3698,is situs inversus present?,no,no
3699,what does this image show?,rather good view of mesentery with typical large nodes case which may have been a t-cell lymphoma,colon
3700,how does this image show rather good view of mesentery?,with typical large nodes case which may have been a t-cell lymphoma,with several lesions
3701,what is present?,lymph node,abdomen
3702,what is present?,hodgkins disease,abdomen
3703,what is present (top center)?,a perimysial interfascicular septum containing a blood vessel,a large myofiber
3704,what does this image show?,nodes around superior mesenteric artery,spleen
3705,what is present?,lymph node,abdomen
3706,what is present?,metastatic carcinoid,abdomen
3707,what does this image show?,close-up hilar node with anthracotic pigment and metastatic small cell carcinoma from lung good example,close-up of tumor
3708,what is present?,lymph node,ear
3709,what does this image show?,nodes at tail of pancreas massively replaced by metastatic lung carcinoma,situs inversus with ascites and large tumor
3710,what is present?,lymph node,abdomen
3711,how is nodes at tail of pancreas replaced replaced by lung carcinoma?,metastatic,by
3712,what does this image show?,masses of periaortic nodes natural color good,esophagus
3713,what is present?,lymph node,larynx
3714,what does a perimysial interfascicular septum contain?,a blood vessel,a single fibroblast
3715,what is present?,large cell lymphoma,larynx
3716,what does this image show?,fixed tissue excellent example of massively enlarged subcarinal and peritracheal nodes with metastatic lung cancer,opened uterus and cervix with large cervical myoma protruding into vagina
3717,what is present?,lymph node,female reproductive
3718,is lymph node present?,yes,yes
3719,what is present?,metastatic carcinoma,female reproductive
3720,is metastatic carcinoma present?,yes,no
3721,is endocervical polyp present?,no,yes
3722,what shows good atherosclerotic plaques?,periaortic nodes with metastatic carcinoma aorta,opened uterus with large myoma
3723,what does periaortic nodes with metastatic carcinoma aorta show?,good atherosclerotic plaques,close-up
3724,does periaortic nodes with metastatic carcinoma aorta show good atherosclerotic plaques?,yes,no
3725,is a perimysial interfascicular septum containing a blood vessel present?,yes,yes
3726,does external view of gland with knife cuts into parenchyma hemorrhage show good atherosclerotic plaques?,no,no
3727,what does this image show?,periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques,opened uterus and cervix with large cervical myoma protruding into vagina
3728,does this image show periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques?,yes,yes
3729,does artery show periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques?,no,no
3730,what is present?,lymph node,female reproductive
3731,is lymph node present?,yes,yes
3732,is another fiber other frame present?,no,no
3733,what does this image show?,spleen,spleen
3734,"does this image show spleen, lymphoma?",yes,yes
3735,"does vessel show spleen, lymphoma?",no,no
3736,is remission of demyelinating disease present?,no,yes
3737,what does this image show?,lymph nodes,brain
3738,"does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes,yes
3739,"does retroperitoneum show lymph nodes, nodular sclerosing hodgkins disease?",no,no
3740,what does this image show?,lymph nodes,lung
3741,"does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes,yes
3742,"does hypertension show lymph nodes, nodular sclerosing hodgkins disease?",no,no
3743,what does this image show?,spleen,granulomas
3744,"does this image show spleen, congestion, congestive heart failure?",yes,yes
3745,"does cat show spleen, congestion, congestive heart failure?",no,no
3746,what does this image show?,fair cell detail at best medium size cells,lymph node
3747,what is corresponding to findings in the fig.711?,normal muscle has a checkerboard distribution of type i and type ii fibers,the tumor
3748,does this image show fair cell detail at best medium size cells?,yes,yes
3749,what is present?,lymph node,hematologic
3750,is lymph node present?,yes,yes
3751,what is present?,malignant lymphoma,hematologic
3752,is malignant lymphoma present?,yes,yes
3753,what is typical for dx?,morphology,necrotic debris
3754,is morphology typical for dx?,yes,yes
3755,what does this image show?,not the best histology,brain
3756,does this image show not the best histology?,yes,yes
3757,what is present?,lymph node,nervous
3758,what did fibers on this atpase reaction ph9 .4 correspond to?,findings in fig711,the tumor
3759,is lymph node present?,yes,no
3760,what is present?,burkitts lymphoma,nervous
3761,is burkitts lymphoma present?,yes,yes
3762,how is not the best histology but morphology for dx?,typical,quite good
3763,how is not the best histology but morphology typical for?,dx,this lesion
3764,what does this image show?,typical with reed sternberg cell source,oil wrights excellent
3765,does this image show typical with reed sternberg cell source?,yes,yes
3766,what is present?,lymph node,hematologic
3767,is lymph node present?,yes,yes
3768,what is present?,hodgkins disease,hematologic
3769,did fibers on this atpase reaction ph9 .4 correspond to findings in the figure?,yes,no
3770,is hodgkins disease present?,yes,yes
3771,what is present?,lymph node,hematologic
3772,is lymph node present?,yes,yes
3773,is thymoma present?,no,no
3774,what is present?,chronic lymphocytic leukemia,hematologic
3775,is chronic lymphocytic leukemia present?,yes,yes
3776,is intramural one lesion present?,no,no
3777,what is present?,lymph node,oral
3778,is lymph node present?,yes,yes
3779,"is bone, calvarium present?",no,no
3780,has low-power view of a cross section of a skin blister showing the epidermis led to cutaneous ulcerations?,no,yes
3781,did urate crystals correspond to findings in the figure?,no,yes
3782,what is present?,chronic lymphocytic leukemia,oral
3783,is chronic lymphocytic leukemia present?,yes,yes
3784,is child present?,no,no
3785,what does this image show?,lymphocytic infiltration in perinodal fat,wrights yeast forms
3786,does this image show lymphocytic infiltration in perinodal fat?,yes,yes
3787,does eosinophilic adenoma show lymphocytic infiltration in perinodal fat?,no,no
3788,what is present?,lymph node,hematologic
3789,is lymph node present?,yes,yes
3790,is omentum present?,no,no
3791,what is present?,malignant lymphoma,hematologic
3792,what are expanded by infiltrating tumor cells?,multiple nerve fascicles,the spaces between the tumor cells
3793,is malignant lymphoma present?,yes,yes
