"ID","model","question","correct_answer","model_output"
"8554","checkpoint-5000","what is present?","malignant thymoma","lung"
"8555","checkpoint-5000","does chromophobe adenoma show normal brain?","no","no"
"8556","checkpoint-5000","what is present?","liver","bone"
"8557","checkpoint-5000","what are present?","extremities","skin"
"8558","checkpoint-5000","where is this?","heart","heart"
"8559","checkpoint-5000","is line of demarcation between gangrenous segment and the viable bowel not clear-cut?","yes","yes"
"8560","checkpoint-5000","what is present?","vasculature","breast"
"8561","checkpoint-5000","did miliary spread to lungs, liver, spleen, kidneys and brain?","yes","yes"
"8562","checkpoint-5000","how is histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated?","with mononuclear infiltrates","yes"
"8563","checkpoint-5000","is acute monocytic leukemia present?","no","no"
"8564","checkpoint-5000","is gastrointestinal present?","yes","yes"
"8565","checkpoint-5000","is myocardium present?","no","yes"
"8566","checkpoint-5000","what is present?","gastrointestinal","gastrointestinal"
"8567","checkpoint-5000","where is this?","oral","mouth"
"8568","checkpoint-5000","is anomalous origin present?","no","yes"
"8569","checkpoint-5000","what is present?","oral","skin"
"8570","checkpoint-5000","is this image shows wrights typical present?","no","yes"
"8571","checkpoint-5000","what is present?","urinary","vascular"
"8572","checkpoint-5000","what is present?","abdomen","cardiovascular"
"8573","checkpoint-5000","what does this image show?","breast","pancreas"
"8574","checkpoint-5000","what is present?","hand","skin"
"8575","checkpoint-5000","does this image show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?","yes","yes"
"8576","checkpoint-5000","what is present?","bone marrow","hematopoietic"
"8577","checkpoint-5000","is liver present?","yes","yes"
"8578","checkpoint-5000","what is present?","vasculature","cardiovascular"
"8579","checkpoint-5000","where is this?","vasculature","skin"
"8580","checkpoint-5000","why does this image show esophogus, varices portal hypertension?","due to cirrhosis hcv","exact"
"8581","checkpoint-5000","what does this image show?","primary biliary cirrhosis","pancreatic ductular adenocarcinoma"
"8582","checkpoint-5000","where is this from?","gastrointestinal system","gastrointestinal"
"8583","checkpoint-5000","what are bradyzoites present as?","pseudocyst","tissue"
"8584","checkpoint-5000","is peritoneum present?","yes","yes"
"8585","checkpoint-5000","is focal hemorrhagic infarction well shown present?","no","yes"
"8586","checkpoint-5000","is notochord present?","no","yes"
"8587","checkpoint-5000","what is present?","endocrine","lymphoid"
"8588","checkpoint-5000","what is present?","lymph node","cardiovascular"
"8589","checkpoint-5000","does normal show kidney, hemochromatosis, prussian blue?","no","yes"
"8590","checkpoint-5000","is previous slide from this case present?","no","yes"
"8591","checkpoint-5000","where is this?","skin","gastrointestinal"
"8592","checkpoint-5000","does this image show posterior view to show open cord?","yes","yes"
"8593","checkpoint-5000","how does this image show postmortangiogram?","with apparent lesions in proximal right coronary","showing postmortangiogram"
"8594","checkpoint-5000","what is present?","acute myelogenous leukemia","abdominal"
"8595","checkpoint-5000","what does this image show?","adrenal","endometrial cancer"
"8596","checkpoint-5000","is peritoneal fluid present?","no","yes"
"8597","checkpoint-5000","what is present?","brain","vascular"
"8598","checkpoint-5000","how does child have disease?","polycystic","showed"
"8599","checkpoint-5000","is a mallory-denk body present in another hepatocyte?","yes","no"
"8600","checkpoint-5000","does fibrinous peritonitis show ruptured saccular aneurysm right middle cerebral artery?","no","no"
"8601","checkpoint-5000","is soft tissue present?","yes","yes"
"8602","checkpoint-5000","is muscle atrophy present?","no","no"
"8603","checkpoint-5000","is respiratory present?","yes","yes"
"8604","checkpoint-5000","what is heavier?","heart","left"
"8605","checkpoint-5000","what is present?","hematologic","lymphoid"
"8606","checkpoint-5000","what does the basal layer show?","liquefactive degeneration","basal cell carcinoma"
"8607","checkpoint-5000","what is present?","cardiovascular","vascular"
"8608","checkpoint-5000","what does this image show?","granulomas","pancreas"
"8609","checkpoint-5000","is lymphangiomatosis generalized present?","no","no"
"8610","checkpoint-5000","what are evident?","elongated cocci in pairs and short chains (streptococcus pneumoniae) and a neutrophil","lymphocytes"
"8611","checkpoint-5000","what is the osteoporotic vertebral body shorten by?","compression fractures","osteoblastic activity"
"8612","checkpoint-5000","is sugar coated present?","yes","yes"
"8613","checkpoint-5000","is view of head with scalp present?","no","no"
"8614","checkpoint-5000","what do not know history looks like placental abruption?","focal hemorrhages","yes"
"8615","checkpoint-5000","what is present?","eye","eye"
"8616","checkpoint-5000","what does this image show?","excellent example of gangrene of the first four toes","skin"
"8617","checkpoint-5000","what is present?","cyclops","head"
"8618","checkpoint-5000","what does this image show?","excellent example of submucosal","endometrial polyp"
"8619","checkpoint-5000","is a nucleolar pattern typical of antibodies against nucleolar proteins?","yes","yes"
"8620","checkpoint-5000","is scanty connective tissue stroma seen between the cavernous spaces?","yes","yes"
"8621","checkpoint-5000","what are present?","extremities","skin"
"8622","checkpoint-5000","what does this image show?","necrotizing granuloma","pancreas"
"8623","checkpoint-5000","is endocrine present?","yes","yes"
"8624","checkpoint-5000","is newborn cord around neck present?","no","no"
"8625","checkpoint-5000","by when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","day 10","1 week"
"8626","checkpoint-5000","what does this image show?","thyroid","endometrial polyp"
"8627","checkpoint-5000","what does this image show?","primary biliary cirrhosis","lymph node"
"8628","checkpoint-5000","what is present?","metastatic carcinoma","liver"
"8629","checkpoint-5000","does this image show kidney, acute tubular necrosis?","yes","yes"
"8630","checkpoint-5000","what does this image show?","dr garcia tumors 47","endocrine cells"
"8631","checkpoint-5000","is lymphoid atrophy in newborn present?","no","yes"
"8632","checkpoint-5000","where is this?","lung","lung"
"8633","checkpoint-5000","is oxygen delivery less with high ph, low 2,3-bpg and hbf?","yes","yes"
"8634","checkpoint-5000","what is present?","hematologic","liver"
"8635","checkpoint-5000","does this image show small intestine, multifocal ulcers and hemorrhages, mucosal congestion?","yes","yes"
"8636","checkpoint-5000","does this image show neural tube defect, meningomyelocele?","yes","yes"
"8637","checkpoint-5000","where is this?","thorax","bone"
"8638","checkpoint-5000","where is this from?","female reproductive system","breast"
"8639","checkpoint-5000","does the rephine biopsy show replacement of marrow spaces with abnormal mononuclear cells?","yes","yes"
"8640","checkpoint-5000","what is soft, swollen and dark?","the affected part dark","lymph node"
"8641","checkpoint-5000","what is present?","bicornate uterus","uterus"
"8642","checkpoint-5000","is osteoid osteoma composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","yes","yes"
"8643","checkpoint-5000","is oral present?","yes","yes"
"8644","checkpoint-5000","how is spleen , infarcts , disseminated coagulation?","intravascular","infarcts disseminated coagulation"
"8645","checkpoint-5000","where is this?","skin","foot"
"8646","checkpoint-5000","where is this?","urinary","abdomen"
"8647","checkpoint-5000","is a key set of connections made by dystrophin?","yes","yes"
"8648","checkpoint-5000","is malignant histiocytosis present?","no","yes"
"8649","checkpoint-5000","what does this image show?","adrenal gland","endometrium"
"8650","checkpoint-5000","what is present?","hematologic","lymphoid"
"8651","checkpoint-5000","what is present?","soft tissue","vascular"
"8652","checkpoint-5000","what does this image show?","normal liver","abdominal aorta"
"8653","checkpoint-5000","what is present?","cardiovascular","cardiovascular"
"8654","checkpoint-5000","what is present?","coronary artery","vascular"
"8655","checkpoint-5000","what are demonstrated by immunohistochemical staining?","free tachyzoites","lymphocytes"
"8656","checkpoint-5000","does myelomonocytic leukemia show close-up of dorsum of hand with marked pitting edema good example?","no","yes"
"8657","checkpoint-5000","what is present?","cardiovascular","skin"
"8658","checkpoint-5000","two have lost whose nuclei?","their","both"
"8659","checkpoint-5000","is a scar smaller than the original wound thickened and infiltrated by acute and chronic inflammatory cells?","no","yes"
"8660","checkpoint-5000","does this image show typical not advanced macerated stillborn?","yes","yes"
"8661","checkpoint-5000","is histiocyte present?","no","yes"
"8662","checkpoint-5000","are replication of viral dna the haemoglobin disorders common in india?","no","no"
"8663","checkpoint-5000","what is present?","liver","lymphoid"
"8664","checkpoint-5000","is endometrial polyp present?","no","yes"
"8665","checkpoint-5000","what is present?","hepatobiliary","bone"
"8666","checkpoint-5000","what stain?","silver","hematoxylin and eosin"
"8667","checkpoint-5000","does this image show x-ray hand?","yes","yes"
"8668","checkpoint-5000","what does this image show?","kidney","endometrial polyp"
"8669","checkpoint-5000","is bone, calvarium present?","yes","yes"
"8670","checkpoint-5000","does this image show lung, cyomegalovirus pneumonia?","yes","yes"
"8671","checkpoint-5000","does the sectioned surface show haemorrhage?","no","no"
"8672","checkpoint-5000","what is present?","cardiovascular","breast"
"8673","checkpoint-5000","is mixed mesodermal tumor present?","no","yes"
"8674","checkpoint-5000","is sarcoidosis present?","yes","yes"
"8675","checkpoint-5000","is deposition of antibody on endothelium and activation of complement markedly expanded by an infiltrate of lymphocytes and plasma cells?","no","yes"
"8676","checkpoint-5000","is oral present?","yes","yes"
"8677","checkpoint-5000","what is present?","megaloblasts pernicious anemia","hematopoietic"
"8678","checkpoint-5000","is acute peritonitis present?","no","yes"
"8679","checkpoint-5000","do pagets disease stain?","no","no"
"8680","checkpoint-5000","why does this image show pancreas, uremic pancreatitis?","due to polycystic kidney","pancreatic ductular dilatation, acute necrosis, acute inflammation"
"8681","checkpoint-5000","what is present?","cardiovascular","vascular"
"8682","checkpoint-5000","what is present?","endocrine","cardiovascular"
"8683","checkpoint-5000","is cardiovascular present?","yes","yes"
"8684","checkpoint-5000","what is present?","liver","breast"
"8685","checkpoint-5000","what does this image show?","opened cranial vault with many frontal and right temporal fossa fractures","heart"
"8686","checkpoint-5000","what does this image show?","kidney","endometrium"
"8687","checkpoint-5000","what is present?","varices","skin"
"8688","checkpoint-5000","what is present?","spleen","skin"
"8689","checkpoint-5000","what does the epidermis show in the number of layers of the squamous epithelium?","an increase","three"
"8690","checkpoint-5000","what does this image show?","heart","cardiovascular"
"8691","checkpoint-5000","are a few well-developed cell nests with keratinisation correlated with histological appearance of gastric mucosa in different regions?","no","yes"
"8692","checkpoint-5000","does this image show spleen, lymphoma?","yes","yes"
"8693","checkpoint-5000","does this image show thermal burned skin?","yes","yes"
"8694","checkpoint-5000","what is present?","aorta","vascular"
"8695","checkpoint-5000","what does this image show?","spleen","abdominal organs"
"8696","checkpoint-5000","what is present?","prostate","cardiovascular"
"8697","checkpoint-5000","is peritoneum present?","yes","yes"
"8698","checkpoint-5000","what is present?","endocrine","breast"
"8699","checkpoint-5000","is foot present?","no","no"
"8700","checkpoint-5000","is acute lymphocytic leukemia present?","no","no"
"8701","checkpoint-5000","where is this?","urinary","skin"
"8702","checkpoint-5000","how is excellent close-up view sliced testicle with intact epididymis?","open","excellent close-up view sliced testicle with intact epididymis"
"8703","checkpoint-5000","does immunostain for growth hormone show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?","no","no"
"8704","checkpoint-5000","where is this area in the body?","abdomen","abdomen"
"8705","checkpoint-5000","is viral dna sloughed off at places with exudate of muco-pus in the lumen?","no","yes"
"8706","checkpoint-5000","what is present?","cardiovascular","lymphoid"
"8707","checkpoint-5000","is primary syphilis: primary lesion 'chancre ' on glans penis?","yes","yes"
"8708","checkpoint-5000","is candida in peripheral blood present?","yes","yes"
"8709","checkpoint-5000","does metastatic carcinoma show gms granuloma due to pneumocystis aids case?","no","no"
"8710","checkpoint-5000","is joints present?","yes","yes"
"8711","checkpoint-5000","does fat necrosis show normal cardiovascular?","no","no"
"8712","checkpoint-5000","what is present?","basilar skull fracture","heart"
"8713","checkpoint-5000","what is the embolus composed of?","hematopoietic marrow and marrow fat cells","thrombus"
"8714","checkpoint-5000","does this image show skin, neurofibromatosis?","yes","yes"
"8715","checkpoint-5000","is the tumor hemorrhagic?","yes","no"
"8716","checkpoint-5000","does acute lymphocytic leukemia show carotid sclerosing panarteritis?","no","no"
"8717","checkpoint-5000","what is present?","cardiovascular","cardiovascular"
"8718","checkpoint-5000","is lymph node present?","yes","yes"
"8719","checkpoint-5000","does this image show thromboembolus from leg veins in pulmonary artery?","yes","yes"
"8720","checkpoint-5000","what is present?","female reproductive","vascular"
"8721","checkpoint-5000","is papillary intraductal adenocarcinoma present?","no","yes"
"8722","checkpoint-5000","what does this image show?","median rhomboid glossitis","skin"
"8723","checkpoint-5000","is kidney present?","yes","yes"
"8724","checkpoint-5000","what are lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","alveolar walls","pancreatic ductular tumour"
"8725","checkpoint-5000","what is present?","nervous","brain"
"8726","checkpoint-5000","is testicle present?","yes","yes"
"8727","checkpoint-5000","does liver show mild acute rejection?","no","no"
"8728","checkpoint-5000","is typical ivory vertebra present?","no","no"
"8729","checkpoint-5000","are the osteoblastic rimming of the bony trabeculae characteristically absent?","yes","yes"
"8730","checkpoint-5000","what does this image show?","mucoepidermoid carcinoma","nasal polyp"
"8731","checkpoint-5000","does pulmonary osteoarthropathy show close-up of ruptured area very good?","no","yes"
"8732","checkpoint-5000","does close-up of lesion show kidney, polyarteritis nodosa?","no","no"
"8733","checkpoint-5000","is sacrococcygeal teratoma present?","yes","yes"
"8734","checkpoint-5000","is male reproductive present?","yes","yes"
"8735","checkpoint-5000","what does this image show?","massive replacement can not see any adrenal tissue","lung"
"8736","checkpoint-5000","is angiogram present?","yes","yes"
"8737","checkpoint-5000","what is present?","spleen","lymphoid"
"8738","checkpoint-5000","what does b, congo red staining show as seen by red-pink colour?","congophilia","the presence of amyloid"
"8739","checkpoint-5000","are the normal gland acini seen on the left?","yes","yes"
"8740","checkpoint-5000","does meningioma show chronic pancreatitis with cyst formation?","no","no"
"8741","checkpoint-5000","does adenocarcinoma show recurrent hepatitis c virus?","no","no"
"8742","checkpoint-5000","what is present?","bone, calvarium","skin"
"8743","checkpoint-5000","does this image show recurrent hepatitis c virus?","yes","yes"
"8744","checkpoint-5000","is candida in peripheral blood present?","no","no"
"8745","checkpoint-5000","does this image show infant bicornate uterus?","yes","yes"
"8746","checkpoint-5000","does this image show radicular cyst?","yes","no"
"8747","checkpoint-5000","does this image show x-ray sella?","yes","yes"
"8748","checkpoint-5000","do interstitial fibrosis and tubular atrophy consist of uncalcified osteoid?","no","no"
"8749","checkpoint-5000","what is present?","abdomen","cardiovascular"
"8750","checkpoint-5000","what is incidental finding died?","with promyelocytic leukemia stomach lesion #","lymph node"
"8751","checkpoint-5000","what does this image show?","post-orthotopic liver transplant","endometrial hyperplasia"
"8752","checkpoint-5000","what said to be aml infiltrates?","not best color rendition showing elevated macular lesions on arm","skin"
"8753","checkpoint-5000","what does this image show?","kidney","endometrium"
"8754","checkpoint-5000","does granuloma show pancreatic fat necrosis?","no","yes"
"8755","checkpoint-5000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","skin"
"8756","checkpoint-5000","does this image show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","yes","yes"
"8757","checkpoint-5000","what is present?","abdomen","lymphoid"
"8758","checkpoint-5000","what does this image show?","excellent gangrenous necrosis of fingers said to be due to embolism","skin"
"8759","checkpoint-5000","is congo red congested?","no","no"
"8760","checkpoint-5000","what is present?","lymphangiomatosis","female"
"8761","checkpoint-5000","what is present?","lymph node","vascular"
"8762","checkpoint-5000","does this image show inguinal hernia?","yes","yes"
"8763","checkpoint-5000","does the lesion contain recognizable colloid?","no","no"
"8764","checkpoint-5000","what does this image show?","pancreatic fat necrosis","endometrial hyperplasia"
"8765","checkpoint-5000","how is excellent close-up view sliced open testicle?","intact epididymis","excellent close-up view sliced open testicle"
"8766","checkpoint-5000","what is present?","endocrine","breast"
"8767","checkpoint-5000","how is bone marrow from an infant infected?","with parvovirus b19","with mrsa"
"8768","checkpoint-5000","what is present?","tuberculosis","lymphoid"
"8769","checkpoint-5000","are the vascular spaces large, dilated, many containing blood, and are lined by flattened endothelial cells?","yes","yes"
"8770","checkpoint-5000","what undergoes metaplastic change to columnar epithelium of intestinal type?","part of the oesophagus which is normally lined by squamous epithelium","glandular"
"8771","checkpoint-5000","does this image show close-up of head typical?","yes","yes"
"8772","checkpoint-5000","what is present?","nervous","lymphoid"
"8773","checkpoint-5000","what does this image show?","nicely shown large neoplasm with fish flesh cerebriform appearance","endometrial polyp"
"8774","checkpoint-5000","what is present?","spleen","liver"
"8775","checkpoint-5000","is hepatobiliary present?","yes","yes"
"8776","checkpoint-5000","is metastatic carcinoma present?","yes","yes"
"8777","checkpoint-5000","where did etastatic carcinomatous deposit?","in the mat mass of lymph nodes","right lung"
"8778","checkpoint-5000","what is present?","aorta","bone"
"8779","checkpoint-5000","does this image show pancreatic fat necrosis, pancreatitis/necrosis?","yes","yes"
"8780","checkpoint-5000","is autoimmune thyroiditis present?","yes","yes"
"8781","checkpoint-5000","does stillborn macerated show polyarteritis nodosa?","no","no"
"8782","checkpoint-5000","does this image show atrophic lobules and normal connective tissue?","yes","yes"
"8783","checkpoint-5000","is the placenta characterized by nuclear and cellular pleomorphism and loss of normal maturation?","no","yes"
"8784","checkpoint-5000","is joints present?","yes","yes"
"8785","checkpoint-5000","does carcinomatosis endometrium primary show excised tumor mass?","no","no"
"8786","checkpoint-5000","what is present?","cardiovascular","coronary"
"8787","checkpoint-5000","does 70yof show cut surface showing very thickened capsule with focal calcification very good close-up photo?","no","yes"
"8788","checkpoint-5000","is cm present?","no","yes"
"8789","checkpoint-5000","what is diagrammatic representation of pathogenesis of atherosclerosis explained by?","'reaction-to-injury 'hypothesis","atherosclerosis"
"8790","checkpoint-5000","are extremities present?","yes","yes"
"8791","checkpoint-5000","what is present?","adrenal","gastrointestinal"
"8792","checkpoint-5000","where is this?","urinary","gastrointestinal"
"8793","checkpoint-5000","does this image show both adrenals external views focal hemorrhages do not know history looks like placental abruption?","yes","yes"
"8794","checkpoint-5000","what is present?","liver","lymphoid"
"8795","checkpoint-5000","does enal glomerulus showing markedly have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","no","yes"
"8796","checkpoint-5000","is hematologic present?","yes","yes"
"8797","checkpoint-5000","is gastrointestinal present?","yes","yes"
"8798","checkpoint-5000","what does this image show?","esophagus","lung"
"8799","checkpoint-5000","what does this image show?","brain","lymph node"
"8800","checkpoint-5000","does pancreatic islet, amyloidosis diabetes mellitus, congo red show kidney, pyelonephritis, acute and supperative?","no","no"
"8801","checkpoint-5000","does schwannoma show nevus?","no","no"
"8802","checkpoint-5000","what is present?","cardiovascular","cardiovascular"
"8803","checkpoint-5000","is opened base of skull with brain present?","no","no"
"8804","checkpoint-5000","is the superior vena cava present?","no","yes"
"8805","checkpoint-5000","was atrophy taken from another case to illustrate the difference?","no","no"
"8806","checkpoint-5000","are tuberculous peritonitis easily seen?","no","yes"
"8807","checkpoint-5000","is salt bridges lying separated from the septal walls by a clear space?","no","yes"
"8808","checkpoint-5000","what joined chest and abdomen slide shows opened chest with two hearts?","this","abdomen"
"8809","checkpoint-5000","is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?","no","yes"
"8810","checkpoint-5000","does the figure show region of myocardium affected by stenosis of three respective coronary trunks in descending order shown as: 1 left anterior descending coronary, 2 right coronary and 3 left circumflex coronary artery in myocardial infarction?","yes","yes"
"8811","checkpoint-5000","what is present?","hepatobiliary","gastrointestinal"
"8812","checkpoint-5000","is cachexia present?","no","no"
"8813","checkpoint-5000","what is present?","female reproductive","breast"
"8814","checkpoint-5000","is feet present?","no","no"
"8815","checkpoint-5000","how does this image show thrombus in leg vein?","with early organization","this image shows thrombus in leg vein"
"8816","checkpoint-5000","what is present?","hepatobiliary","pancreas"
"8817","checkpoint-5000","what is present?","respiratory","cardiovascular"
"8818","checkpoint-5000","what does this image show?","fixed tissue good example small kidney","abdominal wall"
"8819","checkpoint-5000","what is present?","adenoma","lymphoid"
"8820","checkpoint-5000","what is hepatocellular necrosis caused by?","acetaminophen overdose","hepatitis"
"8821","checkpoint-5000","where is this?","heart","breast"
"8822","checkpoint-5000","is peptide present in the core of the plaques as well as in the surrounding region?","yes","no"
"8823","checkpoint-5000","what is present?","angiogram","breast"
"8824","checkpoint-5000","is downs syndrome present?","yes","yes"
"8825","checkpoint-5000","is opened uterus and cervix with large cervical myoma protruding into vagina slide present?","no","yes"
"8826","checkpoint-5000","does pinworm show primary biliary cirrhosis?","no","no"
"8827","checkpoint-5000","what is present?","hepatobiliary","lymphoid"
"8828","checkpoint-5000","what does this image show?","photo of face with multiple typical lesions","skin"
"8829","checkpoint-5000","is case of peritonitis slide present?","no","yes"
"8830","checkpoint-5000","does acute peritonitis show thyroid, hurthle cell adenoma?","no","no"
"8831","checkpoint-5000","what is there of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","cloudy appearance","pancreas"
"8832","checkpoint-5000","is female reproductive present?","no","yes"
"8833","checkpoint-5000","are scanty connective tissue stroma the first to fourth parts of the duodenum?","no","yes"
"8834","checkpoint-5000","is endocrine present?","no","yes"
"8835","checkpoint-5000","is uterus present?","yes","yes"
"8836","checkpoint-5000","is artery present?","no","yes"
"8837","checkpoint-5000","does this image show focal melanosis?","yes","yes"
"8838","checkpoint-5000","what is seen in normal pap smear?","various types of epithelial cells","normal cells"
"8839","checkpoint-5000","is infarcts present?","no","yes"
"8840","checkpoint-5000","what is present?","thymoma","lymphoid"
"8841","checkpoint-5000","does lesion in dome of uterus show hepatitis b virus, hepatocellular carcinoma?","no","no"
"8842","checkpoint-5000","does peritoneum show thyroid, nodular colloid goiter?","no","no"
"8843","checkpoint-5000","where is peptide present in?","the core of the plaques as well as the surrounding region","pancreas"
"8844","checkpoint-5000","does this image show neural tube defect, vertebral bodies?","yes","yes"
"8845","checkpoint-5000","are x-ray intramyocardial arteries present?","no","no"
"8846","checkpoint-5000","does this image show case of dic not bad photo requires dark room to see subtle distal phalangeal cyanosis?","yes","yes"
"8847","checkpoint-5000","is cut surface typical ivory vertebra do not have history at this time diagnosis present?","no","yes"
"8848","checkpoint-5000","what is present?","large cell lymphoma","cardiovascular"
"8849","checkpoint-5000","what is present?","endocrine","gastrointestinal"
"8850","checkpoint-5000","is this typical lesion present?","no","yes"
"8851","checkpoint-5000","what is present?","pneumocystis","lymphoid"
"8852","checkpoint-5000","do large, flat cells with small nuclei represent osteoprogenitor cells?","no","yes"
"8853","checkpoint-5000","does jejunum show kidney transplant rejection?","no","no"
"8854","checkpoint-5000","does this image show pituitary, chromaphobe adenoma?","yes","yes"
"8855","checkpoint-5000","does this image show coronary artery atherosclerosis?","yes","yes"
"8856","checkpoint-5000","what labeled?","structures","liver"
"8857","checkpoint-5000","what does this image show?","right coronary artery","artery"
"8858","checkpoint-5000","does lesion of myocytolysis show heart, coronary artery, atherosclerosis?","no","no"
"8859","checkpoint-5000","is gross islands of tumor?","yes","yes"
"8860","checkpoint-5000","what does this image show?","chest x ray 34 year old alcoholic with lobar pneumonia and fulminant sepsis blood culture pneumococcus and klebsiella","pneumonia"
"8861","checkpoint-5000","is brain present?","yes","no"
"8862","checkpoint-5000","is metastatic neuroblastoma present?","no","yes"
"8863","checkpoint-5000","is palmar crease normal present?","no","no"
"8864","checkpoint-5000","what are painless despite the presence of ulceration?","syphilitic chancre","skin"
"8865","checkpoint-5000","what are immunoglobulin deposits confined to?","superficial layers of the epidermis","the mesangial area"
"8866","checkpoint-5000","does this image show thrombus in leg vein with early organization?","yes","yes"
"8867","checkpoint-5000","is gastrointestinal present?","yes","yes"
"8868","checkpoint-5000","what is present?","respiratory","lymphoid"
"8869","checkpoint-5000","does sle v. urinary show kidney, adult polycystic kidney?","no","no"
"8870","checkpoint-5000","where is this?","oral","oral"
"8871","checkpoint-5000","does glioma show pancreatic fat necrosis, pancreatitis/necrosis?","no","no"
"8872","checkpoint-5000","what induced discoloration?","tetracycline","yes"
"8873","checkpoint-5000","where are thalassaemia and hbd disorders common?","india","india"
"8874","checkpoint-5000","what does this biopsy from a patient with lobular hepatitis due to chronic hepatitis c show?","scattered apoptotic hepatocytes and a patchy inflammatory infiltrate","hepatitis"
"8875","checkpoint-5000","is there cloudy appearance of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","yes","yes"
"8876","checkpoint-5000","is chronic ischemia present?","no","yes"
"8877","checkpoint-5000","is feet present?","yes","yes"
"8878","checkpoint-5000","does lower chest and abdomen anterior show close-up very good photo?","no","no"
"8879","checkpoint-5000","does face show mucocele?","no","no"
"8880","checkpoint-5000","what is present?","liver","skin"
"8881","checkpoint-5000","what does this image show?","x-ray postmortinjection horizontal slice of left ventricle showing very well penetrating arteries","cystic fibrosis"
"8882","checkpoint-5000","what is composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","osteoid osteoma","bone marrow"
"8883","checkpoint-5000","what is present?","thecoma","cardiovascular"
"8884","checkpoint-5000","what is present?","respiratory","heart"
"8885","checkpoint-5000","is embryo-fetus present?","no","no"
"8886","checkpoint-5000","where is this from?","gastrointestinal system","breast"
"8887","checkpoint-5000","did koilocytes and virus-infected keratinocytes contain prominent keratohyaline granules?","yes","yes"
"8888","checkpoint-5000","what is present?","gastrointestinal","gastrointestinal"
"8889","checkpoint-5000","are the parenchymal glands atrophic and replaced by fibrous tissue?","yes","yes"
"8890","checkpoint-5000","does spleen show islands of tumor with nice new bone formation?","no","no"
"8891","checkpoint-5000","what is present?","cardiovascular","lymphoid"
"8892","checkpoint-5000","what is present?","muscle","vascular"
"8893","checkpoint-5000","is meningioma present?","yes","yes"
"8894","checkpoint-5000","does intrauterine contraceptive device show stomach primary?","no","no"
"8895","checkpoint-5000","is previous slide from this case a simian crease suspect?","yes","yes"
"8896","checkpoint-5000","what does this image show?","hyaline membrane disease","a fetus"
"8897","checkpoint-5000","is liver present?","yes","yes"
"8898","checkpoint-5000","what is moderate-power view of the plaque shown the figure stained for?","elastin (black)","collagen"
"8899","checkpoint-5000","does this image show chronic osteomyelitis?","yes","no"
"8900","checkpoint-5000","does this image show wide fetal zone 2 days old?","yes","yes"
"8901","checkpoint-5000","is this typical thecoma with yellow foci quite obvious?","yes","yes"
"8902","checkpoint-5000","what does this image show?","rabies","endometrium"
"8903","checkpoint-5000","where is this?","lung","heart"
"8904","checkpoint-5000","is pituitary present?","yes","yes"
"8905","checkpoint-5000","does cysticercosis show sle iv, ana staining, kappa, 10x?","no","yes"
"8906","checkpoint-5000","what is present?","hematologic","lymphoid"
"8907","checkpoint-5000","where is this?","lung","heart"
"8908","checkpoint-5000","does this image show adenomatoid odontogenic tumor?","yes","yes"
"8909","checkpoint-5000","what is present?","spleen","liver"
"8910","checkpoint-5000","what is present?","female reproductive","breast"
"8911","checkpoint-5000","what is present in another hepatocyte?","a mallory-denk body","a large amount of fat"
"8912","checkpoint-5000","where is this from?","vasculature","gastrointestinal"
"8913","checkpoint-5000","what is present?","uterus","lymphoid"
"8914","checkpoint-5000","what are there?","blood-filled vascular channels","lymph nodes"
"8915","checkpoint-5000","is intraductal papillomatosis present?","no","yes"
"8916","checkpoint-5000","does abdomen show brain, breast cancer metastasis to meninges?","no","no"
"8917","checkpoint-5000","does this image show normal appendix?","yes","no"
"8918","checkpoint-5000","what is present?","mixed mesodermal tumor","lymphoid"
"8919","checkpoint-5000","what does this image show?","external view case of situs ambiguous partial left isomerism","kidney"
"8920","checkpoint-5000","where is this area in the body?","abdomen","abdomen"
"8921","checkpoint-5000","what is the infiltrate in the lumina composed of?","ineutrophils and macrophages","lymphocytes"
"8922","checkpoint-5000","what is iron stored as?","ferritin and haemosiderin","haemoglobin"
"8923","checkpoint-5000","is slide present?","no","yes"
"8924","checkpoint-5000","is gastrointestinal present?","yes","yes"
"8925","checkpoint-5000","do histologic features include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?","yes","yes"
"8926","checkpoint-5000","how is good example of poorly differentiated infiltrating carcinoma?","ductal","yes"
"8927","checkpoint-5000","is pancreas present?","yes","yes"
"8928","checkpoint-5000","is hepatobiliary present?","yes","yes"
"8929","checkpoint-5000","does artery show saphenous vein graft anastamosis in aorta?","no","no"
