"ID","model","question","correct_answer","model_output"
"11150","checkpoint-19654","are extremities present?","extremities","yes"
"11151","checkpoint-19654","what is present?","varices","gastrointestinal"
"11152","checkpoint-19654","what are also present in the red cells of this asplenic patient?","howell-jolly bodies (small nuclear remnants)","abnormalities"
"11153","checkpoint-19654","is there large excess of mature and small differentiated lymphocytes?","yes","yes"
"11154","checkpoint-19654","what indicated?","source","cardiovascular"
"11155","checkpoint-19654","what is present?","hepatobiliary","hepatobiliary"
"11156","checkpoint-19654","what is present?","fracture","hematologic"
"11157","checkpoint-19654","is nervous present?","yes","yes"
"11158","checkpoint-19654","is this a case of prostatic carcinoma?","yes","yes"
"11159","checkpoint-19654","does this image show esophogus, varices due to portal hypertension from cirrhosis, hcv?","yes","yes"
"11160","checkpoint-19654","does this image show close-up looks like ivory vertebra of breast carcinoma?","yes","yes"
"11161","checkpoint-19654","what is present?","nervous","cerebral"
"11162","checkpoint-19654","is liver present?","yes","yes"
"11163","checkpoint-19654","what does this image show?","liver","heart"
"11164","checkpoint-19654","did ml not mention?","no","yes"
"11165","checkpoint-19654","what is present?","spleen","hematologic"
"11166","checkpoint-19654","is nipple duplication present?","no","no"
"11167","checkpoint-19654","is this good yellow color slide present?","no","no"
"11168","checkpoint-19654","what is present?","oral","gastrointestinal"
"11169","checkpoint-19654","a , typhoid ulcers in the small intestine appear characteristically oval with whose long axis parallel to the long axis of the bowel?","their","the longitudinal axis"
"11170","checkpoint-19654","is respiratory present?","yes","yes"
"11171","checkpoint-19654","does this image show hilar lymph nodes, nodular sclerosing hodgkins disease?","yes","yes"
"11172","checkpoint-19654","what does this image show?","continuous type","bone marrow"
"11173","checkpoint-19654","what is present?","siamese twins","uterus"
"11174","checkpoint-19654","does pituitary show moderate acute rejection?","no","no"
"11175","checkpoint-19654","does aldehyde fuscin show thrombosed esophageal varices?","no","no"
"11176","checkpoint-19654","what is present?","abdomen","gastrointestinal"
"11177","checkpoint-19654","what is present?","metastatic carcinoma breast","gastrointestinal"
"11178","checkpoint-19654","does this image show autoimmune hepatitis?","yes","yes"
"11179","checkpoint-19654","what is present?","cardiovascular","cardiovascular"
"11180","checkpoint-19654","what is present?","hand","hand"
"11181","checkpoint-19654","what does this image show?","pyogenic granuloma","heart"
"11182","checkpoint-19654","what is present?","hemangioma","gastrointestinal"
"11183","checkpoint-19654","is gangrene toe in infant present?","no","no"
"11184","checkpoint-19654","what is present?","spleen","hematologic"
"11185","checkpoint-19654","does this image show pyogenic granuloma?","yes","yes"
"11186","checkpoint-19654","where is this from?","gastrointestinal system","uterus"
"11187","checkpoint-19654","what was diagnosis cell sarcoma?","reticulum","of"
"11188","checkpoint-19654","is one marrow trephine biopsy in aplastic anaemia heavier?","no","yes"
"11189","checkpoint-19654","how is excellent multiple lesions sigmoid colon adenocarcinoma 6mo post colon resection with multiple complications?","papillary","with extensive peritoneal carcinomatosis"
"11190","checkpoint-19654","what is present?","respiratory","spleen"
"11191","checkpoint-19654","what is present?","hematologic","heart"
"11192","checkpoint-19654","what is present?","gastrointestinal","vascular"
"11193","checkpoint-19654","is the histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated with mononuclear infiltrates and giant cells?","yes","yes"
"11194","checkpoint-19654","what does this image show?","lung","lung"
"11195","checkpoint-19654","what is present?","gastrointestinal","vagina"
"11196","checkpoint-19654","what is present?","siamese twins","gastrointestinal"
"11197","checkpoint-19654","does this image show outstanding example of granuloma with langhans giant cell?","yes","yes"
"11198","checkpoint-19654","is siamese twins present?","no","no"
"11199","checkpoint-19654","what is present?","bone, calvarium","heart"
"11200","checkpoint-19654","is kidney present?","yes","yes"
"11201","checkpoint-19654","is liver present?","yes","yes"
"11202","checkpoint-19654","is an intimal tear seen in the arch?","yes","yes"
"11203","checkpoint-19654","what does this image show?","cut surface granulomas faint but there","heart"
"11204","checkpoint-19654","is macerated stillborn present?","no","no"
"11205","checkpoint-19654","does this image show neural tube defect, meningomyelocele?","yes","yes"
"11206","checkpoint-19654","what is present?","cardiovascular","lung"
"11207","checkpoint-19654","is gastrointestinal present?","yes","yes"
"11208","checkpoint-19654","what is present?","endocrine","gastrointestinal"
"11209","checkpoint-19654","what does this image show?","x-ray chest showing mediastinal widening and fuzzy border","lung"
"11210","checkpoint-19654","where is this?","skin","gastrointestinal"
"11211","checkpoint-19654","what is present?","oral","oral"
"11212","checkpoint-19654","what is present?","micrognathia triploid fetus","uterus"
"11213","checkpoint-19654","what does this image show?","normal appendix","oral"
"11214","checkpoint-19654","is stored iron mobilised in response to increased demand and used for haemoglobin synthesis, thus completing the cycle m = males ; f = females?","yes","yes"
"11215","checkpoint-19654","is angiogram saphenous vein bypass graft present?","yes","yes"
"11216","checkpoint-19654","does this image show kidney, adult polycystic kidney?","yes","yes"
"11217","checkpoint-19654","does embryo-fetus show pancreas, hemochromatosis?","no","no"
"11218","checkpoint-19654","does this image show cystic fibrosis?","yes","yes"
"11219","checkpoint-19654","is vasculature present?","yes","no"
"11220","checkpoint-19654","is infarct present?","yes","yes"
"11221","checkpoint-19654","is oral present?","yes","yes"
"11222","checkpoint-19654","what is present?","joints","skin"
"11223","checkpoint-19654","what does this image show?","esophogus","heart"
"11224","checkpoint-19654","is subcapsular hematoma present?","yes","yes"
"11225","checkpoint-19654","what is present?","oral","lung"
"11226","checkpoint-19654","what is present?","endocrine","hematologic"
"11227","checkpoint-19654","what is large organizing subdural hematoma attached to?","the dura","the right frontal lobe"
"11228","checkpoint-19654","is oral present?","yes","yes"
"11229","checkpoint-19654","are extremities present?","yes","yes"
"11230","checkpoint-19654","are renal tubules and glomeruli arranged as lobules with peripheral basaloid cells and pale cells in the centre?","no","yes"
"11231","checkpoint-19654","where is this?","oral","chest"
"11232","checkpoint-19654","is focal hemorrhagic infarction well shown present?","no","yes"
"11233","checkpoint-19654","does the margin of infracted area show haemorrhage?","yes","no"
"11234","checkpoint-19654","does conjoined twins show thyroid, hashimoto 's?","no","no"
"11235","checkpoint-19654","what is present?","hepatobiliary","hematologic"
"11236","checkpoint-19654","is so-called median bar present?","no","no"
"11237","checkpoint-19654","what is due to enzyme leakage after cell death?","the absence of staining","the cellular debris"
"11238","checkpoint-19654","what do focal hemorrhages?","not know history","hematologic"
"11239","checkpoint-19654","what is present?","metastatic carcinoma lung","gastrointestinal"
"11240","checkpoint-19654","what does this image show?","outstanding example of a tubercular granuloma same as in slide seen at low classical granuloma with langhans giant cell","lung"
"11241","checkpoint-19654","is plasma cell present?","no","yes"
"11242","checkpoint-19654","is spleen present?","yes","yes"
"11243","checkpoint-19654","what is present?","oral","oral"
"11244","checkpoint-19654","is another fiber other frame present?","no","no"
"11245","checkpoint-19654","does autopsy show spleen, congestion in a patient with disseminated intravascular coagulation and alpha-1 antitrypsin deficiency?","no","no"
"11246","checkpoint-19654","are immunoglobulin deposits confined to superficial layers of the epidermis?","yes","no"
"11247","checkpoint-19654","is side present?","no","yes"
"11248","checkpoint-19654","what confirms the presence of surface antigen (brown)?","immunostaining with a specific antibody","the immunoperoxidase stain"
"11249","checkpoint-19654","do no tissue recognizable as ovary stain?","no","yes"
"11250","checkpoint-19654","what is present?","hematologic","hematologic"
"11251","checkpoint-19654","what is present?","adrenal","gastrointestinal"
"11252","checkpoint-19654","what is collection of proliferating foam macrophages in the dermis with?","a clear subepidermal zone","fibrosis"
"11253","checkpoint-19654","what is present?","abdomen","heart"
"11254","checkpoint-19654","what is present?","gastrointestinal","gastrointestinal"
"11255","checkpoint-19654","what does normal skeletal muscle tissue have?","relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue","a myofibril with sarcoplasmic reticulum and mitochondria"
"11256","checkpoint-19654","what is ommon stains used for?","demonstration of microbes","to demonstrate bacteria"
"11257","checkpoint-19654","what is the cellular exudates in the alveolar lumina lying separated from by a clear space?","septal walls","the alveolar wall"
"11258","checkpoint-19654","what is present?","vasculature","gastrointestinal"
"11259","checkpoint-19654","does this image show adenomatoid odontogenic tumor?","yes","yes"
"11260","checkpoint-19654","is pancreas present?","yes","yes"
"11261","checkpoint-19654","what is present?","vasculature","bone"
"11262","checkpoint-19654","is an opened peritoneal cavity cause by fibrous band strangulation present?","no","no"
"11263","checkpoint-19654","what is present with open spine?","anencephaly","open spine"
"11264","checkpoint-19654","is urinary present?","yes","yes"
"11265","checkpoint-19654","what does this image show?","thermal burned skin","skin"
"11266","checkpoint-19654","is the granuloma composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","yes","yes"
"11267","checkpoint-19654","does alpha smooth muscle actin immunohistochemical show incisive canal cyst nasopalatien duct cyst?","no","no"
"11268","checkpoint-19654","what are prominent?","hemorrhage and necrosis","the lymphoid follicles"
"11269","checkpoint-19654","is disease limited to the mucosa?","yes","no"
"11270","checkpoint-19654","what does this image show?","mild acute rejection","skin"
"11271","checkpoint-19654","does this image show gms illustrates organisms granulomatous prostatitis case of aids?","yes","yes"
"11272","checkpoint-19654","what is present?","cardiovascular","gastrointestinal"
"11273","checkpoint-19654","does med excellent example of epidermal separation gross of this lesion show fixed tissue good example small kidney?","no","no"
"11274","checkpoint-19654","what is present?","hepatobiliary","heart"
"11275","checkpoint-19654","is adenocarcinoma present?","no","yes"
"11276","checkpoint-19654","does this image show normal liver?","yes","yes"
"11277","checkpoint-19654","what is present?","cardiovascular","gastrointestinal"
"11278","checkpoint-19654","is basilar skull fracture present?","yes","yes"
"11279","checkpoint-19654","does angiogram saphenous vein bypass graft show frontal section with large patch of central infarction well seen?","no","no"
"11280","checkpoint-19654","where does this part belong to?","female reproductive system","uterus"
"11281","checkpoint-19654","are extremities present?","yes","yes"
"11282","checkpoint-19654","what is present?","thymus","female reproductive"
"11283","checkpoint-19654","what does this image show?","excellent multiple lesions sigmoid colon papillary adenocarcinoma 6mo post colon resection with multiple complications","heart"
"11284","checkpoint-19654","what is present?","hepatobiliary","bone"
"11285","checkpoint-19654","is this lesion present?","no","yes"
"11286","checkpoint-19654","is bladder present?","yes","yes"
"11287","checkpoint-19654","what does this image show?","stomach","gastrointestinal"
"11288","checkpoint-19654","is chronic myelogenous leukemia present?","no","no"
"11289","checkpoint-19654","is liver present?","yes","yes"
"11290","checkpoint-19654","is respiratory present?","yes","yes"
"11291","checkpoint-19654","where is this?","skin","leg"
"11292","checkpoint-19654","what shows congophilia as seen by red-pink colour?","congo staining colour","the histological section"
"11293","checkpoint-19654","does the corresponding area show apple-green birefringence?","yes","yes"
"11294","checkpoint-19654","what does this image show?","dens invaginatus","heart"
"11295","checkpoint-19654","where is this?","heart","heart"
"11296","checkpoint-19654","what does this image show?","normal lung","heart"
"11297","checkpoint-19654","what is present?","burkitts lymphoma","hematologic"
"11298","checkpoint-19654","what taken during life large lesion?","a photo","abdomen"
"11299","checkpoint-19654","how does the thyroid parenchyma contain a dense lymphocytic infiltrate?","with germinal centers","with focal areas of caseation necrosis"
"11300","checkpoint-19654","is syndactyly present?","no","no"
"11301","checkpoint-19654","does sickle cell disease show cellular detail well shown?","no","yes"
"11302","checkpoint-19654","what stain preparation of sputum from a patient with pneumonia?","gram","gram"
"11303","checkpoint-19654","does medial aspect show brain, cryptococcal meningitis?","no","no"
"11304","checkpoint-19654","what is present?","larynx","heart"
"11305","checkpoint-19654","what does this image show?","thrombus in leg vein with early organization","heart"
"11306","checkpoint-19654","where is this from?","female reproductive system","skin"
"11307","checkpoint-19654","does this image show spleen with three accessories 32yobf left isomerism and complex congenital heart disease?","yes","yes"
"11308","checkpoint-19654","does this image show heart, acute myocardial infarction, anterior wall?","yes","yes"
"11309","checkpoint-19654","what is present?","endocrine","hematologic"
"11310","checkpoint-19654","what is present?","lung","thorax"
"11311","checkpoint-19654","what is present?","respiratory","gastrointestinal"
"11312","checkpoint-19654","what does this image show?","primary biliary cirrhosis","lymph node"
"11313","checkpoint-19654","does heel ulcer show leiomyoma?","no","no"
"11314","checkpoint-19654","does endometrioid type, grade 3, have a predominantly solid growth pattern?","yes","yes"
"11315","checkpoint-19654","is bone marrow present?","yes","yes"
"11316","checkpoint-19654","what is present?","metastatic neuroblastoma","cardiovascular"
"11317","checkpoint-19654","what does this image adrenal?","both adrenals external views focal hemorrhages do not know history looks like placental abruption","show"
"11318","checkpoint-19654","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","yes"
"11319","checkpoint-19654","does this image show ductopenia?","yes","yes"
"11320","checkpoint-19654","does this image show cellular detail well shown?","yes","yes"
"11321","checkpoint-19654","does this image show sectioned spleen showing lesion very well?","yes","yes"
"11322","checkpoint-19654","is lymph node present?","yes","yes"
"11323","checkpoint-19654","why does this image show close-up view of infarcts?","due to nonbacterial endocarditis 88yom with body burns","because they are enlarged"
"11324","checkpoint-19654","what does this image show?","endothelium with myelin bodies precipitated lipid in interstitial space","heart"
"11325","checkpoint-19654","what are and?","additional micros","lung"
"11326","checkpoint-19654","what is present?","gastrointestinal","gastrointestinal"
"11327","checkpoint-19654","what is present?","cardiovascular","gastrointestinal"
"11328","checkpoint-19654","what does this image show?","parathyroid hyperplasia","uterus"
"11329","checkpoint-19654","does this image show pancreatic fat necrosis?","yes","yes"
"11330","checkpoint-19654","what does this image show?","nicotine stomatitis","oral"
"11331","checkpoint-19654","what does this image show?","cirrhosis","heart"
"11332","checkpoint-19654","does exostosis show skin, kaposis 's sarcoma?","no","no"
"11333","checkpoint-19654","what indicate foci of hepatocytes undergoing necrosis in this pas-d-stained biopsy from a patient with acute hepatitis b?","clusters of pigmented hepatocytes with eosinophilic cytoplasm","the presence of numerous large vacuoles"
"11334","checkpoint-19654","is bone, mandible present?","yes","no"
"11335","checkpoint-19654","what are there lined by endothelial cells and surrounded by nests and masses of glomus cells?","blood-filled vascular channels","the glomus tumor"
"11336","checkpoint-19654","what does this image show?","sarcoidosis","lung"
"11337","checkpoint-19654","does this image show excellent great toe lesion?","yes","yes"
"11338","checkpoint-19654","is the wall of the artery highly variable?","no","yes"
"11339","checkpoint-19654","what is present?","gastrointestinal","gastrointestinal"
"11340","checkpoint-19654","what shows close-up supernumerary digit?","no","hand"
"11341","checkpoint-19654","what does this image show?","pancreatic fat necrosis","lung"
"11342","checkpoint-19654","what is present?","stein leventhal","female reproductive"
"11343","checkpoint-19654","is supernumerary digits present?","no","no"
"11344","checkpoint-19654","what is present?","cardiovascular","gastrointestinal"
"11345","checkpoint-19654","is sickle cell disease present?","no","no"
"11346","checkpoint-19654","does meningitis acute show lung, pneumocystis pneumonia?","no","no"
"11347","checkpoint-19654","is the particle denoted for the frequency of valvular involvement?","no","yes"
"11348","checkpoint-19654","is gastrointestinal present?","yes","yes"
"11349","checkpoint-19654","is respiratory present?","yes","yes"
"11350","checkpoint-19654","is atherosclerosis present?","no","no"
"11351","checkpoint-19654","what does this image show?","section through mediastinal structure showing tumor about aorta and pulmonary arteries","lung"
"11352","checkpoint-19654","is bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","yes","no"
"11353","checkpoint-19654","does this image show peripheral giant cell lesion?","yes","yes"
"11354","checkpoint-19654","is oral present?","yes","yes"
"11355","checkpoint-19654","what is whole body after autopsy with covered incision very good representation of mongoloid facies and one hand opened quite good example?","opened to show simian crease","mongolism"
"11356","checkpoint-19654","what is present?","sarcoidosis","hepatobiliary"
"11357","checkpoint-19654","what does this image show?","lung","lung"
"11358","checkpoint-19654","what is present?","female reproductive","female reproductive"
"11359","checkpoint-19654","does papillary adenoma show x-ray sella?","no","yes"
"11360","checkpoint-19654","does pituitary show child has polycystic disease?","no","no"
"11361","checkpoint-19654","what is present?","feet","skin"
"11362","checkpoint-19654","is traumatic rupture present?","yes","yes"
"11363","checkpoint-19654","what is present?","mixed mesodermal tumor","gastrointestinal"
"11364","checkpoint-19654","where is this area in the body?","breast","heart"
"11365","checkpoint-19654","is surface of nodes seen externally in slide present?","no","no"
"11366","checkpoint-19654","do paler trabeculae consist of uncalcified osteoid?","yes","yes"
"11367","checkpoint-19654","how do colon biopsy , mycobacterium avium-intracellularae , stain?","acid","with acid-fast staining"
"11368","checkpoint-19654","is meningitis acute present?","no","no"
"11369","checkpoint-19654","how does this image show section through mediastinum to show tumor?","surrounding vessels","of lung"
"11370","checkpoint-19654","what is present?","gastrointestinal","gastrointestinal"
"11371","checkpoint-19654","is hematologic present?","yes","yes"
"11372","checkpoint-19654","what does the tumour show?","a thin capsule and underlying lobules of mature adipose cells separated by delicate fibrous septa","tubular structures"
"11373","checkpoint-19654","is bone marrow present?","yes","yes"
"11374","checkpoint-19654","does this image show cross sections showing apparently four arteries and two veins?","yes","yes"
"11375","checkpoint-19654","does this image show saggital section which is a very good illustration of this lesion?","yes","yes"
"11376","checkpoint-19654","is hepatobiliary present?","yes","yes"
"11377","checkpoint-19654","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"11378","checkpoint-19654","is heart present?","no","no"
"11379","checkpoint-19654","what diagnosed as reticulum cell sarcoma?","granulomata","hepatobiliary"
"11380","checkpoint-19654","what shows replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit-like, compressed cystic areas and areas of haemorrhage?","simple mastectomy specimen","this"
"11381","checkpoint-19654","is respiratory present?","yes","yes"
"11382","checkpoint-19654","is low-power view of a cross section of a skin blister showing the epidermis stain for myelin showing irregular, poorly defined areas of demyelination, which become confluent in places?","no","yes"
"11383","checkpoint-19654","what does the cyst wall show?","palisade layer of histiocytes","thick fibrous capsule with dense collagen and a few small blood vessels"
"11384","checkpoint-19654","is adp surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?","no","no"
"11385","checkpoint-19654","what is disease limited to?","the mucosa","the skin"
"11386","checkpoint-19654","is focal hemorrhagic infarction well shown present?","no","no"
"11387","checkpoint-19654","is gastrointestinal present?","yes","yes"
"11388","checkpoint-19654","does this image show thrombosed esophageal varices?","yes","yes"
"11389","checkpoint-19654","where is this?","nervous","brain"
"11390","checkpoint-19654","does this image show granulomas?","yes","yes"
"11391","checkpoint-19654","does this image show normal breast?","yes","yes"
"11392","checkpoint-19654","where is this area in the body?","breast","skin"
"11393","checkpoint-19654","does this image show polyarteritis nodosa, liver arteriogram?","yes","yes"
"11394","checkpoint-19654","does myocardial infarct show pancreatic fat necrosis?","no","no"
"11395","checkpoint-19654","what does this image show?","neural tube defect","bone"
"11396","checkpoint-19654","where does this belong to?","female reproductive system","breast"
"11397","checkpoint-19654","is abdomen present?","yes","no"
"11398","checkpoint-19654","does artery show periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques?","no","no"
"11399","checkpoint-19654","what is present?","liver","heart"
"11400","checkpoint-19654","what is present?","spleen","heart"
"11401","checkpoint-19654","does this image show typical with reed sternberg cell source?","yes","yes"
"11402","checkpoint-19654","does granuloma show granulomas?","no","yes"
"11403","checkpoint-19654","does this image show heart, myocardial infarction free wall, 6 days old, in a patient with diabetes mellitus and hypertension?","yes","yes"
"11404","checkpoint-19654","what is present?","endocrine","gastrointestinal"
"11405","checkpoint-19654","what are seen microscopically?","hemorrhage and contraction bands","myocardial infarction"
"11406","checkpoint-19654","what is present?","abdomen","heart"
"11407","checkpoint-19654","does this image show lung, sarcoidosis?","yes","yes"
"11408","checkpoint-19654","what does inset show?","koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules","magnified view of the same area"
"11409","checkpoint-19654","where is this from?","vasculature","lung"
"11410","checkpoint-19654","is periphery grey-white with areas of haemorrhage and necrosis?","no","yes"
"11411","checkpoint-19654","does this image show thyroid, goiter?","yes","yes"
"11412","checkpoint-19654","does this image show actinic keratosis?","yes","yes"
"11413","checkpoint-19654","is the wedge-shaped infarct well-encapsulated with compression of surrounding thyroid parenchyma?","no","yes"
"11414","checkpoint-19654","what does this image show?","photo of whole body showing head laterally with no chin","congenital rubella syndrome"
"11415","checkpoint-19654","is hepatobiliary present?","yes","yes"
"11416","checkpoint-19654","does opened muscle show?","no","yes"
"11417","checkpoint-19654","where is this from?","gastrointestinal system","skin"
"11418","checkpoint-19654","what does this image show?","lung","heart"
"11419","checkpoint-19654","does this image show gms granuloma due to pneumocystis aids case?","yes","yes"
"11420","checkpoint-19654","what is present?","gastrointestinal","gastrointestinal"
"11421","checkpoint-19654","what is present?","spleen","hepatobiliary"
"11422","checkpoint-19654","is palmar crease normal present?","yes","yes"
"11423","checkpoint-19654","what is present?","liver","gastrointestinal"
"11424","checkpoint-19654","does larynx show thermal burned skin?","no","no"
"11425","checkpoint-19654","what is present?","hematologic","hematologic"
"11426","checkpoint-19654","what is present?","hepatobiliary","hematologic"
"11427","checkpoint-19654","what is present?","hepatobiliary","hepatobiliary"
"11428","checkpoint-19654","how is close-up view shown line?","fracture","coronary artery"
"11429","checkpoint-19654","is glioma present?","no","yes"
"11430","checkpoint-19654","is ameloblastoma present?","yes","yes"
"11431","checkpoint-19654","is gangrene present?","yes","no"
"11432","checkpoint-19654","what is present?","liver","lung"
"11433","checkpoint-19654","what does this image show?","kidney","kidney"
"11434","checkpoint-19654","what is present?","cardiovascular","heart"
"11435","checkpoint-19654","is adenocarcinoma present?","yes","yes"
"11436","checkpoint-19654","do premitotic phases correspond to five numbers in the text?","no","yes"
"11437","checkpoint-19654","is hematologic present?","yes","yes"
"11438","checkpoint-19654","does this image show photo of face with multiple typical lesions?","yes","yes"
"11439","checkpoint-19654","is chromophobe adenoma present?","no","no"
"11440","checkpoint-19654","what is present?","hematologic","hepatobiliary"
"11441","checkpoint-19654","what is present?","female reproductive","hematologic"
"11442","checkpoint-19654","what is present?","retroperitoneal liposarcoma","gastrointestinal"
"11443","checkpoint-19654","how is spleen with three accessories 32yobf left isomerism and congenital heart disease?","complex","normal"
"11444","checkpoint-19654","does this image show x-ray of femoral heads removed at autopsy good illustration?","yes","yes"
"11445","checkpoint-19654","what is present?","acute myelogenous leukemia","skin"
"11446","checkpoint-19654","what does this image show?","pancrease","heart"
"11447","checkpoint-19654","what is grey-white with areas of haemorrhage and necrosis?","a bulky expanded tumour in the region of metaphysis sparing the epiphyseal cartilage","bone"
"11448","checkpoint-19654","where is this?","urinary","skin"
"11449","checkpoint-19654","what is present?","bone marrow","hematologic"
"11450","checkpoint-19654","does this image show bowel in situ with diffuse thickening of peritoneal surfaces due to metastatic carcinoma breast primary i think?","yes","yes"
"11451","checkpoint-19654","where does this belong to?","endocrine system","female reproductive system"
"11452","checkpoint-19654","what is present?","hepatobiliary","gastrointestinal"
"11453","checkpoint-19654","is vasculature present?","yes","yes"
"11454","checkpoint-19654","what does this image show?","lung","heart"
"11455","checkpoint-19654","what is present?","bone marrow","hematologic"
"11456","checkpoint-19654","when does this image show patient?","before surgery lesion in clavicle","at night"
"11457","checkpoint-19654","do the bronchioles as well as the adjacent alveoli show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","no","yes"
"11458","checkpoint-19654","does this image shows of smooth muscle cell with lipid in sarcoplasm and lipid show granular cell tumor?","no","yes"
"11459","checkpoint-19654","is theca luteum cysts in newborn present?","yes","no"
"11460","checkpoint-19654","what is present?","hepatobiliary","hepatobiliary"
"11461","checkpoint-19654","what are present?","extremities","skin"
"11462","checkpoint-19654","what does this image show?","normal aortic valve","heart"
"11463","checkpoint-19654","what is present?","gastrointestinal","oral"
"11464","checkpoint-19654","does low-power view highlight the histologic features?","no","yes"
"11465","checkpoint-19654","does typical tuberculous exudate show posterior view of whole body to buttocks?","no","no"
"11466","checkpoint-19654","what do bone marrow aspirate in myeloma show?","numerous plasma cells","abnormal cells"
"11467","checkpoint-19654","what is present?","gaucher cell","hematologic"
"11468","checkpoint-19654","is jejunum present?","yes","yes"
"11469","checkpoint-19654","is a bulge present?","no","no"
"11470","checkpoint-19654","is lesion present?","no","yes"
"11471","checkpoint-19654","where is this area in the body?","abdomen","heart"
"11472","checkpoint-19654","what is present?","cardiovascular","gastrointestinal"
"11473","checkpoint-19654","what is present?","cardiovascular","gastrointestinal"
"11474","checkpoint-19654","what does this image show?","structures labeled","heart"
"11475","checkpoint-19654","does this image show polyarteritis nodosa?","yes","yes"
"11476","checkpoint-19654","is cervical carcinoma present?","no","yes"
"11477","checkpoint-19654","does omphalocele show pancreatic fat necrosis?","no","no"
"11478","checkpoint-19654","what is present?","lymph node","skin"
"11479","checkpoint-19654","what is present?","face","skin"
"11480","checkpoint-19654","do the serial numbers in the figure correspond to their description in the text?","yes","yes"
"11481","checkpoint-19654","is opened muscle present?","no","no"
"11482","checkpoint-19654","is there periphery, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","no","yes"
"11483","checkpoint-19654","where is this from?","female reproductive system","skin"
"11484","checkpoint-19654","does this image show good representation?","yes","yes"
"11485","checkpoint-19654","does this image show post-orthotopic liver transplant?","yes","yes"
"11486","checkpoint-19654","does this image show about as good as your can get?","yes","yes"
"11487","checkpoint-19654","is urinary present?","yes","yes"
"11488","checkpoint-19654","does this image show bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","yes","yes"
"11489","checkpoint-19654","is incidental finding died with promyelocytic leukemia stomach lesion #?","yes","yes"
"11490","checkpoint-19654","does this image show wernicke 's encephalopathy?","yes","yes"
"11491","checkpoint-19654","is pagets disease present?","yes","yes"
"11492","checkpoint-19654","what is present?","bone marrow","hematologic"
"11493","checkpoint-19654","what does the fibrous capsule delimit?","the tumor","the tumor"
"11494","checkpoint-19654","is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present?","no","no"
"11495","checkpoint-19654","is bone, calvarium present?","yes","no"
"11496","checkpoint-19654","is lymphangiomatosis generalized present?","no","no"
"11497","checkpoint-19654","what is present?","metastatic colon carcinoma","gastrointestinal"
"11498","checkpoint-19654","when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","by day 10","at 2 weeks"
"11499","checkpoint-19654","is diagrammatic representation of pathogenesis of atherosclerosis as explained by 'reaction-to-injury 'hypothesis?","yes","yes"
"11500","checkpoint-19654","what was taken from another case to illustrate the difference?","this","this is a good example of the difference between the two types of lesions"
"11501","checkpoint-19654","what is present?","cardiovascular","hematologic"
"11502","checkpoint-19654","do small nests of epithelial cells and myxoid stroma forming cartilage and bone show septate hyphae with acute-angle branching, consistent with aspergillus?","no","yes"
"11503","checkpoint-19654","what is present?","gastrointestinal","gastrointestinal"
"11504","checkpoint-19654","where is this?","lung","lung"
"11505","checkpoint-19654","does chronic myelogenous leukemia show wrights?","no","yes"
"11506","checkpoint-19654","what is present?","malignant thymoma","thorax"
"11507","checkpoint-19654","what are present as a pseudocyst, again highlighted by immunohistochemical staining?","bradyzoites","the cells of the tumor"
"11508","checkpoint-19654","do plexiform areas show irregular plexiform masses and network of strands of epithelial cells?","yes","yes"
"11509","checkpoint-19654","what is present?","liver","spleen"
"11510","checkpoint-19654","is leiomyosarcoma present?","yes","yes"
"11511","checkpoint-19654","what is present?","female reproductive","uterus"
"11512","checkpoint-19654","what does this image show?","acid fast stain numerous acid fast bacilli very good slide","bone marrow biopsy"
"11513","checkpoint-19654","does situs inversus show nice photo with obvious tumor in mucosa?","no","no"
"11514","checkpoint-19654","does fascicular muscle architecture stain for abeta?","no","no"
"11515","checkpoint-19654","what is there of secondary dentine?","deposition","the enamel surface"
"11516","checkpoint-19654","what has polycystic disease?","no","heart"
"11517","checkpoint-19654","does this image show brain, infarct due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery?","yes","yes"
"11518","checkpoint-19654","does this image show lung, pneumocystis pneumonia?","yes","yes"
"11519","checkpoint-19654","what removed at autopsy good illustration?","x-ray of femoral heads","bone"
"11520","checkpoint-19654","does only a thin rim of normal pancreatic parenchyma remain?","yes","yes"
"11521","checkpoint-19654","are neurons containing tangles stained with an antibody specific for tau?","yes","yes"
