"ID","model","question","correct_answer","model_output"
"12690","checkpoint-4000","what does this image show?","heart","cystic fibrosis"
"12691","checkpoint-4000","are a few well-developed cell nests with keratinisation correlated with histological appearance of gastric mucosa in different regions?","no","yes"
"12692","checkpoint-4000","does this image show spleen, lymphoma?","yes","yes"
"12693","checkpoint-4000","does this image show thermal burned skin?","yes","no"
"12694","checkpoint-4000","what is present?","aorta","image"
"12695","checkpoint-4000","what does this image show?","spleen","cystic fibrosis"
"12696","checkpoint-4000","what is present?","prostate","heart"
"12697","checkpoint-4000","is peritoneum present?","yes","no"
"12698","checkpoint-4000","what is present?","endocrine","image"
"12699","checkpoint-4000","is foot present?","no","no"
"12700","checkpoint-4000","is acute lymphocytic leukemia present?","no","no"
"12701","checkpoint-4000","where is this?","urinary","digestive system"
"12702","checkpoint-4000","how is excellent close-up view sliced testicle with intact epididymis?","open","this is an excellent close-up view of a sliced testicle with intact epididymis"
"12703","checkpoint-4000","does immunostain for growth hormone show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?","no","yes"
"12704","checkpoint-4000","where is this area in the body?","abdomen","stomach"
"12705","checkpoint-4000","is viral dna sloughed off at places with exudate of muco-pus in the lumen?","no","yes"
"12706","checkpoint-4000","what is present?","cardiovascular","image"
"12707","checkpoint-4000","is primary syphilis: primary lesion 'chancre ' on glans penis?","yes","yes"
"12708","checkpoint-4000","is candida in peripheral blood present?","yes","yes"
"12709","checkpoint-4000","does metastatic carcinoma show gms granuloma due to pneumocystis aids case?","no","no"
"12710","checkpoint-4000","is joints present?","yes","yes"
"12711","checkpoint-4000","does fat necrosis show normal cardiovascular?","no","no"
"12712","checkpoint-4000","what is present?","basilar skull fracture","heart"
"12713","checkpoint-4000","what is the embolus composed of?","hematopoietic marrow and marrow fat cells","thrombus"
"12714","checkpoint-4000","does this image show skin, neurofibromatosis?","yes","no"
"12715","checkpoint-4000","is the tumor hemorrhagic?","yes","no"
"12716","checkpoint-4000","does acute lymphocytic leukemia show carotid sclerosing panarteritis?","no","no"
"12717","checkpoint-4000","what is present?","cardiovascular","heart"
"12718","checkpoint-4000","is lymph node present?","yes","no"
"12719","checkpoint-4000","does this image show thromboembolus from leg veins in pulmonary artery?","yes","yes"
"12720","checkpoint-4000","what is present?","female reproductive","heart"
"12721","checkpoint-4000","is papillary intraductal adenocarcinoma present?","no","yes"
"12722","checkpoint-4000","what does this image show?","median rhomboid glossitis","endometrial polyp"
"12723","checkpoint-4000","is kidney present?","yes","no"
"12724","checkpoint-4000","what are lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","alveolar walls","gastric adenocarcinoma"
"12725","checkpoint-4000","what is present?","nervous","brain"
"12726","checkpoint-4000","is testicle present?","yes","no"
"12727","checkpoint-4000","does liver show mild acute rejection?","no","no"
"12728","checkpoint-4000","is typical ivory vertebra present?","no","no"
"12729","checkpoint-4000","are the osteoblastic rimming of the bony trabeculae characteristically absent?","yes","no"
"12730","checkpoint-4000","what does this image show?","mucoepidermoid carcinoma","cystic fibrosis"
"12731","checkpoint-4000","does pulmonary osteoarthropathy show close-up of ruptured area very good?","no","yes"
"12732","checkpoint-4000","does close-up of lesion show kidney, polyarteritis nodosa?","no","no"
"12733","checkpoint-4000","is sacrococcygeal teratoma present?","yes","no"
"12734","checkpoint-4000","is male reproductive present?","yes","no"
"12735","checkpoint-4000","what does this image show?","massive replacement can not see any adrenal tissue","cancer"
"12736","checkpoint-4000","is angiogram present?","yes","yes"
"12737","checkpoint-4000","what is present?","spleen","myeloid"
"12738","checkpoint-4000","what does b, congo red staining show as seen by red-pink colour?","congophilia","calcification"
"12739","checkpoint-4000","are the normal gland acini seen on the left?","yes","yes"
"12740","checkpoint-4000","does meningioma show chronic pancreatitis with cyst formation?","no","no"
"12741","checkpoint-4000","does adenocarcinoma show recurrent hepatitis c virus?","no","no"
"12742","checkpoint-4000","what is present?","bone, calvarium","heart"
"12743","checkpoint-4000","does this image show recurrent hepatitis c virus?","yes","no"
"12744","checkpoint-4000","is candida in peripheral blood present?","no","no"
"12745","checkpoint-4000","does this image show infant bicornate uterus?","yes","no"
"12746","checkpoint-4000","does this image show radicular cyst?","yes","no"
"12747","checkpoint-4000","does this image show x-ray sella?","yes","yes"
"12748","checkpoint-4000","do interstitial fibrosis and tubular atrophy consist of uncalcified osteoid?","no","no"
"12749","checkpoint-4000","what is present?","abdomen","heart"
"12750","checkpoint-4000","what is incidental finding died?","with promyelocytic leukemia stomach lesion #","no"
"12751","checkpoint-4000","what does this image show?","post-orthotopic liver transplant","endometrial hyperplasia"
"12752","checkpoint-4000","what said to be aml infiltrates?","not best color rendition showing elevated macular lesions on arm","skin"
"12753","checkpoint-4000","what does this image show?","kidney","endometrial hyperplasia"
"12754","checkpoint-4000","does granuloma show pancreatic fat necrosis?","no","no"
"12755","checkpoint-4000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","endometriosis"
"12756","checkpoint-4000","does this image show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","yes","yes"
"12757","checkpoint-4000","what is present?","abdomen","skin"
"12758","checkpoint-4000","what does this image show?","excellent gangrenous necrosis of fingers said to be due to embolism","foot"
"12759","checkpoint-4000","is congo red congested?","no","no"
"12760","checkpoint-4000","what is present?","lymphangiomatosis","image"
"12761","checkpoint-4000","what is present?","lymph node","image"
"12762","checkpoint-4000","does this image show inguinal hernia?","yes","yes"
"12763","checkpoint-4000","does the lesion contain recognizable colloid?","no","no"
"12764","checkpoint-4000","what does this image show?","pancreatic fat necrosis","endometrial polyp"
"12765","checkpoint-4000","how is excellent close-up view sliced open testicle?","intact epididymis","no"
"12766","checkpoint-4000","what is present?","endocrine","image"
"12767","checkpoint-4000","how is bone marrow from an infant infected?","with parvovirus b19","yes"
"12768","checkpoint-4000","what is present?","tuberculosis","image"
"12769","checkpoint-4000","are the vascular spaces large, dilated, many containing blood, and are lined by flattened endothelial cells?","yes","no"
"12770","checkpoint-4000","what undergoes metaplastic change to columnar epithelium of intestinal type?","part of the oesophagus which is normally lined by squamous epithelium","gastrointestinal stromal tumor"
"12771","checkpoint-4000","does this image show close-up of head typical?","yes","yes"
"12772","checkpoint-4000","what is present?","nervous","lymphoid"
"12773","checkpoint-4000","what does this image show?","nicely shown large neoplasm with fish flesh cerebriform appearance","endometrial polyp"
"12774","checkpoint-4000","what is present?","spleen","image"
"12775","checkpoint-4000","is hepatobiliary present?","yes","no"
"12776","checkpoint-4000","is metastatic carcinoma present?","yes","no"
"12777","checkpoint-4000","where did etastatic carcinomatous deposit?","in the mat mass of lymph nodes","left lung"
"12778","checkpoint-4000","what is present?","aorta","bone"
"12779","checkpoint-4000","does this image show pancreatic fat necrosis, pancreatitis/necrosis?","yes","no"
"12780","checkpoint-4000","is autoimmune thyroiditis present?","yes","no"
"12781","checkpoint-4000","does stillborn macerated show polyarteritis nodosa?","no","no"
"12782","checkpoint-4000","does this image show atrophic lobules and normal connective tissue?","yes","no"
"12783","checkpoint-4000","is the placenta characterized by nuclear and cellular pleomorphism and loss of normal maturation?","no","yes"
"12784","checkpoint-4000","is joints present?","yes","no"
"12785","checkpoint-4000","does carcinomatosis endometrium primary show excised tumor mass?","no","no"
"12786","checkpoint-4000","what is present?","cardiovascular","cardiovascular"
"12787","checkpoint-4000","does 70yof show cut surface showing very thickened capsule with focal calcification very good close-up photo?","no","yes"
"12788","checkpoint-4000","is cm present?","no","no"
"12789","checkpoint-4000","what is diagrammatic representation of pathogenesis of atherosclerosis explained by?","'reaction-to-injury 'hypothesis","atherosclerosis"
"12790","checkpoint-4000","are extremities present?","yes","yes"
"12791","checkpoint-4000","what is present?","adrenal","heart"
"12792","checkpoint-4000","where is this?","urinary","digestive system"
"12793","checkpoint-4000","does this image show both adrenals external views focal hemorrhages do not know history looks like placental abruption?","yes","yes"
"12794","checkpoint-4000","what is present?","liver","hemorrhagic infarction"
"12795","checkpoint-4000","does enal glomerulus showing markedly have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","no","yes"
"12796","checkpoint-4000","is hematologic present?","yes","no"
"12797","checkpoint-4000","is gastrointestinal present?","yes","yes"
"12798","checkpoint-4000","what does this image show?","esophagus","cystic fibrosis"
"12799","checkpoint-4000","what does this image show?","brain","endometrial polyp"
"12800","checkpoint-4000","does pancreatic islet, amyloidosis diabetes mellitus, congo red show kidney, pyelonephritis, acute and supperative?","no","no"
"12801","checkpoint-4000","does schwannoma show nevus?","no","no"
"12802","checkpoint-4000","what is present?","cardiovascular","heart"
"12803","checkpoint-4000","is opened base of skull with brain present?","no","no"
"12804","checkpoint-4000","is the superior vena cava present?","no","no"
"12805","checkpoint-4000","was atrophy taken from another case to illustrate the difference?","no","no"
"12806","checkpoint-4000","are tuberculous peritonitis easily seen?","no","no"
"12807","checkpoint-4000","is salt bridges lying separated from the septal walls by a clear space?","no","no"
"12808","checkpoint-4000","what joined chest and abdomen slide shows opened chest with two hearts?","this","abdominal"
"12809","checkpoint-4000","is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?","no","no"
"12810","checkpoint-4000","does the figure show region of myocardium affected by stenosis of three respective coronary trunks in descending order shown as: 1 left anterior descending coronary, 2 right coronary and 3 left circumflex coronary artery in myocardial infarction?","yes","yes"
"12811","checkpoint-4000","what is present?","hepatobiliary","image"
"12812","checkpoint-4000","is cachexia present?","no","no"
"12813","checkpoint-4000","what is present?","female reproductive","endometrial polyp"
"12814","checkpoint-4000","is feet present?","no","no"
"12815","checkpoint-4000","how does this image show thrombus in leg vein?","with early organization","this image shows thrombus in leg vein"
"12816","checkpoint-4000","what is present?","hepatobiliary","no"
"12817","checkpoint-4000","what is present?","respiratory","heart"
"12818","checkpoint-4000","what does this image show?","fixed tissue good example small kidney","cystic fibrosis"
"12819","checkpoint-4000","what is present?","adenoma","heart"
"12820","checkpoint-4000","what is hepatocellular necrosis caused by?","acetaminophen overdose","hepatitis b virus"
"12821","checkpoint-4000","where is this?","heart","breast"
"12822","checkpoint-4000","is peptide present in the core of the plaques as well as in the surrounding region?","yes","yes"
"12823","checkpoint-4000","what is present?","angiogram","heart"
"12824","checkpoint-4000","is downs syndrome present?","yes","no"
"12825","checkpoint-4000","is opened uterus and cervix with large cervical myoma protruding into vagina slide present?","no","no"
"12826","checkpoint-4000","does pinworm show primary biliary cirrhosis?","no","no"
"12827","checkpoint-4000","what is present?","hepatobiliary","lymphoid"
"12828","checkpoint-4000","what does this image show?","photo of face with multiple typical lesions","malignant melanoma"
"12829","checkpoint-4000","is case of peritonitis slide present?","no","no"
"12830","checkpoint-4000","does acute peritonitis show thyroid, hurthle cell adenoma?","no","no"
"12831","checkpoint-4000","what is there of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","cloudy appearance","this is a section of a tumor"
"12832","checkpoint-4000","is female reproductive present?","no","yes"
"12833","checkpoint-4000","are scanty connective tissue stroma the first to fourth parts of the duodenum?","no","no"
"12834","checkpoint-4000","is endocrine present?","no","no"
"12835","checkpoint-4000","is uterus present?","yes","no"
"12836","checkpoint-4000","is artery present?","no","yes"
"12837","checkpoint-4000","does this image show focal melanosis?","yes","yes"
"12838","checkpoint-4000","what is seen in normal pap smear?","various types of epithelial cells","no significant findings"
"12839","checkpoint-4000","is infarcts present?","no","no"
"12840","checkpoint-4000","what is present?","thymoma","lymphoid"
"12841","checkpoint-4000","does lesion in dome of uterus show hepatitis b virus, hepatocellular carcinoma?","no","no"
"12842","checkpoint-4000","does peritoneum show thyroid, nodular colloid goiter?","no","no"
"12843","checkpoint-4000","where is peptide present in?","the core of the plaques as well as the surrounding region","pancreas"
"12844","checkpoint-4000","does this image show neural tube defect, vertebral bodies?","yes","yes"
"12845","checkpoint-4000","are x-ray intramyocardial arteries present?","no","no"
"12846","checkpoint-4000","does this image show case of dic not bad photo requires dark room to see subtle distal phalangeal cyanosis?","yes","yes"
"12847","checkpoint-4000","is cut surface typical ivory vertebra do not have history at this time diagnosis present?","no","no"
"12848","checkpoint-4000","what is present?","large cell lymphoma","heart"
"12849","checkpoint-4000","what is present?","endocrine","no"
"12850","checkpoint-4000","is this typical lesion present?","no","no"
"12851","checkpoint-4000","what is present?","pneumocystis","lymphoid"
"12852","checkpoint-4000","do large, flat cells with small nuclei represent osteoprogenitor cells?","no","yes"
"12853","checkpoint-4000","does jejunum show kidney transplant rejection?","no","no"
"12854","checkpoint-4000","does this image show pituitary, chromaphobe adenoma?","yes","no"
"12855","checkpoint-4000","does this image show coronary artery atherosclerosis?","yes","yes"
"12856","checkpoint-4000","what labeled?","structures","liver"
"12857","checkpoint-4000","what does this image show?","right coronary artery","coronary artery with thrombus"
"12858","checkpoint-4000","does lesion of myocytolysis show heart, coronary artery, atherosclerosis?","no","no"
"12859","checkpoint-4000","is gross islands of tumor?","yes","no"
"12860","checkpoint-4000","what does this image show?","chest x ray 34 year old alcoholic with lobar pneumonia and fulminant sepsis blood culture pneumococcus and klebsiella","pulmonary edema"
"12861","checkpoint-4000","is brain present?","yes","no"
"12862","checkpoint-4000","is metastatic neuroblastoma present?","no","no"
"12863","checkpoint-4000","is palmar crease normal present?","no","no"
"12864","checkpoint-4000","what are painless despite the presence of ulceration?","syphilitic chancre","penile lesions"
"12865","checkpoint-4000","what are immunoglobulin deposits confined to?","superficial layers of the epidermis","mesangial area"
"12866","checkpoint-4000","does this image show thrombus in leg vein with early organization?","yes","no"
"12867","checkpoint-4000","is gastrointestinal present?","yes","yes"
"12868","checkpoint-4000","what is present?","respiratory","image"
"12869","checkpoint-4000","does sle v. urinary show kidney, adult polycystic kidney?","no","no"
"12870","checkpoint-4000","where is this?","oral","oral"
"12871","checkpoint-4000","does glioma show pancreatic fat necrosis, pancreatitis/necrosis?","no","no"
"12872","checkpoint-4000","what induced discoloration?","tetracycline","infection"
"12873","checkpoint-4000","where are thalassaemia and hbd disorders common?","india","africa, asia"
"12874","checkpoint-4000","what does this biopsy from a patient with lobular hepatitis due to chronic hepatitis c show?","scattered apoptotic hepatocytes and a patchy inflammatory infiltrate","hepatitis c"
"12875","checkpoint-4000","is there cloudy appearance of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","yes","yes"
"12876","checkpoint-4000","is chronic ischemia present?","no","no"
"12877","checkpoint-4000","is feet present?","yes","no"
"12878","checkpoint-4000","does lower chest and abdomen anterior show close-up very good photo?","no","no"
"12879","checkpoint-4000","does face show mucocele?","no","no"
"12880","checkpoint-4000","what is present?","liver","hemorrhagic infarction"
"12881","checkpoint-4000","what does this image show?","x-ray postmortinjection horizontal slice of left ventricle showing very well penetrating arteries","cerebral angiography"
"12882","checkpoint-4000","what is composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","osteoid osteoma","osteoid"
"12883","checkpoint-4000","what is present?","thecoma","heart"
"12884","checkpoint-4000","what is present?","respiratory","heart"
"12885","checkpoint-4000","is embryo-fetus present?","no","no"
"12886","checkpoint-4000","where is this from?","gastrointestinal system","breast"
"12887","checkpoint-4000","did koilocytes and virus-infected keratinocytes contain prominent keratohyaline granules?","yes","no"
"12888","checkpoint-4000","what is present?","gastrointestinal","gastrointestinal"
"12889","checkpoint-4000","are the parenchymal glands atrophic and replaced by fibrous tissue?","yes","no"
"12890","checkpoint-4000","does spleen show islands of tumor with nice new bone formation?","no","no"
"12891","checkpoint-4000","what is present?","cardiovascular","image"
"12892","checkpoint-4000","what is present?","muscle","heart"
"12893","checkpoint-4000","is meningioma present?","yes","no"
"12894","checkpoint-4000","does intrauterine contraceptive device show stomach primary?","no","no"
"12895","checkpoint-4000","is previous slide from this case a simian crease suspect?","yes","no"
"12896","checkpoint-4000","what does this image show?","hyaline membrane disease","congenital rubella syndrome"
"12897","checkpoint-4000","is liver present?","yes","yes"
"12898","checkpoint-4000","what is moderate-power view of the plaque shown the figure stained for?","elastin (black)","hematoxylin and eosin"
"12899","checkpoint-4000","does this image show chronic osteomyelitis?","yes","no"
"12900","checkpoint-4000","does this image show wide fetal zone 2 days old?","yes","no"
"12901","checkpoint-4000","is this typical thecoma with yellow foci quite obvious?","yes","yes"
"12902","checkpoint-4000","what does this image show?","rabies","endometrial hyperplasia"
"12903","checkpoint-4000","where is this?","lung","heart"
"12904","checkpoint-4000","is pituitary present?","yes","no"
"12905","checkpoint-4000","does cysticercosis show sle iv, ana staining, kappa, 10x?","no","no"
"12906","checkpoint-4000","what is present?","hematologic","no"
"12907","checkpoint-4000","where is this?","lung","heart"
"12908","checkpoint-4000","does this image show adenomatoid odontogenic tumor?","yes","yes"
"12909","checkpoint-4000","what is present?","spleen","no"
"12910","checkpoint-4000","what is present?","female reproductive","image"
"12911","checkpoint-4000","what is present in another hepatocyte?","a mallory-denk body","granular material"
"12912","checkpoint-4000","where is this from?","vasculature","heart"
"12913","checkpoint-4000","what is present?","uterus","image"
"12914","checkpoint-4000","what are there?","blood-filled vascular channels","gastrointestinal"
"12915","checkpoint-4000","is intraductal papillomatosis present?","no","no"
"12916","checkpoint-4000","does abdomen show brain, breast cancer metastasis to meninges?","no","no"
"12917","checkpoint-4000","does this image show normal appendix?","yes","no"
"12918","checkpoint-4000","what is present?","mixed mesodermal tumor","image"
"12919","checkpoint-4000","what does this image show?","external view case of situs ambiguous partial left isomerism","renal tuberculosis"
"12920","checkpoint-4000","where is this area in the body?","abdomen","intestine"
"12921","checkpoint-4000","what is the infiltrate in the lumina composed of?","ineutrophils and macrophages","lymphocytes"
"12922","checkpoint-4000","what is iron stored as?","ferritin and haemosiderin","haemoglobin"
"12923","checkpoint-4000","is slide present?","no","yes"
"12924","checkpoint-4000","is gastrointestinal present?","yes","yes"
"12925","checkpoint-4000","do histologic features include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?","yes","no"
"12926","checkpoint-4000","how is good example of poorly differentiated infiltrating carcinoma?","ductal","yes"
"12927","checkpoint-4000","is pancreas present?","yes","no"
"12928","checkpoint-4000","is hepatobiliary present?","yes","no"
"12929","checkpoint-4000","does artery show saphenous vein graft anastamosis in aorta?","no","no"
"12930","checkpoint-4000","where is this?","oral","oral cavity"
"12931","checkpoint-4000","what is present?","capillary","hematopoietic tissue"
"12932","checkpoint-4000","what aspirate shows micronormoblastic erythropoiesis?","examination of bone marrow","image"
"12933","checkpoint-4000","what is present?","endocrine","heart"
"12934","checkpoint-4000","where is this?","oral","mouth"
"12935","checkpoint-4000","are the areas of white chalky deposits somewhat variable in size?","no","yes"
"12936","checkpoint-4000","is basilar skull fracture present?","yes","no"
"12937","checkpoint-4000","does another fiber other frame show colon biopsy, mycobacterium avium-intracellularae?","no","no"
"12938","checkpoint-4000","what does this image show?","moderate acute rejection","endometrial polyp"
"12939","checkpoint-4000","is granulomata diagnosed as reticulum cell sarcoma?","yes","no"
"12940","checkpoint-4000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","cystic fibrosis"
"12941","checkpoint-4000","what does this image show?","near if not natural color saggital sections very good example of many myeloma lesions","osteomyelitis"
"12942","checkpoint-4000","what is present?","adrenal","image"
"12943","checkpoint-4000","is uterus present?","no","no"
"12944","checkpoint-4000","what is present?","liver","image"
"12945","checkpoint-4000","what show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","liver cells","pancreatic"
"12946","checkpoint-4000","where is this?","skin","skin"
"12947","checkpoint-4000","how is acute viral hepatitis characterized?","by predominantly lymphocytic infiltrate","by marked lymphocytic infiltration of portal tracts with focal necrosis and inflammation of hepatocytes"
"12948","checkpoint-4000","where does this belong to?","endocrine system","gastrointestinal system"
"12949","checkpoint-4000","is atherosclerosis present?","yes","yes"
"12950","checkpoint-4000","where is this?","urinary","heart"
"12951","checkpoint-4000","what is?","lateral view","image"
"12952","checkpoint-4000","does retroperitoneum show lymph nodes, nodular sclerosing hodgkins disease?","no","no"
"12953","checkpoint-4000","what is present?","hematologic","myeloid"
"12954","checkpoint-4000","does this image show papilloma?","yes","no"
"12955","checkpoint-4000","what is present?","hematologic","hematologic"
"12956","checkpoint-4000","what does this image show?","view from dorsum of foot which has at least 9 toes","foot"
"12957","checkpoint-4000","what shows good atherosclerotic plaques?","periaortic nodes with metastatic carcinoma aorta","image"
"12958","checkpoint-4000","does this image show parathyroid hyperplasia?","yes","no"
"12959","checkpoint-4000","does very good example show chagas disease, acute, trypanasoma cruzi?","no","yes"
"12960","checkpoint-4000","where does this belong to?","female reproductive system","uterus"
"12961","checkpoint-4000","does exact cause show autoimmune hepatitis?","no","no"
"12962","checkpoint-4000","does histoplasmosis show lung, emphysema in a chronic smoker?","no","no"
"12963","checkpoint-4000","what photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","bread-loaf slices into prostate gland","no"
"12964","checkpoint-4000","does the congested portion of the ileum confirm the presence of surface antigen brown?","no","yes"
"12965","checkpoint-4000","what is effaced?","normal base to surface maturation of epidermal layers","epithelium"
"12966","checkpoint-4000","what is present?","liver","image"
"12967","checkpoint-4000","do histopathologic features of condyloma acuminatum include acanthosis, hyperkeratosis, and cytoplasmic vacuolization?","yes","yes"
"12968","checkpoint-4000","does this image show normal pancreas?","yes","no"
"12969","checkpoint-4000","is hemochromatosis present?","no","no"
"12970","checkpoint-4000","is granulosa cell tumor present?","no","no"
"12971","checkpoint-4000","is female reproductive present?","yes","yes"
"12972","checkpoint-4000","what is present?","papillary astrocytoma","image"
"12973","checkpoint-4000","does close-up look like ivory vertebra of breast carcinoma?","yes","no"
"12974","checkpoint-4000","is natural color present?","no","no"
"12975","checkpoint-4000","where is this part in?","spleen","heart"
"12976","checkpoint-4000","does lymphangiomatosis show thyroid, goiter?","no","no"
"12977","checkpoint-4000","is female reproductive present?","yes","yes"
"12978","checkpoint-4000","what does this image show?","stomach","endometrial polyp"
"12979","checkpoint-4000","what does this image show?","prosthetic mitral valve","cystic fibrosis"
"12980","checkpoint-4000","what is present?","lymph node","heart"
"12981","checkpoint-4000","is there an intimal tear in the aortic wall extending proximally upto aortic valve dissecting the media which contains clotted blood?","yes","yes"
"12982","checkpoint-4000","is petechial and purpuric hemorrhages present?","yes","yes"
"12983","checkpoint-4000","what is present?","gangrene","foot"
"12984","checkpoint-4000","is abdomen present?","yes","yes"
"12985","checkpoint-4000","is soft tissue present?","yes","no"
"12986","checkpoint-4000","does this image show lung fibrosis, scleroderma?","yes","yes"
"12987","checkpoint-4000","does this image show epithelial component like intestine?","yes","yes"
"12988","checkpoint-4000","what is present?","eosinophilic adenoma","hemorrhagic infarction"
"12989","checkpoint-4000","what is present?","lymph node","lymphoid"
"12990","checkpoint-4000","is cytomegalovirus present?","yes","no"
"12991","checkpoint-4000","is case of peritonitis slide present?","no","no"
"12992","checkpoint-4000","what is present?","female reproductive","uterus"
"12993","checkpoint-4000","is there calcification exclusively in the tunica media unassociated with any significant inflammation?","yes","yes"
"12994","checkpoint-4000","what is various types of epithelial cells seen in?","normal pap smear","this image"
"12995","checkpoint-4000","how does sectioned surface of the lung show replacement of slaty-grey spongy parenchyma?","with multiple","sectioned surface of the lung shows replacement of slaty-grey spongy parenchyma"
"12996","checkpoint-4000","does the technetium-99 radionuclide scan demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?","yes","yes"
"12997","checkpoint-4000","where is this?","heart","heart"
"12998","checkpoint-4000","is hepatobiliary present?","yes","no"
"12999","checkpoint-4000","what is present?","hepatobiliary","lymphoid"
"13000","checkpoint-4000","are hours present?","no","yes"
"13001","checkpoint-4000","is carcinomatosis present?","no","no"
"13002","checkpoint-4000","is chloramphenicol toxicity present?","no","no"
"13003","checkpoint-4000","is horseshoe kidney present?","no","yes"
"13004","checkpoint-4000","what is present?","endocrine","heart"
"13005","checkpoint-4000","is respiratory present?","yes","yes"
"13006","checkpoint-4000","is pituitary present?","no","no"
"13007","checkpoint-4000","what is also identified?","cells have wavy nuclei and a residual nerve fibre","tumor"
"13008","checkpoint-4000","what is present?","cardiovascular","myeloid"
"13009","checkpoint-4000","what does this image show?","good example of veins filled with blood","endometrium"
"13010","checkpoint-4000","is metastatic carcinoma present?","yes","yes"
"13011","checkpoint-4000","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"13012","checkpoint-4000","what is present?","bone","heart"
"13013","checkpoint-4000","what is present?","hematologic","heart"
"13014","checkpoint-4000","is hematologic present?","yes","yes"
"13015","checkpoint-4000","does this image show multiple metastatic appearing lesions diagnosed reticulum cell sarcoma?","yes","no"
"13016","checkpoint-4000","does yo show primodial cyst?","no","no"
"13017","checkpoint-4000","is oral present?","yes","yes"
"13018","checkpoint-4000","what does this image show?","liver","cystic fibrosis"
"13019","checkpoint-4000","does this image show good abdominal stria?","yes","no"
"13020","checkpoint-4000","are the pattern of staining of anti-centromere antibodies prominent?","no","no"
"13021","checkpoint-4000","does this image show breast, fibroadenoma?","yes","no"
"13022","checkpoint-4000","is adenocarcinoma present?","no","no"
"13023","checkpoint-4000","does amyloid angiopathy r. endocrine show lung, mycobacterium tuberculosis, granulomas and giant cells?","no","no"
"13024","checkpoint-4000","is cardiovascular present?","yes","no"
"13025","checkpoint-4000","what does this image show?","polyarteritis nodosa","pulmonary angiography"
"13026","checkpoint-4000","what is present?","hepatobiliary","image"
"13027","checkpoint-4000","where is this?","aorta","heart"
"13028","checkpoint-4000","does nodule show good representation?","no","no"
"13029","checkpoint-4000","what is present?","hand","malignant melanoma"
"13030","checkpoint-4000","what is present?","kidney","heart"
"13031","checkpoint-4000","how is fixed tissue trachea and arteries surrounded by tumor tissue horizontal section?","dense","this is a section of a tracheal aneurysm"
"13032","checkpoint-4000","does this image show view of prostate bladder ureters and kidneys quite good shows prostate tumor invading floor of bladder causing hydroureter and hydronephrosis?","yes","yes"
"13033","checkpoint-4000","what does the tumour consist of?","small follicles lined by cuboidal epithelium and contain little or no colloid and separated by abundant loose stroma","epithelial and mesenchymal elements"
"13034","checkpoint-4000","is metastatic carcinoma prostate present?","no","no"
"13035","checkpoint-4000","are electron microscopy expelled?","no","no"
"13036","checkpoint-4000","what does neurofibrom show?","interlacing bundles of spindle-shaped cells separated by mucoid matrix","neurofibroma"
"13037","checkpoint-4000","do granulocytic forms at various stages of differentiation contain mature cells from endodermal, mesodermal, and ectodermal lines?","no","no"
"13038","checkpoint-4000","is acute peritonitis present?","no","no"
"13039","checkpoint-4000","how is hepatocyte injury in fatty liver disease associated?","with chronic alcohol use","with steatosis"
"13040","checkpoint-4000","is edema hypopharynx present?","yes","yes"
"13041","checkpoint-4000","what does this image show?","normal lung","cerebral cortex"
"13042","checkpoint-4000","what is this of prostatic carcinoma?","a case","image"
"13043","checkpoint-4000","have the segregation of b cells and t cells in different regions of the lymph node been used in a fish cocktail?","no","no"
"13044","checkpoint-4000","what is present?","colon","gastrointestinal"
"13045","checkpoint-4000","what is dysplasia characterized by?","nuclear and cellular pleomorphism and loss of normal maturation","abnormalities of cell structure and function"
"13046","checkpoint-4000","what is present?","liver","heart"
"13047","checkpoint-4000","is female reproductive present?","yes","no"
"13048","checkpoint-4000","does this image show lung, mycobacterium tuberculosis, acid fast?","yes","no"
"13049","checkpoint-4000","is abdomen present?","no","no"
"13050","checkpoint-4000","does this image show stomach primary?","yes","no"
"13051","checkpoint-4000","does opened muscle show dens invaginatus?","no","no"
"13052","checkpoint-4000","what is present?","pituitary","hemorrhagic infarction"
"13053","checkpoint-4000","is abdomen present?","no","no"
"13054","checkpoint-4000","what is present?","endocrine","image"
"13055","checkpoint-4000","what does this image show?","prostate","endometrial hyperplasia"
"13056","checkpoint-4000","what is present?","endocrine","heart"
"13057","checkpoint-4000","where is this?","oral","digestive system"
"13058","checkpoint-4000","what is present?","ameloblastoma","skin"
"13059","checkpoint-4000","what does this image show?","skin","endometrial hyperplasia"
